Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-05,19.424495,[46 28] ; [40 91],[31.04390244 42.95609756] ; [54.95609756 76.04390244],1
a5,1,0.001268,10.389265,[56 21] ; [67 67],[44.88625592 32.11374408] ; [78.11374408 55.88625592],0
v3,1,0.001351,10.271026,[29 43] ; [ 25 104],[19.34328358 52.65671642] ; [34.65671642 94.34328358],0
a2,1,0.005995,7.551698,[23 54] ; [ 19 115],[15.32701422 61.67298578] ; [ 26.67298578 107.32701422],0
r1,1,0.00722,7.217384,[59 16] ; [81 53],[50.23923445 24.76076555] ; [89.76076555 44.23923445],0
a3,1,0.009109,6.801423,[54 22] ; [70 63],[45.09090909 30.90909091] ; [78.90909091 54.09090909],0
d3,1,0.012357,6.258888,[53 24] ; [68 65],[44.36666667 32.63333333] ; [76.63333333 56.36666667],0
s6,1,0.016542,5.744365,[42 33] ; [52 82],[33.73205742 41.26794258] ; [60.26794258 73.73205742],0
a7,1,0.027793,4.840843,[54 22] ; [74 59],[46.54545455 29.45454545] ; [81.45454545 51.54545455],0
r3,1,0.030073,4.705096,[68  8] ; [103  30],[62.18181818 13.81818182] ; [108.81818182  24.18181818],0
a8,1,0.034253,4.482039,[12 53] ; [ 10 114],[ 7.56613757 57.43386243] ; [ 14.43386243 109.56613757],0
s7,1,0.037704,4.318344,[27 46] ; [29 96],[20.64646465 52.35353535] ; [35.35353535 89.64646465],0
s8,1,0.040073,4.214798,[22 53] ; [ 23 111],[16.14832536 58.85167464] ; [ 28.85167464 105.14832536],0
u1,1,0.043829,4.063125,[15 62] ; [ 13 121],[10.21800948 66.78199052] ; [ 17.78199052 116.21800948],0
b5,1,0.06789,3.333319,[54 23] ; [77 57],[47.8056872 29.1943128] ; [83.1943128 50.8056872],0
v4,1,0.072446,3.226713,[67  9] ; [104  29],[62.18181818 13.81818182] ; [108.81818182  24.18181818],0
p3,1,0.079959,3.065725,[28 48] ; [ 34 100],[22.43809524 53.56190476] ; [39.56190476 94.43809524],0
r2,1,0.080205,3.060736,[69  7] ; [108  24],[64.67307692 11.32692308] ; [112.32692308  19.67307692],0
s2,1,0.083106,3.003086,[29 46] ; [36 97],[23.4375 51.5625] ; [41.5625 91.4375],0
n4,1,0.090356,2.868015,[52 23] ; [77 57],[46.29186603 28.70813397] ; [82.70813397 51.29186603],0
d4,1,0.100538,2.696996,[61 16] ; [90 41],[55.89903846 21.10096154] ; [95.10096154 35.89903846],0
p2,1,0.117158,2.454907,[51 26] ; [74 60],[45.61611374 31.38388626] ; [79.38388626 54.61611374],0
u4,1,0.11933,2.426099,[ 4 73] ; [  2 132],[ 2.18957346 74.81042654] ; [  3.81042654 130.18957346],0
n2,1,0.139568,2.182716,[20  6] ; [35 23],[17.02380952  8.97619048] ; [37.97619048 20.02380952],0
n1,1,0.147913,2.093648,[13 13] ; [19 38],[10.02409639 15.97590361] ; [21.97590361 35.02409639],0
r4,1,0.178955,1.806281,[59 18] ; [91 43],[54.73933649 22.26066351] ; [95.26066351 38.73933649],0
a6,1,0.186793,1.742732,[50 27] ; [74 59],[45.46666667 31.53333333] ; [78.53333333 54.46666667],0
d2,1,0.210923,1.565081,[41 36] ; [58 73],[36.64903846 40.35096154] ; [62.35096154 68.64903846],0
n3,1,0.215811,1.532013,[19  7] ; [33 23],[16.48780488  9.51219512] ; [35.51219512 20.48780488],0
a1,1,0.225615,1.468293,[ 3 74] ; [ 11 123],[ 5.10900474 71.89099526] ; [  8.89099526 125.10900474],0
s3,1,0.23318,1.421357,[35 40] ; [50 81],[30.94660194 44.05339806] ; [54.05339806 76.94660194],0
d5,1,0.235074,1.409897,[57 20] ; [88 45],[53.16666667 23.83333333] ; [91.83333333 41.16666667],0
s4,1,0.251869,1.312904,[ 9 66] ; [ 24 109],[11.89903846 63.10096154] ; [ 21.10096154 111.89903846],0
p8,1,0.29854,1.080705,[25 52] ; [34 98],[21.73684211 55.26315789] ; [37.26315789 94.73684211],0
d1,1,0.338238,0.917099,[38 39] ; [57 77],[34.66824645 42.33175355] ; [60.33175355 73.66824645],0
u3,1,0.356166,0.851368,[13 10] ; [29 35],[11.10344828 11.89655172] ; [30.89655172 33.10344828],0
p11,1,0.368388,0.809096,[40 37] ; [61 73],[36.85781991 40.14218009] ; [64.14218009 69.85781991],0
a4,1,0.382269,0.763393,[35 41] ; [53 80],[32. 44.] ; [56. 77.],0
s1,1,0.511979,0.43002,[ 3 73] ; [  8 124],[ 4.01923077 71.98076923] ; [  6.98076923 125.01923077],0
p4,1,0.524967,0.404124,[30 47] ; [46 87],[27.86666667 49.13333333] ; [48.13333333 84.86666667],0
p12,1,0.561719,0.336736,[ 2 74] ; [  2 132],[ 1.44761905 74.55238095] ; [  2.55238095 131.44761905],0
n5,1,0.596418,0.280433,[38 37] ; [73 61],[39.83253589 35.16746411] ; [71.16746411 62.83253589],0
n6,1,0.68821,0.16103,[48 27] ; [82 52],[46.6507177 28.3492823] ; [83.3492823 50.6507177],0
u2,1,0.703447,0.144911,[10 11] ; [27 36],[ 9.25 11.75] ; [27.75 35.25],0
b2,1,0.717855,0.130557,[18 32] ; [27 55],[17.04545455 32.95454545] ; [27.95454545 54.04545455],0
b3,1,0.717855,0.130557,[18 32] ; [27 55],[17.04545455 32.95454545] ; [27.95454545 54.04545455],0
p9,1,0.720239,0.128264,[27 49] ; [43 87],[25.82524272 50.17475728] ; [44.17475728 85.82524272],0
b1,1,0.785255,0.074244,[37 40] ; [67 67],[37.95260664 39.04739336] ; [66.04739336 67.95260664],0
p7,1,0.834132,0.04385,[31 44] ; [53 80],[30.28846154 44.71153846] ; [53.71153846 79.28846154],0
s5,1,0.872711,0.025669,[13 60] ; [ 22 108],[12.5862069 60.4137931] ; [ 22.4137931 107.5862069],0
p6,1,0.890453,0.01897,[17 57] ; [ 29 102],[16.60487805 57.39512195] ; [ 29.39512195 101.60487805],0
p1,1,0.900527,0.015624,[ 5 72] ; [  8 124],[ 4.78947368 72.21052632] ; [  8.21052632 123.78947368],0
b4,1,0.941829,0.005325,[45 32] ; [79 55],[45.25118483 31.74881517] ; [78.74881517 55.25118483],0
