Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.003354,8.604111,[3 2] ; [61  3],[4.63768116 0.36231884] ; [59.36231884  4.63768116],0
r4,1,0.009896,6.653571,[3 2] ; [60  4],[4.56521739 0.43478261] ; [58.43478261  5.56521739],0
n4,1,0.009896,6.653571,[3 2] ; [60  4],[4.56521739 0.43478261] ; [58.43478261  5.56521739],0
s2,1,0.027506,4.85875,[1 4] ; [44 20],[3.26086957 1.73913043] ; [41.73913043 22.26086957],0
p4,1,0.039399,4.243571,[3 2] ; [58  6],[4.42028986 0.57971014] ; [56.57971014  7.42028986],0
p3,1,0.05673,3.630501,[2 3] ; [50 14],[3.76811594 1.23188406] ; [48.23188406 15.76811594],0
p11,1,0.092509,2.830169,[3 2] ; [56  8],[4.27536232 0.72463768] ; [54.72463768  9.27536232],0
s7,1,0.115374,2.479024,[2 3] ; [44 16],[3.53846154 1.46153846] ; [42.46153846 17.53846154],0
b1,1,0.117484,2.450549,[4 1] ; [28 36],[2.31884058 2.68115942] ; [29.68115942 34.31884058],0
s5,1,0.129699,2.296106,[2 3] ; [42 16],[3.49206349 1.50793651] ; [40.50793651 17.49206349],0
d1,1,0.161288,1.962104,[2 3] ; [45 19],[3.4057971 1.5942029] ; [43.5942029 20.4057971],0
p10,1,0.163359,1.942857,[4 1] ; [60  3],[4.70588235 0.29411765] ; [59.29411765  3.70588235],0
v3,1,0.169786,1.884836,[2 3] ; [44 19],[3.38235294 1.61764706] ; [42.61764706 20.38235294],0
a3,1,0.208993,1.578387,[3 2] ; [53 11],[4.05797101 0.94202899] ; [51.94202899 12.05797101],0
a2,1,0.208993,1.578387,[2 3] ; [11 53],[0.94202899 4.05797101] ; [12.05797101 51.94202899],0
r1,1,0.208993,1.578387,[3 2] ; [53 11],[4.05797101 0.94202899] ; [51.94202899 12.05797101],0
s6,1,0.22601,1.465798,[3 2] ; [51 11],[4.02985075 0.97014925] ; [49.97014925 12.02985075],0
s3,1,0.229747,1.442424,[2 3] ; [42 21],[3.23529412 1.76470588] ; [40.76470588 22.23529412],0
n5,1,0.253387,1.304531,[4 1] ; [60  4],[4.63768116 0.36231884] ; [59.36231884  4.63768116],0
p8,1,0.255152,1.29487,[3 2] ; [52 12],[3.98550725 1.01449275] ; [51.01449275 12.98550725],0
p6,1,0.312033,1.022051,[2 3] ; [39 23],[3.05970149 1.94029851] ; [37.94029851 24.05970149],0
a6,1,0.358496,0.843154,[2 3] ; [39 25],[2.97101449 2.02898551] ; [38.02898551 25.97101449],0
p2,1,0.44854,0.574338,[4 1] ; [58  6],[4.49275362 0.50724638] ; [57.50724638  6.49275362],0
d2,1,0.481728,0.494949,[2 3] ; [36 28],[2.75362319 2.24637681] ; [35.24637681 28.75362319],0
a7,1,0.5171,0.419674,[3 2] ; [47 17],[3.62318841 1.37681159] ; [46.37681159 17.62318841],0
a5,1,0.5171,0.419674,[3 2] ; [47 17],[3.62318841 1.37681159] ; [46.37681159 17.62318841],0
a4,1,0.525907,0.402294,[3 2] ; [29 35],[2.31884058 2.68115942] ; [29.68115942 34.31884058],0
d4,1,0.631524,0.23,[4 1] ; [56  8],[4.34782609 0.65217391] ; [55.65217391  8.34782609],0
d3,1,0.645638,0.211445,[4 1] ; [45 19],[3.55072464 1.44927536] ; [45.44927536 18.55072464],0
b3,1,0.670347,0.181197,[2 3] ; [24 24],[2.45283019 2.54716981] ; [23.54716981 24.45283019],0
b2,1,0.670347,0.181197,[2 3] ; [24 24],[2.45283019 2.54716981] ; [23.54716981 24.45283019],0
s8,1,0.685962,0.163491,[3 2] ; [44 20],[3.4057971 1.5942029] ; [43.5942029 20.4057971],0
v2,1,0.704141,0.1442,[3 2] ; [43 20],[3.38235294 1.61764706] ; [42.61764706 20.38235294],0
s4,1,0.740621,0.109581,[1 4] ; [ 9 53],[0.74626866 4.25373134] ; [ 9.25373134 52.74626866],0
p7,1,0.835055,0.043357,[3 1] ; [50 13],[3.1641791 0.8358209] ; [49.8358209 13.1641791],0
d5,1,0.873042,0.025535,[4 1] ; [53 11],[4.13043478 0.86956522] ; [52.86956522 11.13043478],0
u1,1,0.945117,0.004739,[1 4] ; [12 52],[0.94202899 4.05797101] ; [12.05797101 51.94202899],0
n3,1,1.0,0.0,[1 1] ; [5 5],[1. 1.] ; [5. 5.],0
