Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,6.2e-05,16.055373,[59 51] ; [58 12],[71.5 38.5] ; [45.5 24.5],1
s2,1,0.001066,10.70918,[43 67] ; [46 26],[53.79120879 56.20879121] ; [35.20879121 36.79120879],0
d4,1,0.001069,10.704267,[84 27] ; [67  4],[92.09340659 18.90659341] ; [58.90659341 12.09340659],0
r4,1,0.001676,9.873948,[83 28] ; [67  5],[90.98360656 20.01639344] ; [59.01639344 12.98360656],0
p3,1,0.002267,9.319895,[49 60] ; [49 23],[59.01657459 49.98342541] ; [38.98342541 33.01657459],0
d1,1,0.002361,9.245164,[55 56] ; [52 20],[64.90163934 46.09836066] ; [42.09836066 29.90163934],0
s3,1,0.002759,8.960639,[50 60] ; [49 23],[59.83516484 50.16483516] ; [39.16483516 32.83516484],0
p7,1,0.00384,8.358115,[58 51] ; [53 18],[67.21666667 41.78333333] ; [43.78333333 27.21666667],0
p6,1,0.007581,7.12981,[26 80] ; [31 40],[34.13559322 71.86440678] ; [22.86440678 48.13559322],0
d5,1,0.009646,6.699044,[85 26] ; [65  6],[91.48351648 19.51648352] ; [58.51648352 12.48351648],0
b5,1,0.012348,6.26023,[53 58] ; [21 51],[44.8852459 66.1147541] ; [29.1147541 42.8852459],0
p5,1,0.014714,5.950411,[  8 101] ; [14 58],[13.24861878 95.75138122] ; [ 8.75138122 63.24861878],0
s4,1,0.015675,5.839015,[14 97] ; [19 52],[20.12637363 90.87362637] ; [12.87362637 58.12637363],0
s8,1,0.018195,5.577285,[48 63] ; [44 28],[55.80327869 55.19672131] ; [36.19672131 35.80327869],0
n6,1,0.019084,5.493845,[84 26] ; [64  7],[89.94475138 20.05524862] ; [58.05524862 12.94475138],0
p4,1,0.020754,5.347371,[49 60] ; [45 27],[56.60773481 52.39226519] ; [37.39226519 34.60773481],0
b4,1,0.032308,4.582058,[53 58] ; [46 26],[60.04918033 50.95081967] ; [38.95081967 33.04918033],0
d2,1,0.035684,4.412121,[56 54] ; [48 24],[62.85714286 47.14285714] ; [41.14285714 30.85714286],0
a4,1,0.038182,4.296903,[51 58] ; [45 27],[57.8121547 51.1878453] ; [38.1878453 33.8121547],0
r1,1,0.044994,4.01888,[78 33] ; [60 12],[83.70491803 27.29508197] ; [54.29508197 17.70491803],0
p10,1,0.063538,3.442539,[77 31] ; [60 12],[82.2 25.8] ; [54.8 17.2],0
r2,1,0.098648,2.727273,[96 12] ; [69  3],[99.  9.] ; [66.  6.],0
p8,1,0.118403,2.438319,[46 61] ; [39 32],[51.09550562 55.90449438] ; [33.90449438 37.09550562],0
p9,1,0.124121,2.364532,[83 25] ; [62 10],[87. 21.] ; [58. 14.],0
v2,1,0.126863,2.330482,[47 60] ; [40 32],[52.00558659 54.99441341] ; [34.99441341 37.00558659],0
v1,1,0.149125,2.081177,[52 56] ; [42 29],[56.7150838 51.2849162] ; [37.2849162 33.7150838],0
s7,1,0.150179,2.070433,[53 51] ; [44 27],[57.64571429 46.35428571] ; [39.35428571 31.64571429],0
u3,1,0.175926,1.831705,[ 7 16] ; [6 5],[ 8.79411765 14.20588235] ; [4.20588235 6.79411765],0
a6,1,0.177682,1.816903,[56 55] ; [29 43],[51.55737705 59.44262295] ; [33.44262295 38.55737705],0
v4,1,0.212185,1.556453,[96 14] ; [67  5],[98.51648352 11.48351648] ; [64.48351648  7.51648352],0
b2,1,0.222804,1.486218,[36 39] ; [29 20],[39.31451613 35.68548387] ; [25.68548387 23.31451613],0
b3,1,0.222804,1.486218,[36 39] ; [29 20],[39.31451613 35.68548387] ; [25.68548387 23.31451613],0
p1,1,0.274333,1.194949,[  6 104] ; [ 7 65],[  7.85714286 102.14285714] ; [ 5.14285714 66.85714286],0
a2,1,0.275377,1.189766,[ 11 100] ; [11 61],[13.3442623 97.6557377] ; [ 8.6557377 63.3442623],0
d3,1,0.280438,1.164964,[48 63] ; [37 35],[51.55737705 59.44262295] ; [33.44262295 38.55737705],0
r3,1,0.290101,1.119152,[98 13] ; [67  5],[100.08196721  10.91803279] ; [64.91803279  7.08196721],0
n2,1,0.310041,1.030503,[25 12] ; [13  3],[26.52830189 10.47169811] ; [11.47169811  4.52830189],0
u4,1,0.33773,0.919029,[  2 109] ; [ 3 69],[  3.03278689 107.96721311] ; [ 1.96721311 70.03278689],0
a3,1,0.355063,0.855281,[88 23] ; [61 11],[90.37704918 20.62295082] ; [58.62295082 13.37704918],0
s1,1,0.389035,0.741957,[  6 104] ; [ 2 70],[  4.83516484 105.16483516] ; [ 3.16483516 68.83516484],0
a1,1,0.395723,0.721284,[  7 104] ; [ 7 65],[  8.49180328 102.50819672] ; [ 5.50819672 66.49180328],0
n5,1,0.468132,0.526381,[84 27] ; [57 14],[85.99450549 25.00549451] ; [55.00549451 15.99450549],0
p12,1,0.491727,0.472746,[  5 103] ; [ 5 66],[  6.03351955 101.96648045] ; [ 3.96648045 67.03351955],0
p2,1,0.495737,0.464052,[80 27] ; [57 15],[81.89385475 25.10614525] ; [55.10614525 16.89385475],0
p11,1,0.61938,0.24674,[86 25] ; [58 14],[87.3442623 23.6557377] ; [56.6557377 15.3442623],0
n1,1,0.710713,0.137566,[16 20] ; [8 8],[16.61538462 19.38461538] ; [7.38461538 8.61538462],0
a8,1,0.763776,0.090316,[10 93] ; [ 8 64],[10.59428571 92.40571429] ; [ 7.40571429 64.59428571],0
u1,1,0.834658,0.043569,[  7 104] ; [ 4 68],[  6.67213115 104.32786885] ; [ 4.32786885 67.67213115],0
