Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.00171,9.837778,[64 46] ; [ 7 21],[56.5942029 53.4057971] ; [14.4057971 13.5942029],0
s5,1,0.580701,0.305104,[21 83] ; [ 7 21],[22.06060606 81.93939394] ; [ 5.93939394 22.06060606],0
u1,1,0.6183,0.248265,[12 98] ; [ 4 24],[12.75362319 97.24637681] ; [ 3.24637681 24.75362319],0
d4,1,0.624308,0.239859,[82 26] ; [20  8],[81. 27.] ; [21.  7.],0
v3,1,0.624885,0.239062,[26 78] ; [ 8 19],[26.99236641 77.00763359] ; [ 7.00763359 19.99236641],0
n4,1,0.628091,0.234659,[64 44] ; [18 10],[65.11764706 42.88235294] ; [16.88235294 11.11764706],0
d5,1,0.649017,0.207142,[78 30] ; [19  9],[77.02941176 30.97058824] ; [19.97058824  8.02941176],0
v2,1,0.688883,0.160297,[39 65] ; [ 9 18],[38.10687023 65.89312977] ; [ 9.89312977 17.10687023],0
a6,1,0.780062,0.077974,[63 46] ; [17 11],[63.64963504 45.35036496] ; [16.35036496 11.64963504],0
d3,1,0.780986,0.077303,[58 49] ; [16 12],[58.65185185 48.34814815] ; [15.34814815 12.65185185],0
s8,1,0.786793,0.073158,[26 83] ; [ 6 22],[25.45985401 83.54014599] ; [ 6.54014599 21.45985401],0
a8,1,0.797926,0.065552,[11 94] ; [ 2 21],[10.6640625 94.3359375] ; [ 2.3359375 20.6640625],0
p3,1,0.814558,0.055014,[21 87] ; [ 6 22],[21.44117647 86.55882353] ; [ 5.55882353 22.44117647],0
s2,1,0.835897,0.042909,[37 73] ; [10 18],[37.46376812 72.53623188] ; [ 9.53623188 18.46376812],0
s1,1,0.846573,0.03744,[  9 100] ; [ 2 26],[  8.75182482 100.24817518] ; [ 2.24817518 25.75182482],0
b4,1,0.858055,0.031987,[61 49] ; [15 13],[60.57971014 49.42028986] ; [15.42028986 12.57971014],0
a2,1,0.866726,0.028163,[22 88] ; [ 6 22],[22.31884058 87.68115942] ; [ 5.68115942 22.31884058],0
p1,1,0.88148,0.022229,[  7 103] ; [ 2 26],[  7.17391304 102.82608696] ; [ 1.82608696 26.17391304],0
s6,1,0.90942,0.012944,[45 63] ; [12 16],[45.26470588 62.73529412] ; [11.73529412 16.26470588],0
s7,1,0.915072,0.011373,[31 70] ; [ 8 19],[30.7734375 70.2265625] ; [ 8.2265625 18.7734375],0
n3,1,0.915825,0.011171,[30 20] ; [7 5],[29.83870968 20.16129032] ; [7.16129032 4.83870968],0
a5,1,0.92079,0.009888,[64 46] ; [16 12],[63.76811594 46.23188406] ; [16.23188406 11.76811594],0
a4,1,0.959017,0.002641,[45 64] ; [11 16],[44.88235294 64.11764706] ; [11.11764706 15.88235294],0
