Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n1,1,0.009048,6.813344,[20 13] ; [ 3 12],[15.8125 17.1875] ; [7.1875 7.8125],0
p8,1,0.530066,0.394266,[31 57] ; [ 9 22],[29.57983193 58.42016807] ; [10.42016807 20.57983193],0
s1,1,0.532537,0.389548,[ 9 79] ; [ 2 29],[ 8.13445378 79.86554622] ; [ 2.86554622 28.13445378],0
s7,1,0.605283,0.267102,[47 35] ; [17 10],[48.14678899 33.85321101] ; [15.85321101 11.14678899],0
v4,1,0.637239,0.222372,[77 11] ; [29  3],[77.73333333 10.26666667] ; [28.26666667  3.73333333],0
u1,1,0.661931,0.191187,[17 72] ; [ 5 27],[16.18181818 72.81818182] ; [ 5.81818182 26.18181818],0
b2,1,0.672604,0.178571,[15 33] ; [3 9],[14.4 33.6] ; [3.6 8.4],0
b3,1,0.672604,0.178571,[15 33] ; [3 9],[14.4 33.6] ; [3.6 8.4],0
d1,1,0.672796,0.178349,[49 40] ; [19 13],[50.01652893 38.98347107] ; [17.98347107 14.01652893],0
p6,1,0.687088,0.162256,[29 59] ; [ 9 22],[28.10084034 59.89915966] ; [ 9.89915966 21.10084034],0
p3,1,0.695072,0.153649,[35 53] ; [14 18],[35.93333333 52.06666667] ; [13.06666667 18.93333333],0
a2,1,0.755535,0.096939,[19 70] ; [ 6 26],[18.38842975 70.61157025] ; [ 6.61157025 25.38842975],0
r4,1,0.763139,0.090819,[73 16] ; [27  5],[73.55371901 15.44628099] ; [26.44628099  5.55371901],0
s8,1,0.765603,0.088882,[39 50] ; [15 17],[39.71900826 49.28099174] ; [14.28099174 17.71900826],0
p1,1,0.782348,0.07632,[12 76] ; [ 5 27],[12.46666667 75.53333333] ; [ 4.53333333 27.46666667],0
p4,1,0.785015,0.074414,[47 42] ; [16 16],[46.33884298 42.66115702] ; [16.66115702 15.33884298],0
r1,1,0.794629,0.067758,[68 20] ; [24  8],[67.46666667 20.53333333] ; [24.53333333  7.46666667],0
a7,1,0.814404,0.055107,[62 27] ; [23  9],[62.52066116 26.47933884] ; [22.47933884  9.52066116],0
p2,1,0.814404,0.055107,[62 27] ; [23  9],[62.52066116 26.47933884] ; [22.47933884  9.52066116],0
a6,1,0.821551,0.050873,[53 35] ; [20 12],[53.53333333 34.46666667] ; [19.46666667 12.53333333],0
v1,1,0.828707,0.046812,[40 47] ; [14 18],[39.4789916 47.5210084] ; [14.5210084 17.4789916],0
b4,1,0.85075,0.035405,[49 40] ; [17 15],[48.54545455 40.45454545] ; [17.45454545 14.54545455],0
r3,1,0.851131,0.035222,[79 10] ; [27  3],[79.27731092  9.72268908] ; [26.72268908  3.27731092],0
n2,1,0.85732,0.032323,[25  8] ; [11  4],[24.75  8.25] ; [11.25  3.75],0
v2,1,0.861872,0.030273,[39 44] ; [14 17],[38.5877193 44.4122807] ; [14.4122807 16.5877193],0
p7,1,0.863202,0.029687,[47 41] ; [16 15],[46.58823529 41.41176471] ; [16.41176471 14.58823529],0
a5,1,0.872755,0.025651,[57 32] ; [21 11],[57.37190083 31.62809917] ; [20.62809917 11.37190083],0
r2,1,0.944123,0.004912,[82  6] ; [29  2],[82.08403361  5.91596639] ; [28.91596639  2.08403361],0
u2,1,0.956962,0.002912,[15 18] ; [4 5],[14.92857143 18.07142857] ; [4.07142857 4.92857143],0
p12,1,0.969108,0.0015,[ 3 86] ; [ 1 30],[ 2.96666667 86.03333333] ; [ 1.03333333 29.96666667],0
p9,1,0.971533,0.001274,[61 27] ; [20  9],[60.92307692 27.07692308] ; [20.07692308  8.92307692],0
p10,1,0.973799,0.001079,[49 38] ; [17 13],[49.07692308 37.92307692] ; [16.92307692 13.07692308],0
b1,1,0.975498,0.000943,[47 42] ; [17 15],[47.07438017 41.92561983] ; [16.92561983 15.07438017],0
