Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n1,1,0.009048,6.813344,[20 13] ; [ 3 12],[15.8125 17.1875] ; [7.1875 7.8125],0
s5,1,0.023386,5.139584,[28 57] ; [15 11],[32.92792793 52.07207207] ; [10.07207207 15.92792793],0
s2,1,0.028679,4.786751,[60 29] ; [28  4],[64.72727273 24.27272727] ; [23.27272727  8.72727273],0
n5,1,0.033006,4.545455,[60 28] ; [15 17],[55. 33.] ; [20. 12.],0
d5,1,0.0442,4.048898,[61 27] ; [28  4],[65.26666667 22.73333333] ; [23.73333333  8.26666667],0
n4,1,0.074244,3.186597,[59 28] ; [16 16],[54.83193277 32.16806723] ; [20.16806723 11.83193277],0
s6,1,0.113887,2.499437,[63 25] ; [25  4],[66.18803419 21.81196581] ; [21.81196581  7.18803419],0
n3,1,0.132768,2.259837,[21 11] ; [13  2],[23.14893617  8.85106383] ; [10.85106383  4.14893617],0
a8,1,0.143014,2.145225,[15 67] ; [ 2 27],[12.55855856 69.44144144] ; [ 4.44144144 24.55855856],0
b5,1,0.228717,1.44882,[58 31] ; [17 15],[55.16528926 33.83471074] ; [19.83471074 12.16528926],0
d3,1,0.242908,1.363636,[56 32] ; [24  8],[58.66666667 29.33333333] ; [21.33333333 10.66666667],0
a4,1,0.245082,1.351125,[34 55] ; [16 16],[36.7768595 52.2231405] ; [13.2231405 18.7768595],0
d4,1,0.264476,1.245176,[65 22] ; [27  5],[67.2605042 19.7394958] ; [24.7394958  7.2605042],0
a3,1,0.288278,1.127646,[54 34] ; [23  9],[56.46666667 31.53333333] ; [20.53333333 11.46666667],0
v3,1,0.378488,0.775608,[26 58] ; [ 7 24],[24.10434783 59.89565217] ; [ 8.89565217 22.10434783],0
p5,1,0.408961,0.681818,[10 78] ; [ 2 30],[ 8.8 79.2] ; [ 3.2 28.8],0
n6,1,0.429514,0.624138,[61 26] ; [20 12],[59.21848739 27.78151261] ; [21.78151261 10.21848739],0
d2,1,0.436794,0.604689,[48 40] ; [20 12],[49.86666667 38.13333333] ; [18.13333333 13.86666667],0
u3,1,0.514828,0.424242,[18 15] ; [6 3],[18.85714286 14.14285714] ; [5.14285714 3.85714286],0
