Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,60.439134,[56 12] ; [17 70],[32.02580645 35.97419355] ; [40.97419355 46.02580645],1
d3,1,0.0,54.578282,[60  9] ; [24 63],[37.15384615 31.84615385] ; [46.84615385 40.15384615],1
d5,1,0.0,48.411908,[66  3] ; [37 50],[45.55769231 23.44230769] ; [57.44230769 29.55769231],1
d4,1,0.0,41.495517,[66  2] ; [43 44],[47.81935484 20.18064516] ; [61.18064516 25.81935484],1
a5,1,0.0,28.748603,[55 14] ; [32 55],[38.48076923 30.51923077] ; [48.51923077 38.48076923],1
u1,1,1e-06,23.971638,[19 50] ; [ 1 86],[ 8.84615385 60.15384615] ; [11.15384615 75.84615385],1
a2,1,3e-06,21.527872,[21 48] ; [ 3 84],[10.61538462 58.38461538] ; [13.38461538 73.61538462],1
a4,1,1.5e-05,18.680481,[39 29] ; [20 66],[26.05194805 41.94805195] ; [32.94805195 53.05194805],1
a3,1,6.3e-05,16.003258,[51 18] ; [35 49],[38.78431373 30.21568627] ; [47.21568627 36.78431373],1
a6,1,0.006519,7.400897,[46 23] ; [39 48],[37.59615385 31.40384615] ; [47.40384615 39.59615385],0
p4,1,0.009125,6.798276,[33 36] ; [24 63],[25.21153846 43.78846154] ; [31.78846154 55.21153846],0
r2,1,0.014579,5.966637,[59  7] ; [64 23],[53.05882353 12.94117647] ; [69.94117647 17.05882353],0
a7,1,0.016622,5.735855,[48 21] ; [44 43],[40.69230769 28.30769231] ; [51.30769231 35.69230769],0
u3,1,0.02656,4.919196,[12  6] ; [19 33],[ 7.97142857 10.02857143] ; [23.02857143 28.97142857],0
p7,1,0.030722,4.668444,[23 46] ; [44 43],[29.63461538 39.36538462] ; [37.36538462 49.63461538],0
r1,1,0.031096,4.647665,[49 19] ; [48 39],[42.55483871 25.44516129] ; [54.44516129 32.55483871],0
s8,1,0.036686,4.364948,[17 52] ; [10 75],[12.0974026 56.9025974] ; [14.9025974 70.0974026],0
v2,1,0.040136,4.21211,[28 40] ; [22 64],[22.07792208 45.92207792] ; [27.92207792 58.07792208],0
p1,1,0.053296,3.734619,[ 8 61] ; [ 3 82],[ 4.92857143 64.07142857] ; [ 6.07142857 78.92857143],0
p8,1,0.087294,2.923589,[24 45] ; [19 66],[19.26623377 49.73376623] ; [23.73376623 61.26623377],0
s4,1,0.087501,2.91975,[ 7 60] ; [18 69],[10.87662338 56.12337662] ; [14.12337662 72.87662338],0
r3,1,0.097254,2.750012,[59 10] ; [65 22],[54.84615385 14.15384615] ; [69.15384615 17.84615385],0
s7,1,0.111358,2.534839,[21 44] ; [17 65],[16.80272109 48.19727891] ; [21.19727891 60.80272109],0
a8,1,0.115896,2.471919,[ 4 58] ; [12 69],[ 6.93706294 55.06293706] ; [ 9.06293706 71.93706294],0
n6,1,0.118522,2.436738,[46 21] ; [49 38],[41.33116883 25.66883117] ; [53.66883117 33.33116883],0
