Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,95.149394,[207  43] ; [139 187],[150.17361111  99.82638889] ; [195.82638889 130.17361111],1
v1,1,0.0,34.255679,[177  74] ; [150 175],[142.49479167 108.50520833] ; [184.50520833 140.49479167],1
s7,1,2.6e-05,17.717768,[143  95] ; [136 187],[118.36363636 119.63636364] ; [160.63636364 162.36363636],1
p12,1,2.7e-05,17.641452,[ 39 215] ; [ 17 317],[ 24.19047619 229.80952381] ; [ 31.80952381 302.19047619],1
s8,1,4.7e-05,16.573046,[138 112] ; [129 208],[113.71379898 136.28620102] ; [153.28620102 183.71379898],1
n5,1,5.9e-05,16.137762,[221  32] ; [246  87],[201.62286689  51.37713311] ; [265.37713311  67.62286689],1
p3,1,6.9e-05,15.836474,[155  97] ; [151 185],[131.14285714 120.85714286] ; [174.85714286 161.14285714],1
n4,1,0.001206,10.481603,[220  34] ; [256  81],[204.57529611  49.42470389] ; [271.42470389  65.57529611],0
d1,1,0.001752,9.792625,[166  88] ; [177 160],[147.41455161 106.58544839] ; [195.58544839 141.41455161],0
p1,1,0.001829,9.713333,[ 34 219] ; [ 20 316],[ 23.19524618 229.80475382] ; [ 30.80475382 305.19524618],0
p5,1,0.002255,9.329473,[ 46 207] ; [ 32 303],[ 33.56122449 219.43877551] ; [ 44.43877551 290.56122449],0
s2,1,0.002692,9.005105,[141 111] ; [146 190],[123. 129.] ; [164. 172.],0
p7,1,0.00783,7.071953,[179  68] ; [203 125],[164.09391304  82.90608696] ; [217.90608696 110.09391304],0
n6,1,0.008068,7.018241,[228  23] ; [279  56],[217.16211604  33.83788396] ; [289.83788396  45.16211604],0
r1,1,0.008768,6.869526,[216  37] ; [257  78],[203.51870748  49.48129252] ; [269.48129252  65.51870748],0
u4,1,0.010433,6.559482,[  7 247] ; [  1 336],[  3.43824027 250.56175973] ; [  4.56175973 332.43824027],0
r4,1,0.011829,6.336259,[237  17] ; [293  44],[227.78341794  26.21658206] ; [302.21658206  34.78341794],0
d2,1,0.014011,6.036801,[133 119] ; [143 193],[118.28571429 133.71428571] ; [157.71428571 178.28571429],0
p4,1,0.016264,5.774074,[169  83] ; [192 143],[154.97785349  97.02214651] ; [206.02214651 128.97785349],0
p8,1,0.017428,5.652749,[155  97] ; [172 161],[140.86153846 111.13846154] ; [186.13846154 146.86153846],0
a1,1,0.03436,4.476712,[ 19 235] ; [ 12 325],[ 13.32318105 240.67681895] ; [ 17.67681895 319.32318105],0
p6,1,0.04144,4.157939,[103 148] ; [109 223],[ 91.27272727 159.72727273] ; [120.72727273 211.27272727],0
a5,1,0.041915,4.138614,[201  53] ; [242  95],[190.39255499  63.60744501] ; [252.60744501  84.39255499],0
v4,1,0.048619,3.888475,[245   7] ; [313  21],[239.95904437  12.04095563] ; [318.04095563  15.95904437],0
s5,1,0.056241,3.644892,[ 91 157] ; [ 96 233],[ 80.37435009 167.62564991] ; [106.62564991 222.37435009],0
a3,1,0.059964,3.538394,[194  58] ; [236 101],[183.97283531  68.02716469] ; [246.02716469  90.97283531],0
u1,1,0.078262,3.100629,[ 50 204] ; [ 48 289],[ 42.11844332 211.88155668] ; [ 55.88155668 281.11844332],0
d5,1,0.084892,2.968664,[213  39] ; [266  71],[204.93718166  47.06281834] ; [274.06281834  62.93718166],0
r3,1,0.084984,2.966907,[245   8] ; [314  21],[240.52210884  12.47789116] ; [318.47789116  16.52210884],0
b2,1,0.0975,2.745963,[76 87] ; [ 74 121],[68.29608939 94.70391061] ; [ 81.70391061 113.29608939],0
b3,1,0.0975,2.745963,[76 87] ; [ 74 121],[68.29608939 94.70391061] ; [ 81.70391061 113.29608939],0
s3,1,0.13019,2.290234,[143 105] ; [172 163],[133.99656947 114.00343053] ; [181.00343053 153.99656947],0
d3,1,0.140073,2.177152,[178  75] ; [217 119],[169.66893039  83.33106961] ; [225.33106961 110.66893039],0
a4,1,0.175976,1.831283,[120 133] ; [141 196],[111.92033898 141.07966102] ; [149.07966102 187.92033898],0
a2,1,0.195999,1.671937,[ 65 189] ; [ 71 266],[ 58.4500846 195.5499154] ; [ 77.5499154 259.4500846],0
s6,1,0.202342,1.625387,[170  78] ; [212 122],[162.7766323  85.2233677] ; [219.2233677 114.7766323],0
d4,1,0.214494,1.540831,[214  38] ; [273  64],[208.35993209  43.64006791] ; [278.64006791  58.35993209],0
s1,1,0.270016,1.216665,[  8 242] ; [  6 329],[  5.98290598 244.01709402] ; [  8.01709402 326.98290598],0
p11,1,0.298112,1.082622,[219  35] ; [280  57],[214.46023689  39.53976311] ; [284.53976311  52.46023689],0
r2,1,0.341902,0.903286,[239  12] ; [309  22],[236.33676976  14.66323024] ; [311.66323024  19.33676976],0
p2,1,0.358198,0.844202,[224  29] ; [288  47],[220.29931973  32.70068027] ; [291.70068027  43.29931973],0
b1,1,0.366664,0.81494,[ 91 163] ; [133 204],[ 96.27072758 157.72927242] ; [127.72927242 209.27072758],0
p9,1,0.431312,0.619288,[239  14] ; [312  24],[236.67741935  16.32258065] ; [314.32258065  21.67741935],0
n1,1,0.525235,0.403602,[14 26] ; [32 46],[15.59322034 24.40677966] ; [30.40677966 47.59322034],0
a8,1,0.531832,0.39089,[ 32 193] ; [ 51 264],[ 34.58333333 190.41666667] ; [ 48.41666667 266.58333333],0
b4,1,0.561688,0.336789,[153 101] ; [195 142],[149.56345178 104.43654822] ; [198.43654822 138.56345178],0
n3,1,0.589336,0.291382,[29 12] ; [58 19],[30.22881356 10.77118644] ; [56.77118644 20.22881356],0
b5,1,0.631808,0.229617,[145 109] ; [199 138],[147.84433164 106.15566836] ; [196.15566836 140.84433164],0
n2,1,0.787846,0.07242,[30 10] ; [61 18],[30.58823529  9.41176471] ; [60.41176471 18.58823529],0
u2,1,0.795817,0.066959,[37 23] ; [59 40],[36.22641509 23.77358491] ; [59.77358491 39.22641509],0
a6,1,0.858966,0.031574,[171  81] ; [231 106],[171.99320883  80.00679117] ; [230.00679117 106.99320883],0
u3,1,0.938453,0.005962,[34 25] ; [57 43],[33.7672956 25.2327044] ; [57.2327044 42.7672956],0
a7,1,0.951408,0.003713,[186  67] ; [247  90],[185.67627119  67.32372881] ; [247.32372881  89.67627119],0
