Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.004834,7.940625,[3 7] ; [25  7],[6.66666667 3.33333333] ; [21.33333333 10.66666667],0
n4,1,0.005338,7.76107,[4 6] ; [27  5],[7.38095238 2.61904762] ; [23.61904762  8.38095238],0
p10,1,0.104483,2.635739,[3 7] ; [19 13],[5.23809524 4.76190476] ; [16.76190476 15.23809524],0
p7,1,0.136037,2.222222,[6 4] ; [10 20],[4. 6.] ; [12. 18.],0
s5,1,0.136399,2.218125,[1 9] ; [11 21],[2.85714286 7.14285714] ; [ 9.14285714 22.85714286],0
n5,1,0.194924,1.68,[7 3] ; [28  4],[8.33333333 1.66666667] ; [26.66666667  5.33333333],0
n6,1,0.224044,1.478281,[5 5] ; [22  9],[6.58536585 3.41463415] ; [20.41463415 10.58536585],0
p4,1,0.282605,1.154519,[6 4] ; [13 19],[4.52380952 5.47619048] ; [14.47619048 17.52380952],0
b1,1,0.305507,1.05,[8 2] ; [20 12],[6.66666667 3.33333333] ; [21.33333333 10.66666667],0
a6,1,0.305507,1.05,[8 2] ; [20 12],[6.66666667 3.33333333] ; [21.33333333 10.66666667],0
d4,1,0.305507,1.05,[8 2] ; [20 12],[6.66666667 3.33333333] ; [21.33333333 10.66666667],0
a4,1,0.308301,1.037938,[7 3] ; [16 15],[5.6097561 4.3902439] ; [17.3902439 13.6097561],0
a2,1,0.312271,1.021048,[3 7] ; [ 5 27],[1.9047619 8.0952381] ; [ 6.0952381 25.9047619],0
n3,1,0.314065,1.013503,[1 3] ; [9 8],[1.9047619 2.0952381] ; [8.0952381 8.9047619],0
d2,1,0.319193,0.992252,[4 6] ; [18 13],[5.36585366 4.63414634] ; [16.63414634 14.36585366],0
d5,1,0.359397,0.84,[6 4] ; [24  8],[7.14285714 2.85714286] ; [22.85714286  9.14285714],0
p12,1,0.372875,0.794063,[1 9] ; [ 1 31],[0.47619048 9.52380952] ; [ 1.52380952 30.47619048],0
s2,1,0.390729,0.736671,[2 8] ; [11 21],[3.0952381 6.9047619] ; [ 9.9047619 22.0952381],0
p3,1,0.413206,0.669556,[5 5] ; [11 20],[3.90243902 6.09756098] ; [12.09756098 18.90243902],0
v2,1,0.449177,0.572727,[3 7] ; [ 6 26],[2.14285714 7.85714286] ; [ 6.85714286 25.14285714],0
r1,1,0.468717,0.525,[4 6] ; [17 15],[5. 5.] ; [16. 16.],0
s6,1,0.501078,0.452653,[3 7] ; [13 18],[3.90243902 6.09756098] ; [12.09756098 18.90243902],0
s3,1,0.501078,0.452653,[3 7] ; [13 18],[3.90243902 6.09756098] ; [12.09756098 18.90243902],0
a1,1,0.516937,0.42,[1 9] ; [ 6 26],[1.66666667 8.33333333] ; [ 5.33333333 26.66666667],0
s4,1,0.516937,0.42,[1 9] ; [ 6 26],[1.66666667 8.33333333] ; [ 5.33333333 26.66666667],0
n2,1,0.530801,0.392857,[2 2] ; [12  6],[2.54545455 1.45454545] ; [11.45454545  6.54545455],0
n1,1,0.530801,0.392857,[2 2] ; [12  6],[2.54545455 1.45454545] ; [11.45454545  6.54545455],0
s7,1,0.536562,0.381949,[2 6] ; [11 19],[2.73684211 5.26315789] ; [10.26315789 19.73684211],0
b3,1,0.541552,0.372671,[3 4] ; [ 7 16],[2.33333333 4.66666667] ; [ 7.66666667 15.33333333],0
b2,1,0.541552,0.372671,[3 4] ; [ 7 16],[2.33333333 4.66666667] ; [ 7.66666667 15.33333333],0
a3,1,0.590536,0.289507,[8 1] ; [26  6],[7.46341463 1.53658537] ; [26.53658537  5.46341463],0
b4,1,0.601035,0.273438,[5 5] ; [19 13],[5.71428571 4.28571429] ; [18.28571429 13.71428571],0
p2,1,0.643735,0.213891,[4 6] ; [15 16],[4.63414634 5.36585366] ; [14.36585366 16.63414634],0
d3,1,0.665706,0.186667,[7 3] ; [20 12],[6.42857143 3.57142857] ; [20.57142857 11.42857143],0
u1,1,0.687744,0.161538,[1 9] ; [ 2 30],[0.71428571 9.28571429] ; [ 2.28571429 29.71428571],0
b5,1,0.728886,0.120137,[5 5] ; [18 14],[5.47619048 4.52380952] ; [17.52380952 14.47619048],0
p8,1,0.769297,0.086022,[3 6] ; [12 19],[3.375 5.625] ; [11.625 19.375],0
s1,1,0.83126,0.045405,[1 9] ; [ 4 28],[1.19047619 8.80952381] ; [ 3.80952381 28.19047619],0
p1,1,0.83126,0.045405,[1 9] ; [ 4 28],[1.19047619 8.80952381] ; [ 3.80952381 28.19047619],0
p5,1,0.849842,0.035842,[2 7] ; [ 6 25],[1.8 7.2] ; [ 6.2 24.8],0
p11,1,0.862878,0.02983,[5 5] ; [15 17],[4.76190476 5.23809524] ; [15.23809524 16.76190476],0
d1,1,0.862878,0.02983,[5 5] ; [15 17],[4.76190476 5.23809524] ; [15.23809524 16.76190476],0
p6,1,0.899628,0.015909,[2 8] ; [ 7 25],[2.14285714 7.85714286] ; [ 6.85714286 25.14285714],0
v3,1,0.940506,0.00557,[3 7] ; [10 22],[3.0952381 6.9047619] ; [ 9.9047619 22.0952381],0
p9,1,0.952986,0.003476,[5 4] ; [17 13],[5.07692308 3.92307692] ; [16.92307692 13.07692308],0
a7,1,0.971963,0.001235,[6 4] ; [19 13],[5.95238095 4.04761905] ; [19.04761905 12.95238095],0
v1,1,0.971963,0.001235,[4 6] ; [13 19],[4.04761905 5.95238095] ; [12.95238095 19.04761905],0
