Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,46.739282,[ 23 105] ; [184 163],[55.78105263 72.21894737] ; [151.21894737 195.78105263],1
a1,1,0.036788,4.360178,[  1 128] ; [ 17 332],[  4.85774059 124.14225941] ; [ 13.14225941 335.85774059],0
p12,1,0.042614,4.110636,[  2 126] ; [ 21 325],[  6.21097046 121.78902954] ; [ 16.78902954 329.21097046],0
v3,1,0.04464,4.032172,[38 85] ; [136 194],[47.24503311 75.75496689] ; [126.75496689 203.24503311],0
r2,1,0.045929,3.984201,[118  10] ; [334  12],[122.05907173   5.94092827] ; [329.94092827  16.05907173],0
r3,1,0.046608,3.959499,[117  11] ; [335  14],[121.29140461   6.70859539] ; [330.70859539  18.29140461],0
s3,1,0.053794,3.71909,[72 54] ; [163 183],[62.73305085 63.26694915] ; [172.26694915 173.73305085],0
b2,1,0.062411,3.472115,[16 48] ; [ 82 136],[22.24113475 41.75886525] ; [ 75.75886525 142.24113475],0
b3,1,0.062411,3.472115,[16 48] ; [ 82 136],[22.24113475 41.75886525] ; [ 75.75886525 142.24113475],0
v4,1,0.065897,3.382388,[118  10] ; [335  13],[121.81512605   6.18487395] ; [331.18487395  16.81512605],0
s8,1,0.082822,3.008634,[40 89] ; [138 210],[48.13836478 80.86163522] ; [129.86163522 218.13836478],0
n5,1,0.102153,2.671612,[84 43] ; [256  91],[91.09704641 35.90295359] ; [248.90295359  98.09704641],0
n6,1,0.128958,2.305006,[96 32] ; [283  65],[101.91596639  26.08403361] ; [277.08403361  70.91596639],0
u4,1,0.140382,2.173768,[  1 128] ; [ 11 338],[  3.23849372 125.76150628] ; [  8.76150628 340.23849372],0
a8,1,0.159576,1.978236,[ 12 108] ; [ 47 262],[ 16.5034965 103.4965035] ; [ 42.4965035 266.5034965],0
a7,1,0.255658,1.292118,[93 35] ; [271  78],[97.67714885 30.32285115] ; [266.32285115  82.67714885],0
p6,1,0.375427,0.785624,[34 92] ; [108 238],[37.90677966 88.09322034] ; [104.09322034 241.90677966],0
b1,1,0.406136,0.690084,[46 83] ; [139 210],[49.92677824 79.07322176] ; [135.07322176 213.92677824],0
n1,1,0.620533,0.245119,[10 24] ; [27 52],[11.13274336 22.86725664] ; [25.86725664 53.13274336],0
s1,1,0.627509,0.235454,[  6 120] ; [ 13 332],[  5.08280255 120.91719745] ; [ 13.91719745 331.08280255],0
p5,1,0.656484,0.197823,[  8 120] ; [ 18 328],[  7.02109705 120.97890295] ; [ 18.97890295 327.02109705],0
s6,1,0.659244,0.194443,[72 56] ; [203 144],[74.10526316 53.89473684] ; [200.89473684 146.10526316],0
p7,1,0.709472,0.138805,[71 52] ; [204 138],[72.74193548 50.25806452] ; [202.25806452 139.74193548],0
u3,1,0.71754,0.130862,[42 25] ; [46 31],[40.94444444 26.05555556] ; [47.05555556 29.94444444],0
b5,1,0.756835,0.095877,[80 49] ; [211 138],[78.5334728 50.4665272] ; [212.4665272 136.5334728],0
n3,1,0.770898,0.084798,[22 12] ; [52 25],[22.66666667 11.33333333] ; [51.33333333 25.66666667],0
s4,1,0.792445,0.069241,[ 15 112] ; [ 38 309],[ 14.20042194 112.79957806] ; [ 38.79957806 308.20042194],0
s2,1,0.808197,0.058929,[53 75] ; [139 207],[51.84810127 76.15189873] ; [140.15189873 205.84810127],0
b4,1,0.937419,0.006164,[76 53] ; [207 142],[76.37447699 52.62552301] ; [206.62552301 142.37447699],0
p1,1,0.957319,0.002864,[  8 121] ; [ 21 325],[  7.87578947 121.12421053] ; [ 21.12421053 324.87578947],0
u2,1,0.965901,0.001828,[40 26] ; [47 31],[39.875 26.125] ; [47.125 30.875],0
n2,1,0.965997,0.001817,[22 11] ; [53 27],[21.90265487 11.09734513] ; [53.09734513 26.90265487],0
