Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,46.739282,[ 23 105] ; [184 163],[55.78105263 72.21894737] ; [151.21894737 195.78105263],1
d2,1,0.0,42.419424,[ 28 101] ; [192 156],[59.49685535 69.50314465] ; [160.50314465 187.49685535],1
a3,1,0.0,39.378599,[61 66] ; [271  77],[88.76631579 38.23368421] ; [243.23368421 104.76631579],1
u1,1,0.0,27.338593,[  3 126] ; [ 79 270],[ 22.12970711 106.87029289] ; [ 59.87029289 289.12970711],1
d1,1,1e-06,24.587321,[51 78] ; [226 123],[74.75523013 54.24476987] ; [202.24476987 146.75523013],1
n4,1,1e-06,23.672938,[77 51] ; [285  64],[97.14046122 30.85953878] ; [264.85953878  84.14046122],1
a6,1,2e-05,18.1667,[72 57] ; [264  84],[90.86792453 38.13207547] ; [245.13207547 102.86792453],1
d5,1,0.000158,14.272241,[89 40] ; [294  54],[103.57861635  25.42138365] ; [279.42138365  68.57861635],1
p2,1,0.000694,11.504173,[92 37] ; [294  52],[104.82947368  24.17052632] ; [281.17052632  64.82947368],1
d3,1,0.001372,10.242987,[77 52] ; [260  88],[91.13836478 37.86163522] ; [245.86163522 102.13836478],0
p9,1,0.002015,9.535648,[86 40] ; [283  64],[98.29598309 27.70401691] ; [270.70401691  76.29598309],0
p3,1,0.002349,9.254888,[42 87] ; [167 180],[56.6407563 72.3592437] ; [152.3592437 194.6407563],0
p4,1,0.002446,9.180724,[55 71] ; [207 142],[69.49894737 56.50105263] ; [192.50105263 156.49894737],0
p10,1,0.008243,6.979815,[85 41] ; [274  72],[95.83474576 30.16525424] ; [263.16525424  82.83474576],0
p11,1,0.009343,6.755994,[89 40] ; [280  69],[99.58368201 29.41631799] ; [269.41631799  79.58368201],0
v1,1,0.009718,6.685864,[51 73] ; [187 155],[63.3304721 60.6695279] ; [174.6695279 167.3304721],0
p8,1,0.015836,5.821012,[50 77] ; [178 165],[61.60851064 65.39148936] ; [166.39148936 176.60851064],0
d4,1,0.017114,5.684634,[96 32] ; [294  54],[104.87394958  23.12605042] ; [285.12605042  62.87394958],0
r4,1,0.01841,5.556691,[115  14] ; [332  17],[120.63389121   8.36610879] ; [326.36610879  22.63389121],0
v2,1,0.021551,5.281696,[57 61] ; [202 132],[67.61504425 50.38495575] ; [191.38495575 142.61504425],0
s7,1,0.029049,4.764721,[41 81] ; [149 182],[51.16997792 70.83002208] ; [138.83002208 192.16997792],0
