Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,39.833716,[65 12] ; [27 51],[45.70322581 31.29677419] ; [46.29677419 31.70322581],1
p6,1,7e-06,20.252427,[47 30] ; [19 57],[33.21568627 43.78431373] ; [32.78431373 43.21568627],1
p8,1,1.2e-05,19.163419,[53 24] ; [25 50],[39.51315789 37.48684211] ; [38.48684211 36.51315789],1
p7,1,3e-05,17.402304,[62 15] ; [35 38],[49.79333333 27.20666667] ; [47.20666667 25.79333333],1
n4,1,0.002922,8.855303,[59 18] ; [42 36],[50.17419355 26.82580645] ; [50.82580645 27.17419355],0
d1,1,0.007224,7.216373,[52 25] ; [36 42],[43.71612903 33.28387097] ; [44.28387097 33.71612903],0
p5,1,0.008482,6.928831,[11 66] ; [ 2 76],[ 6.45806452 70.54193548] ; [ 6.54193548 71.45806452],0
b1,1,0.009945,6.644734,[35 42] ; [20 58],[27.32258065 49.67741935] ; [27.67741935 50.32258065],0
p2,1,0.019263,5.477516,[67 10] ; [56 22],[61.10322581 15.89677419] ; [61.89677419 16.10322581],0
d2,1,0.01983,5.42684,[43 34] ; [29 49],[35.76774194 41.23225806] ; [36.23225806 41.76774194],0
u1,1,0.021215,5.30904,[20 57] ; [ 9 69],[14.40645161 62.59354839] ; [14.59354839 63.40645161],0
a4,1,0.043537,4.074413,[39 38] ; [27 51],[32.78709677 44.21290323] ; [33.21290323 44.78709677],0
a5,1,0.044801,4.026097,[58 19] ; [47 31],[52.16129032 24.83870968] ; [52.83870968 25.16129032],0
r3,1,0.052228,3.76845,[74  2] ; [69  8],[71.03267974  4.96732026] ; [71.96732026  5.03267974],0
d5,1,0.070496,3.27144,[66 11] ; [57 20],[61.5 15.5] ; [61.5 15.5],0
a7,1,0.0783,3.099839,[49 28] ; [59 18],[54. 23.] ; [54. 23.],0
a2,1,0.095747,2.774997,[19 58] ; [11 67],[14.90322581 62.09677419] ; [15.09677419 62.90322581],0
n3,1,0.102228,2.670433,[10  6] ; [22  4],[12.19047619  3.80952381] ; [19.80952381  6.19047619],0
s6,1,0.104744,2.631778,[67  8] ; [59 15],[63.42281879 11.57718121] ; [62.57718121 11.42281879],0
r1,1,0.105371,2.622305,[62 15] ; [54 24],[57.62580645 19.37419355] ; [58.37419355 19.62580645],0
v1,1,0.105588,2.619048,[40 37] ; [30 47],[35. 42.] ; [35. 42.],0
d4,1,0.112483,2.518987,[66 11] ; [59 19],[62.09677419 14.90322581] ; [62.90322581 15.09677419],0
s3,1,0.116845,2.459108,[59 17] ; [51 26],[54.64052288 21.35947712] ; [55.35947712 21.64052288],0
p11,1,0.123255,2.375465,[59 18] ; [51 27],[54.64516129 22.35483871] ; [55.35483871 22.64516129],0
s7,1,0.12822,2.313921,[48 26] ; [40 36],[43.41333333 30.58666667] ; [44.58666667 31.41333333],0
n5,1,0.128574,2.309641,[58 19] ; [50 28],[53.6516129 23.3483871] ; [54.3483871 23.6516129],0
v3,1,0.135177,2.232015,[27 50] ; [18 57],[22.79605263 54.20394737] ; [22.20394737 52.79605263],0
p1,1,0.140705,2.170237,[ 9 68] ; [ 4 74],[ 6.45806452 70.54193548] ; [ 6.54193548 71.45806452],0
a1,1,0.168045,1.900294,[ 4 73] ; [ 1 77],[ 2.48387097 74.51612903] ; [ 2.51612903 75.48387097],0
p12,1,0.190841,1.711111,[ 7 70] ; [ 3 74],[ 5. 72.] ; [ 5. 72.],0
a3,1,0.192273,1.700117,[55 22] ; [48 30],[51.16774194 25.83225806] ; [51.83225806 26.16774194],0
b5,1,0.292216,1.109384,[44 33] ; [51 27],[47.19354839 29.80645161] ; [47.80645161 30.19354839],0
s8,1,0.29614,1.091496,[42 35] ; [36 42],[38.7483871 38.2516129] ; [39.2516129 38.7483871],0
r4,1,0.330186,0.94817,[70  7] ; [67 11],[68.05806452  8.94193548] ; [68.94193548  9.05806452],0
s1,1,0.414113,0.666962,[ 4 73] ; [ 2 74],[ 3.01960784 73.98039216] ; [ 2.98039216 73.01960784],0
n2,1,0.440918,0.593891,[12  4] ; [22  4],[12.95238095  3.04761905] ; [21.04761905  4.95238095],0
s5,1,0.445417,0.582288,[39 31] ; [35 36],[36.73758865 33.26241135] ; [37.26241135 33.73758865],0
r2,1,0.513081,0.427778,[71  6] ; [73  4],[72.  5.] ; [72.  5.],0
p9,1,0.541479,0.372805,[64 13] ; [65 10],[65.34868421 11.65131579] ; [63.65131579 11.34868421],0
b2,1,0.547483,0.361845,[11 34] ; [ 7 30],[ 9.87804878 35.12195122] ; [ 8.12195122 28.87804878],0
b3,1,0.547483,0.361845,[11 34] ; [ 7 30],[ 9.87804878 35.12195122] ; [ 8.12195122 28.87804878],0
b4,1,0.558411,0.342464,[47 30] ; [44 34],[45.20645161 31.79354839] ; [45.79354839 32.20645161],0
u2,1,0.574536,0.315152,[10 12] ; [16 14],[11. 11.] ; [15. 15.],0
a8,1,0.629292,0.233023,[ 3 71] ; [ 4 65],[ 3.62237762 70.37762238] ; [ 3.37762238 65.62237762],0
v2,1,0.631141,0.230517,[34 42] ; [36 38],[35.46666667 40.53333333] ; [34.53333333 39.46666667],0
a6,1,0.661036,0.192267,[50 27] ; [48 30],[48.68387097 28.31612903] ; [49.31612903 28.68387097],0
d3,1,0.713214,0.135088,[56 21] ; [58 19],[57. 20.] ; [57. 20.],0
u3,1,0.790018,0.070909,[14  8] ; [18 12],[13.53846154  8.46153846] ; [18.46153846 11.53846154],0
p10,1,0.802975,0.06225,[64 13] ; [62 14],[63.41176471 13.58823529] ; [62.58823529 13.41176471],0
n6,1,0.827022,0.047752,[64 13] ; [65 12],[64.5 12.5] ; [64.5 12.5],0
s2,1,0.857087,0.03243,[55 21] ; [54 22],[54.5 21.5] ; [54.5 21.5],0
n1,1,0.97389,0.001071,[ 5 11] ; [ 8 18],[ 4.95238095 11.04761905] ; [ 8.04761905 17.95238095],0
