Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.001776,9.767791,[13 19] ; [28  8],[19.29411765 12.70588235] ; [21.70588235 14.29411765],0
s4,1,0.011645,6.364079,[ 9 23] ; [ 2 34],[ 5.17647059 26.82352941] ; [ 5.82352941 30.17647059],0
d5,1,0.015805,5.824385,[17 15] ; [29  7],[21.64705882 10.35294118] ; [24.35294118 11.64705882],0
a5,1,0.017257,5.67004,[14 18] ; [26 10],[18.82352941 13.17647059] ; [21.17647059 14.82352941],0
a3,1,0.021765,5.264505,[14 18] ; [25 10],[18.62686567 13.37313433] ; [20.37313433 14.62686567],0
b5,1,0.022437,5.211563,[ 9 23] ; [20 16],[13.64705882 18.35294118] ; [15.35294118 20.64705882],0
a4,1,0.034223,4.483516,[ 8 24] ; [18 18],[12.23529412 19.76470588] ; [13.76470588 22.23529412],0
d4,1,0.046201,3.974251,[17 14] ; [28  8],[20.82089552 10.17910448] ; [24.17910448 11.82089552],0
d3,1,0.055062,3.680218,[13 19] ; [23 13],[16.94117647 15.05882353] ; [19.05882353 16.94117647],0
p7,1,0.101903,2.675499,[16 16] ; [11 25],[12.70588235 19.29411765] ; [14.29411765 21.70588235],0
r1,1,0.102844,2.66087,[18 14] ; [27  9],[21.17647059 10.82352941] ; [23.82352941 12.17647059],0
d1,1,0.105774,2.616249,[ 9 23] ; [17 19],[12.23529412 19.76470588] ; [13.76470588 22.23529412],0
r3,1,0.167561,1.90463,[20 12] ; [28  8],[22.58823529  9.41176471] ; [25.41176471 10.58823529],0
n2,1,0.220597,1.500487,[10  6] ; [ 7 10],[8.24242424 7.75757576] ; [8.75757576 8.24242424],0
s5,1,0.222318,1.489347,[ 6 26] ; [ 3 32],[ 4.29850746 27.70149254] ; [ 4.70149254 30.29850746],0
b3,1,0.234929,1.410765,[ 8 13] ; [ 5 18],[ 6.20454545 14.79545455] ; [ 6.79545455 16.20454545],0
b2,1,0.234929,1.410765,[ 8 13] ; [ 5 18],[ 6.20454545 14.79545455] ; [ 6.79545455 16.20454545],0
u2,1,0.260426,1.266488,[12  6] ; [5 6],[10.55172414  7.44827586] ; [6.44827586 4.55172414],0
b1,1,0.282627,1.154415,[21 11] ; [19 17],[18.82352941 13.17647059] ; [21.17647059 14.82352941],0
b4,1,0.368012,0.810367,[17 15] ; [23 13],[18.82352941 13.17647059] ; [21.17647059 14.82352941],0
n1,1,0.371949,0.797143,[6 9] ; [ 4 12],[ 4.83870968 10.16129032] ; [ 5.16129032 10.83870968],0
p10,1,0.388552,0.743469,[ 7 25] ; [ 5 31],[ 5.64705882 26.35294118] ; [ 6.35294118 29.64705882],0
v1,1,0.397068,0.717188,[11 21] ; [ 9 27],[ 9.41176471 22.58823529] ; [10.58823529 25.41176471],0
s3,1,0.415568,0.662815,[16 15] ; [15 21],[14.34328358 16.65671642] ; [16.65671642 19.34328358],0
p3,1,0.438845,0.599299,[10 22] ; [ 8 27],[ 8.59701493 23.40298507] ; [ 9.40298507 25.59701493],0
s1,1,0.458385,0.549834,[ 2 30] ; [ 4 31],[ 2.86567164 29.13432836] ; [ 3.13432836 31.86567164],0
u3,1,0.473701,0.51333,[9 9] ; [7 4],[9.93103448 8.06896552] ; [6.06896552 4.93103448],0
s7,1,0.481321,0.495868,[ 6 21] ; [ 5 28],[ 4.95 22.05] ; [ 6.05 26.95],0
n3,1,0.576086,0.312605,[9 6] ; [8 8],[8.22580645 6.77419355] ; [8.77419355 7.22580645],0
p6,1,0.581294,0.304147,[ 6 25] ; [ 5 30],[ 5.16666667 25.83333333] ; [ 5.83333333 29.16666667],0
s8,1,0.583515,0.300586,[ 5 27] ; [ 4 32],[ 4.23529412 27.76470588] ; [ 4.76470588 31.23529412],0
u1,1,0.626147,0.237322,[ 1 31] ; [ 2 34],[ 1.41176471 30.58823529] ; [ 1.58823529 34.41176471],0
p2,1,0.627029,0.236111,[15 17] ; [19 17],[16. 16.] ; [18. 18.],0
s6,1,0.642646,0.215299,[ 9 23] ; [12 24],[ 9.88235294 22.11764706] ; [11.11764706 24.88235294],0
r4,1,0.665927,0.186404,[17 15] ; [21 15],[17.88235294 14.11764706] ; [20.11764706 15.88235294],0
p1,1,0.717967,0.130449,[ 2 30] ; [ 3 32],[ 2.3880597 29.6119403] ; [ 2.6119403 32.3880597],0
a1,1,0.742506,0.107937,[ 2 30] ; [ 3 33],[ 2.35294118 29.64705882] ; [ 2.64705882 33.35294118],0
v3,1,0.744502,0.106209,[ 7 23] ; [ 7 28],[ 6.46153846 23.53846154] ; [ 7.53846154 27.46153846],0
