Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000118,14.831424,[23 30] ; [26  4],[31.28915663 21.71084337] ; [17.71084337 12.28915663],1
p10,1,0.001216,10.465923,[26 25] ; [26  4],[32.74074074 18.25925926] ; [19.25925926 10.74074074],0
s2,1,0.002319,9.277838,[17 36] ; [20 10],[23.62650602 29.37349398] ; [13.37349398 16.62650602],0
p11,1,0.002438,9.186832,[23 30] ; [24  7],[29.6547619 23.3452381] ; [17.3452381 13.6547619],0
s3,1,0.004733,7.978603,[23 30] ; [22  7],[29.08536585 23.91463415] ; [15.91463415 13.08536585],0
p2,1,0.009701,6.689032,[28 22] ; [26  5],[33.33333333 16.66666667] ; [20.66666667 10.33333333],0
p4,1,0.010078,6.621093,[18 33] ; [20 11],[23.63414634 27.36585366] ; [14.36585366 16.63414634],0
s7,1,0.012056,6.302559,[12 36] ; [15 13],[17.05263158 30.94736842] ; [ 9.94736842 18.05263158],0
p6,1,0.016486,5.750272,[ 7 40] ; [12 19],[11.44871795 35.55128205] ; [ 7.55128205 23.44871795],0
p7,1,0.016828,5.71422,[21 30] ; [20  9],[26.1375 24.8625] ; [14.8625 14.1375],0
p5,1,0.037538,4.325821,[ 1 51] ; [ 4 26],[ 3.17073171 48.82926829] ; [ 1.82926829 28.17073171],0
n2,1,0.046847,3.950874,[ 9 11] ; [9 2],[11.61290323  8.38709677] ; [6.38709677 4.61290323],0
s5,1,0.049559,3.856317,[ 9 41] ; [11 18],[12.65822785 37.34177215] ; [ 7.34177215 21.65822785],0
r4,1,0.050209,3.834449,[36 17] ; [27  4],[39.75 13.25] ; [23.25  7.75],0
r3,1,0.060311,3.528799,[44  9] ; [30  1],[46.69047619  6.30952381] ; [27.30952381  3.69047619],0
u3,1,0.072461,3.226364,[6 5] ; [9 1],[7.85714286 3.14285714] ; [7.14285714 2.85714286],0
p9,1,0.083552,2.994421,[32 20] ; [24  6],[35.51219512 16.48780488] ; [20.48780488  9.51219512],0
s4,1,0.085608,2.955082,[ 6 47] ; [ 8 23],[ 8.83333333 44.16666667] ; [ 5.16666667 25.83333333],0
p8,1,0.095789,2.774288,[15 35] ; [15 16],[18.51851852 31.48148148] ; [11.48148148 19.51851852],0
n1,1,0.113846,2.5,[ 6 14] ; [6 4],[ 8. 12.] ; [4. 6.],0
a4,1,0.194352,1.684316,[30 23] ; [13 18],[27.13095238 25.86904762] ; [15.86904762 15.13095238],0
p3,1,0.19796,1.657361,[17 33] ; [15 16],[19.75308642 30.24691358] ; [12.24691358 18.75308642],0
a3,1,0.240033,1.380402,[42 11] ; [21 10],[39.75 13.25] ; [23.25  7.75],0
v2,1,0.247669,1.336402,[30 20] ; [13 15],[27.56410256 22.43589744] ; [15.43589744 12.56410256],0
a8,1,0.250182,1.322289,[ 1 48] ; [ 2 25],[ 1.93421053 47.06578947] ; [ 1.06578947 25.93421053],0
v1,1,0.291092,1.114565,[21 32] ; [15 14],[23.26829268 29.73170732] ; [12.73170732 16.26829268],0
n5,1,0.307771,1.040217,[18 35] ; [14 17],[20.19047619 32.80952381] ; [11.80952381 19.19047619],0
a2,1,0.352614,0.864029,[17 36] ; [ 7 24],[15.14285714 37.85714286] ; [ 8.85714286 22.14285714],0
b2,1,0.3908,0.736453,[ 8 21] ; [10 16],[ 9.49090909 19.50909091] ; [ 8.50909091 17.49090909],0
b3,1,0.3908,0.736453,[ 8 21] ; [10 16],[ 9.49090909 19.50909091] ; [ 8.50909091 17.49090909],0
v3,1,0.409298,0.680838,[12 37] ; [ 9 18],[13.53947368 35.46052632] ; [ 7.46052632 19.53947368],0
p1,1,0.419231,0.652471,[ 4 49] ; [ 1 30],[ 3.1547619 49.8452381] ; [ 1.8452381 29.1547619],0
b1,1,0.497561,0.460134,[25 28] ; [17 14],[26.5 26.5] ; [15.5 15.5],0
n4,1,0.608941,0.26172,[26 27] ; [17 14],[27.13095238 25.86904762] ; [15.86904762 15.13095238],0
b4,1,0.613138,0.25563,[33 20] ; [21 10],[34.07142857 18.92857143] ; [19.92857143 11.07142857],0
d3,1,0.641208,0.217165,[47  5] ; [27  4],[46.36144578  5.63855422] ; [27.63855422  3.36144578],0
p12,1,0.700679,0.147766,[ 1 50] ; [ 1 29],[ 1.25925926 49.74074074] ; [ 0.74074074 29.25925926],0
u1,1,0.711951,0.136336,[ 7 46] ; [ 5 26],[ 7.57142857 45.42857143] ; [ 4.42857143 26.57142857],0
n3,1,0.75706,0.095694,[11  8] ; [7 4],[11.4  7.6] ; [6.6 4.4],0
a7,1,0.795193,0.067378,[39 14] ; [22  9],[38.48809524 14.51190476] ; [22.51190476  8.48809524],0
r1,1,0.803123,0.062154,[39 13] ; [24  7],[39.46987952 12.53012048] ; [23.53012048  7.46987952],0
s1,1,0.839827,0.040851,[ 3 49] ; [ 2 27],[ 3.20987654 48.79012346] ; [ 1.79012346 27.20987654],0
r2,1,0.863608,0.02951,[48  4] ; [28  2],[48.19512195  3.80487805] ; [27.80487805  2.19512195],0
d5,1,0.88355,0.021454,[50  2] ; [30  1],[50.12048193  1.87951807] ; [29.87951807  1.12048193],0
d2,1,0.887504,0.020012,[36 16] ; [21 10],[35.71084337 16.28915663] ; [21.28915663  9.71084337],0
a1,1,0.896135,0.017042,[ 2 51] ; [ 1 30],[ 1.89285714 51.10714286] ; [ 1.10714286 29.89285714],0
a5,1,0.951182,0.003748,[39 14] ; [23  8],[39.11904762 13.88095238] ; [22.88095238  8.11904762],0
a6,1,0.967416,0.001669,[35 17] ; [21 10],[35.08433735 16.91566265] ; [20.91566265 10.08433735],0
b5,1,0.973111,0.001136,[34 19] ; [20 11],[34.07142857 18.92857143] ; [19.92857143 11.07142857],0
