Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.07728,3.121203,[ 3 10] ; [19 18],[5.72 7.28] ; [16.28 20.72],0
d2,1,0.080021,3.06448,[8 6] ; [30  7],[10.43137255  3.56862745] ; [27.56862745  9.43137255],0
n4,1,0.08075,3.04975,[6 8] ; [27 12],[8.71698113 5.28301887] ; [24.28301887 14.71698113],0
s5,1,0.089696,2.879826,[ 1 13] ; [11 26],[ 3.29411765 10.70588235] ; [ 8.70588235 28.29411765],0
p10,1,0.167561,1.904629,[5 8] ; [23 15],[7.1372549 5.8627451] ; [20.8627451 17.1372549],0
p9,1,0.224197,1.477303,[5 7] ; [24 15],[6.82352941 5.17647059] ; [22.17647059 16.82352941],0
p7,1,0.25873,1.275538,[ 2 12] ; [11 26],[ 3.56862745 10.43137255] ; [ 9.43137255 27.56862745],0
a6,1,0.324363,0.971274,[10  4] ; [22 17],[8.45283019 5.54716981] ; [23.54716981 15.45283019],0
a3,1,0.357566,0.846426,[9 5] ; [30  9],[10.30188679  3.69811321] ; [28.69811321 10.30188679],0
u2,1,0.360387,0.836543,[1 4] ; [4 5],[1.78571429 3.21428571] ; [3.21428571 5.78571429],0
s8,1,0.361094,0.834085,[ 2 12] ; [10 28],[ 3.23076923 10.76923077] ; [ 8.76923077 29.23076923],0
v4,1,0.374813,0.787645,[8 6] ; [26 11],[9.33333333 4.66666667] ; [24.66666667 12.33333333],0
r3,1,0.374813,0.787645,[8 6] ; [26 11],[9.33333333 4.66666667] ; [24.66666667 12.33333333],0
s7,1,0.39007,0.738723,[3 8] ; [15 21],[4.21276596 6.78723404] ; [13.78723404 22.21276596],0
p4,1,0.391039,0.73571,[7 7] ; [14 24],[5.65384615 8.34615385] ; [15.34615385 22.65384615],0
v1,1,0.391039,0.73571,[7 7] ; [14 24],[5.65384615 8.34615385] ; [15.34615385 22.65384615],0
n6,1,0.43013,0.622473,[10  4] ; [22 15],[8.78431373 5.21568627] ; [23.21568627 13.78431373],0
s4,1,0.434617,0.610453,[ 1 13] ; [ 6 33],[ 1.8490566 12.1509434] ; [ 5.1509434 33.8490566],0
a7,1,0.468962,0.524421,[10  4] ; [23 15],[8.88461538 5.11538462] ; [24.11538462 13.88461538],0
p11,1,0.498996,0.457071,[9 5] ; [21 18],[7.9245283 6.0754717] ; [22.0754717 16.9245283],0
v2,1,0.510285,0.433482,[9 5] ; [20 17],[7.96078431 6.03921569] ; [21.03921569 15.96078431],0
a2,1,0.536554,0.381965,[ 4 10] ; [ 8 31],[ 3.16981132 10.83018868] ; [ 8.83018868 30.16981132],0
n3,1,0.579997,0.30624,[4 3] ; [ 9 11],[3.37037037 3.62962963] ; [ 9.62962963 10.37037037],0
b1,1,0.588565,0.292592,[8 6] ; [19 20],[7.13207547 6.86792453] ; [19.86792453 19.13207547],0
v3,1,0.619532,0.246526,[ 4 10] ; [14 25],[4.75471698 9.24528302] ; [13.24528302 25.75471698],0
p6,1,0.628656,0.233888,[ 2 11] ; [ 8 29],[ 2.6 10.4] ; [ 7.4 29.6],0
b4,1,0.644911,0.212377,[8 6] ; [25 14],[8.71698113 5.28301887] ; [24.28301887 14.71698113],0
p3,1,0.64785,0.208622,[4 9] ; [14 23],[4.68 8.32] ; [13.32 23.68],0
p2,1,0.649886,0.206044,[8 6] ; [18 18],[7.28 6.72] ; [18.72 17.28],0
n2,1,0.662521,0.190476,[4 3] ; [10 11],[3.5 3.5] ; [10.5 10.5],0
b5,1,0.679359,0.170848,[7 7] ; [22 17],[7.66037736 6.33962264] ; [21.33962264 17.66037736],0
n5,1,0.692501,0.156391,[8 6] ; [24 14],[8.61538462 5.38461538] ; [23.38461538 14.61538462],0
u1,1,0.732435,0.116888,[ 1 13] ; [ 4 35],[ 1.32075472 12.67924528] ; [ 3.67924528 35.32075472],0
s6,1,0.743183,0.107348,[6 8] ; [14 23],[5.49019608 8.50980392] ; [14.50980392 22.49019608],0
s1,1,0.779611,0.078303,[ 1 13] ; [ 2 37],[ 0.79245283 13.20754717] ; [ 2.20754717 36.79245283],0
b3,1,0.788821,0.071739,[3 8] ; [ 7 15],[3.33333333 7.66666667] ; [ 6.66666667 15.33333333],0
b2,1,0.788821,0.071739,[3 8] ; [ 7 15],[3.33333333 7.66666667] ; [ 6.66666667 15.33333333],0
p8,1,0.827768,0.047334,[ 3 11] ; [ 9 28],[ 3.29411765 10.70588235] ; [ 8.70588235 28.29411765],0
u3,1,0.872081,0.025926,[2 3] ; [4 5],[2.14285714 2.85714286] ; [3.85714286 5.14285714],0
p1,1,0.889529,0.019293,[ 2 12] ; [ 5 34],[ 1.8490566 12.1509434] ; [ 5.1509434 33.8490566],0
p5,1,0.893948,0.017772,[ 2 12] ; [ 6 32],[ 2.15384615 11.84615385] ; [ 5.84615385 32.15384615],0
a4,1,0.903647,0.014654,[8 6] ; [21 17],[7.80769231 6.19230769] ; [21.19230769 16.80769231],0
r1,1,0.940283,0.005612,[5 9] ; [14 24],[5.11538462 8.88461538] ; [13.88461538 24.11538462],0
s2,1,0.948556,0.004163,[5 8] ; [15 23],[5.09803922 7.90196078] ; [14.90196078 23.09803922],0
a5,1,0.979178,0.000681,[10  4] ; [28 11],[10.03773585  3.96226415] ; [27.96226415 11.03773585],0
