Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,49.079696,[51 82] ; [185  62],[82.6 50.4] ; [153.4  93.6],1
a6,1,0.0,32.474382,[60 73] ; [184  63],[85.4 47.6] ; [158.6  88.4],1
r3,1,5e-06,20.859305,[103  30] ; [230  16],[116.85751979  16.14248021] ; [216.14248021  29.85751979],1
u1,1,2e-05,18.216055,[  5 128] ; [ 49 199],[ 18.8503937 114.1496063] ; [ 35.1496063 212.8503937],1
a2,1,2.1e-05,18.062094,[ 11 122] ; [ 66 182],[ 26.87926509 106.12073491] ; [ 50.12073491 197.87926509],1
d5,1,3.9e-05,16.934374,[84 49] ; [203  44],[100.45  32.55] ; [186.55  60.45],1
r4,1,9.1e-05,15.306584,[89 44] ; [209  39],[104.02624672  28.97375328] ; [193.97375328  54.02624672],1
b5,1,0.000166,14.18046,[65 68] ; [170  78],[82.03412073 50.96587927] ; [152.96587927  95.03412073],1
d1,1,0.000263,13.316762,[49 84] ; [140 108],[65.97637795 67.02362205] ; [123.02362205 124.97637795],1
v4,1,0.000478,12.201333,[104  27] ; [226  20],[114.66843501  16.33156499] ; [215.33156499  30.66843501],1
d4,1,0.000535,11.989923,[89 43] ; [205  42],[102.39577836  29.60422164] ; [191.60422164  55.39577836],1
v2,1,0.003321,8.622129,[44 82] ; [120 115],[57.24099723 68.75900277] ; [106.75900277 128.24099723],0
r2,1,0.004849,7.93489,[109  23] ; [224  19],[117.216  14.784] ; [215.784  27.216],0
p10,1,0.006498,7.406712,[74 57] ; [172  72],[85.936 45.064] ; [160.064  83.936],0
s6,1,0.007564,7.133949,[61 70] ; [151  97],[73.27704485 57.72295515] ; [138.72295515 109.27704485],0
r1,1,0.010276,6.586445,[85 48] ; [187  58],[95.7037037 37.2962963] ; [176.2962963  68.7037037],0
p9,1,0.011519,6.383467,[80 49] ; [182  62],[90.61126005 38.38873995] ; [171.38873995  72.61126005],0
s1,1,0.036019,4.396217,[ 10 122] ; [  7 237],[  5.96808511 126.03191489] ; [ 11.03191489 232.96808511],0
b1,1,0.044686,4.030457,[64 69] ; [ 93 155],[54.80577428 78.19422572] ; [102.19422572 145.80577428],0
p2,1,0.04903,3.874324,[76 56] ; [168  80],[84.75789474 47.24210526] ; [159.24210526  88.75789474],0
u3,1,0.05503,3.681188,[18 26] ; [46 32],[23.08196721 20.91803279] ; [40.91803279 37.08196721],0
b3,1,0.062792,3.46207,[36 53] ; [ 40 100],[29.5371179 59.4628821] ; [46.4628821 93.5371179],0
b2,1,0.062792,3.46207,[36 53] ; [ 40 100],[29.5371179 59.4628821] ; [46.4628821 93.5371179],0
p4,1,0.071162,3.256015,[38 94] ; [ 94 153],[45.97361478 86.02638522] ; [ 86.02638522 160.97361478],0
n6,1,0.100028,2.705091,[90 41] ; [189  58],[96.69047619 34.30952381] ; [182.30952381  64.69047619],0
a5,1,0.122447,2.385744,[79 54] ; [167  81],[85.87401575 47.12598425] ; [160.12598425  87.87401575],0
u2,1,0.148864,2.083856,[17 26] ; [40 35],[20.77118644 22.22881356] ; [36.22881356 38.77118644],0
s8,1,0.150095,2.071285,[35 98] ; [ 83 165],[41.19160105 91.80839895] ; [ 76.80839895 171.19160105],0
u4,1,0.179016,1.805778,[  1 132] ; [  7 241],[  2.79265092 130.20734908] ; [  5.20734908 242.79265092],0
a8,1,0.180689,1.791951,[ 12 114] ; [ 33 195],[ 16.01694915 109.98305085] ; [ 28.98305085 199.01694915],0
v3,1,0.231107,1.434033,[35 90] ; [ 81 156],[40.05524862 84.94475138] ; [ 75.94475138 161.05524862],0
s2,1,0.250265,1.321822,[50 81] ; [109 137],[55.24933687 75.75066313] ; [103.75066313 142.24933687],0
b4,1,0.278297,1.17539,[75 58] ; [154  94],[79.93963255 53.06036745] ; [149.06036745  98.93963255],0
a1,1,0.28504,1.142902,[ 10 123] ; [ 12 236],[  7.67979003 125.32020997] ; [ 14.32020997 233.67979003],0
v1,1,0.310179,1.029915,[58 71] ; [ 94 144],[53.42779292 75.57220708] ; [ 98.57220708 139.42779292],0
p3,1,0.316168,1.004734,[35 97] ; [ 78 170],[39.25263158 92.74736842] ; [ 73.74736842 174.25263158],0
p5,1,0.371656,0.798121,[  8 122] ; [ 10 235],[  6.24 123.76] ; [ 11.76 233.24],0
p1,1,0.389395,0.740831,[  8 125] ; [ 10 237],[  6.3 126.7] ; [ 11.7 235.3],0
n1,1,0.405713,0.691329,[22 33] ; [24 49],[19.765625 35.234375] ; [26.234375 46.765625],0
n5,1,0.427041,0.630857,[90 41] ; [159  87],[86.52254642 44.47745358] ; [162.47745358  83.52254642],0
s5,1,0.42765,0.629197,[34 93] ; [ 56 187],[30.89189189 96.10810811] ; [ 59.10810811 183.89189189],0
n2,1,0.455308,0.557404,[41 15] ; [49 24],[39.06976744 16.93023256] ; [50.93023256 22.06976744],0
s3,1,0.482641,0.492889,[64 67] ; [129 116],[67.24202128 63.75797872] ; [125.75797872 119.24202128],0
p12,1,0.494541,0.466632,[  8 124] ; [ 11 236],[  6.61741425 125.38258575] ; [ 12.38258575 234.61741425],0
p11,1,0.509375,0.43535,[84 49] ; [165  83],[86.92125984 46.07874016] ; [162.07874016  85.92125984],0
d2,1,0.558442,0.342408,[63 68] ; [111 136],[60.3015873 70.6984127] ; [113.6984127 133.3015873],0
n4,1,0.727627,0.121302,[88 44] ; [169  78],[89.50923483 42.49076517] ; [167.49076517  79.50923483],0
