Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.8e-05,16.521343,[35 14] ; [31 57],[23.60583942 25.39416058] ; [42.39416058 45.60583942],1
p4,1,0.001398,10.20908,[28 23] ; [25 65],[19.17021277 31.82978723] ; [33.82978723 56.17021277],0
p10,1,0.001831,9.71216,[36 15] ; [39 51],[27.12765957 23.87234043] ; [47.87234043 42.12765957],0
p6,1,0.003223,8.676585,[15 35] ; [ 9 79],[ 8.69565217 41.30434783] ; [15.30434783 72.69565217],0
s6,1,0.004757,7.969413,[28 23] ; [28 63],[20.11267606 30.88732394] ; [35.88732394 55.11267606],0
v2,1,0.004771,7.964172,[27 20] ; [27 57],[19.3740458 27.6259542] ; [34.6259542 49.3740458],0
p3,1,0.005652,7.658168,[22 29] ; [19 71],[14.82978723 36.17021277] ; [26.17021277 63.82978723],0
s8,1,0.012994,6.169957,[17 34] ; [14 77],[11.13380282 39.86619718] ; [19.86619718 71.13380282],0
r3,1,0.013343,6.123013,[46  5] ; [66 25],[40.22535211 10.77464789] ; [71.77464789 19.22535211],0
p11,1,0.014639,5.959364,[36 15] ; [45 46],[29.0915493 21.9084507] ; [51.9084507 39.0915493],0
r4,1,0.028829,4.777803,[40 11] ; [55 36],[34.11971831 16.88028169] ; [60.88028169 30.11971831],0
p2,1,0.034855,4.452264,[38 13] ; [51 39],[32.19148936 18.80851064] ; [56.80851064 33.19148936],0
p9,1,0.044846,4.024414,[36 15] ; [48 42],[30.38297872 20.61702128] ; [53.61702128 36.38297872],0
b5,1,0.050867,3.812633,[36 15] ; [49 42],[30.52816901 20.47183099] ; [54.47183099 36.52816901],0
a4,1,0.051932,3.777965,[14 37] ; [40 51],[19.3943662 31.6056338] ; [34.6056338 56.3943662],0
v4,1,0.053907,3.715571,[44  6] ; [66 23],[39.56834532 10.43165468] ; [70.43165468 18.56834532],0
a7,1,0.069424,3.296585,[38 13] ; [54 37],[33.04225352 17.95774648] ; [58.95774648 32.04225352],0
r1,1,0.091049,2.855734,[39 12] ; [57 34],[34.47887324 16.52112676] ; [61.52112676 29.47887324],0
a3,1,0.107186,2.595222,[27 24] ; [60 30],[31.46808511 19.53191489] ; [55.53191489 34.46808511],0
a1,1,0.109002,2.568628,[ 1 50] ; [ 8 83],[ 3.23239437 47.76760563] ; [ 5.76760563 85.23239437],0
v3,1,0.130573,2.285677,[17 32] ; [19 65],[13.26315789 35.73684211] ; [22.73684211 61.26315789],0
n4,1,0.139859,2.179508,[22 29] ; [51 40],[26.21830986 24.78169014] ; [46.78169014 44.21830986],0
d2,1,0.16651,1.914087,[15 36] ; [37 53],[18.80851064 32.19148936] ; [33.19148936 56.80851064],0
b3,1,0.182878,1.774081,[ 5 24] ; [16 36],[ 7.51851852 21.48148148] ; [13.48148148 38.51851852],0
b2,1,0.182878,1.774081,[ 5 24] ; [16 36],[ 7.51851852 21.48148148] ; [13.48148148 38.51851852],0
u1,1,0.201815,1.629192,[ 2 49] ; [ 9 82],[ 3.95070423 47.04929577] ; [ 7.04929577 83.95070423],0
d5,1,0.217957,1.517772,[38 13] ; [58 32],[34.72340426 16.27659574] ; [61.27659574 28.72340426],0
s7,1,0.231631,1.430816,[14 33] ; [17 66],[11.20769231 35.79230769] ; [19.79230769 63.20769231],0
d3,1,0.264672,1.244154,[33 18] ; [49 40],[29.87142857 21.12857143] ; [52.12857143 36.87142857],0
a6,1,0.264679,1.244118,[37 14] ; [57 33],[34. 17.] ; [60. 30.],0
n5,1,0.297689,1.084518,[20 31] ; [43 46],[22.95 28.05] ; [40.05 48.95],0
u3,1,0.317445,0.999443,[15  8] ; [16 15],[13.2037037  9.7962963] ; [17.7962963 13.2037037],0
b4,1,0.33521,0.928664,[26 25] ; [54 37],[28.73239437 22.26760563] ; [51.26760563 39.73239437],0
a2,1,0.363441,0.825969,[ 7 44] ; [18 73],[ 8.97887324 42.02112676] ; [16.02112676 74.97887324],0
s2,1,0.405917,0.690728,[18 33] ; [26 65],[15.8028169 35.1971831] ; [28.1971831 62.8028169],0
d1,1,0.440201,0.595759,[23 28] ; [35 56],[20.83098592 30.16901408] ; [37.16901408 53.83098592],0
a8,1,0.441206,0.593145,[ 3 43] ; [ 9 76],[ 4.21374046 41.78625954] ; [ 7.78625954 77.21374046],0
u2,1,0.453842,0.561039,[16  8] ; [17 13],[14.66666667  9.33333333] ; [18.33333333 11.66666667],0
n2,1,0.597525,0.278746,[5 2] ; [25 16],[4.375 2.625] ; [25.625 15.375],0
a5,1,0.599433,0.275852,[32 19] ; [53 38],[30.52816901 20.47183099] ; [54.47183099 36.52816901],0
n3,1,0.626162,0.237302,[4 3] ; [26 13],[4.56521739 2.43478261] ; [25.43478261 13.56521739],0
b1,1,0.649511,0.206517,[26 25] ; [50 41],[27.29577465 23.70422535] ; [48.70422535 42.29577465],0
r2,1,0.66891,0.182879,[42  8] ; [73 17],[41.07142857  8.92857143] ; [73.92857143 16.07142857],0
n1,1,0.689802,0.1593,[3 4] ; [14 26],[2.53191489 4.46808511] ; [14.46808511 25.53191489],0
v1,1,0.773358,0.082936,[19 31] ; [32 58],[18.21428571 31.78571429] ; [32.78571429 57.21428571],0
d4,1,0.788491,0.071969,[35 16] ; [63 26],[35.7 15.3] ; [62.3 26.7],0
s4,1,0.825543,0.048586,[ 5 46] ; [10 81],[ 5.38732394 45.61267606] ; [ 9.61267606 81.38732394],0
s3,1,0.835941,0.042885,[22 29] ; [40 49],[22.58571429 28.41428571] ; [39.41428571 49.58571429],0
s1,1,0.85475,0.033512,[ 3 48] ; [ 6 84],[ 3.25531915 47.74468085] ; [ 5.74468085 84.25531915],0
p5,1,0.855996,0.032933,[ 2 49] ; [ 3 87],[ 1.80851064 49.19148936] ; [ 3.19148936 86.80851064],0
p1,1,0.988906,0.000193,[ 4 47] ; [ 7 83],[ 3.9787234 47.0212766] ; [ 7.0212766 82.9787234],0
