Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.018286,5.568569,[2 7] ; [ 1 43],[0.50943396 8.49056604] ; [ 2.49056604 41.50943396],0
a3,1,0.027123,4.882977,[11  1] ; [27 20],[7.72881356 4.27118644] ; [30.27118644 16.72881356],0
v2,1,0.02759,4.853496,[8 4] ; [15 32],[4.6779661 7.3220339] ; [18.3220339 28.6779661],0
n2,1,0.125249,2.350427,[1 3] ; [12  6],[2.36363636 1.63636364] ; [10.63636364  7.36363636],0
b5,1,0.204058,1.613091,[7 5] ; [36 11],[8.74576271 3.25423729] ; [34.25423729 12.74576271],0
p2,1,0.209991,1.571487,[5 7] ; [29 18],[6.91525424 5.08474576] ; [27.08474576 19.91525424],0
d5,1,0.297892,1.083606,[10  2] ; [32 15],[8.54237288 3.45762712] ; [33.45762712 13.54237288],0
v1,1,0.307599,1.040959,[6 6] ; [16 31],[4.47457627 7.52542373] ; [17.52542373 29.47457627],0
d2,1,0.327427,0.959045,[7 5] ; [20 27],[5.49152542 6.50847458] ; [21.50847458 25.49152542],0
d3,1,0.361515,0.832622,[10  2] ; [33 14],[8.74576271 3.25423729] ; [34.25423729 12.74576271],0
s5,1,0.390329,0.737916,[3 8] ; [17 24],[4.23076923 6.76923077] ; [15.76923077 25.23076923],0
a4,1,0.401367,0.704227,[4 8] ; [22 25],[5.28813559 6.71186441] ; [20.71186441 26.28813559],0
u1,1,0.404933,0.693628,[3 9] ; [ 7 40],[2.03389831 9.96610169] ; [ 7.96610169 39.03389831],0
p6,1,0.455006,0.558152,[ 1 11] ; [ 8 39],[ 1.83050847 10.16949153] ; [ 7.16949153 39.83050847],0
r3,1,0.455006,0.558152,[11  1] ; [39  8],[10.16949153  1.83050847] ; [39.83050847  7.16949153],0
r1,1,0.46564,0.532304,[9 3] ; [30 17],[7.93220339 4.06779661] ; [31.06779661 15.93220339],0
s8,1,0.524161,0.405699,[5 7] ; [15 32],[4.06779661 7.93220339] ; [15.93220339 31.06779661],0
n5,1,0.549132,0.358874,[6 6] ; [28 19],[6.91525424 5.08474576] ; [27.08474576 19.91525424],0
d1,1,0.561126,0.337758,[7 5] ; [23 24],[6.10169492 5.89830508] ; [23.89830508 23.10169492],0
p9,1,0.597704,0.278473,[7 4] ; [33 13],[7.71929825 3.28070175] ; [32.28070175 13.71929825],0
d4,1,0.615248,0.252603,[10  2] ; [36 11],[9.3559322 2.6440678] ; [36.6440678 10.3559322],0
n6,1,0.615248,0.252603,[10  2] ; [36 11],[9.3559322 2.6440678] ; [36.6440678 10.3559322],0
b3,1,0.631069,0.230614,[1 5] ; [ 6 17],[1.44827586 4.55172414] ; [ 5.55172414 17.44827586],0
b2,1,0.631069,0.230614,[1 5] ; [ 6 17],[1.44827586 4.55172414] ; [ 5.55172414 17.44827586],0
s2,1,0.635034,0.225296,[8 3] ; [30 16],[7.33333333 3.66666667] ; [30.66666667 15.33333333],0
p11,1,0.642821,0.215072,[6 6] ; [27 20],[6.71186441 5.28813559] ; [26.28813559 20.71186441],0
n4,1,0.652995,0.202145,[8 4] ; [28 19],[7.3220339 4.6779661] ; [28.6779661 18.3220339],0
n3,1,0.682665,0.167142,[2 2] ; [11  7],[2.36363636 1.63636364] ; [10.63636364  7.36363636],0
v4,1,0.797242,0.066007,[11  1] ; [41  5],[10.75862069  1.24137931] ; [41.24137931  4.75862069],0
b1,1,0.811791,0.056699,[4 8] ; [14 33],[3.66101695 8.33898305] ; [14.33898305 32.66101695],0
p10,1,0.816091,0.054091,[8 4] ; [29 17],[7.65517241 4.34482759] ; [29.34482759 16.65517241],0
r4,1,0.843781,0.038832,[10  2] ; [38  9],[9.76271186 2.23728814] ; [38.23728814  8.76271186],0
s7,1,0.846026,0.03771,[5 6] ; [19 26],[4.71428571 6.28571429] ; [19.28571429 25.71428571],0
a6,1,0.851103,0.035236,[7 5] ; [26 21],[6.71186441 5.28813559] ; [26.28813559 20.71186441],0
a7,1,0.853259,0.034211,[9 3] ; [34 13],[8.74576271 3.25423729] ; [34.25423729 12.74576271],0
p3,1,0.853259,0.034211,[3 9] ; [13 34],[3.25423729 8.74576271] ; [12.74576271 34.25423729],0
p4,1,0.854648,0.033559,[4 8] ; [17 30],[4.27118644 7.72881356] ; [16.72881356 30.27118644],0
b4,1,0.854648,0.033559,[8 4] ; [30 17],[7.72881356 4.27118644] ; [30.27118644 16.72881356],0
a2,1,0.878817,0.023247,[ 2 10] ; [ 7 40],[ 1.83050847 10.16949153] ; [ 7.16949153 39.83050847],0
p8,1,0.901723,0.015249,[ 2 10] ; [ 7 39],[ 1.86206897 10.13793103] ; [ 7.13793103 38.86206897],0
n1,1,0.910162,0.012731,[1 3] ; [ 5 13],[1.09090909 2.90909091] ; [ 4.90909091 13.09090909],0
a5,1,0.963053,0.002146,[8 4] ; [31 16],[7.93220339 4.06779661] ; [31.06779661 15.93220339],0
s6,1,0.967544,0.001656,[8 3] ; [33 12],[8.05357143 2.94642857] ; [32.94642857 12.05357143],0
s1,1,0.984296,0.000387,[ 1 11] ; [ 4 43],[ 1.01694915 10.98305085] ; [ 3.98305085 43.01694915],0
s3,1,0.990413,0.000144,[7 4] ; [30 17],[7.01724138 3.98275862] ; [29.98275862 17.01724138],0
