Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000675,11.557032,[26 45] ; [34 16],[35.20661157 35.79338843] ; [24.79338843 25.20661157],1
a5,1,0.006412,7.430664,[35 36] ; [37 13],[42.24793388 28.75206612] ; [29.75206612 20.24793388],0
r4,1,0.015069,5.908336,[51 20] ; [45  5],[56.33057851 14.66942149] ; [39.66942149 10.33057851],0
a2,1,0.017942,5.601772,[ 6 65] ; [12 38],[10.56198347 60.43801653] ; [ 7.43801653 42.56198347],0
p7,1,0.02501,5.023191,[34 33] ; [35 14],[39.85344828 27.14655172] ; [29.14655172 19.85344828],0
p8,1,0.025174,5.011885,[24 44] ; [28 22],[29.96610169 38.03389831] ; [22.03389831 27.96610169],0
b1,1,0.027446,4.862536,[31 40] ; [32 18],[36.96694215 34.03305785] ; [26.03305785 23.96694215],0
d2,1,0.043601,4.07194,[20 51] ; [23 27],[25.23140496 45.76859504] ; [17.76859504 32.23140496],0
u3,1,0.044171,4.05,[17 13] ; [13  2],[20. 10.] ; [10.  5.],0
p1,1,0.047761,3.918367,[ 2 68] ; [ 6 44],[ 4.66666667 65.33333333] ; [ 3.33333333 46.66666667],0
n5,1,0.049832,3.847103,[36 35] ; [16 33],[30.76666667 40.23333333] ; [21.23333333 27.76666667],0
r3,1,0.064078,3.428571,[60 10] ; [48  2],[63.  7.] ; [45.  5.],0
p6,1,0.102568,2.665158,[15 54] ; [17 31],[18.87179487 50.12820513] ; [13.12820513 34.87179487],0
r1,1,0.120611,2.409374,[49 22] ; [40  9],[52.65833333 18.34166667] ; [36.34166667 12.65833333],0
a3,1,0.127399,2.323921,[40 31] ; [35 15],[44.00826446 26.99173554] ; [30.99173554 19.00826446],0
s8,1,0.157525,1.997827,[21 50] ; [21 29],[24.6446281 46.3553719] ; [17.3553719 32.6446281],0
d1,1,0.171023,1.873951,[28 43] ; [26 24],[31.68595041 39.31404959] ; [22.31404959 27.68595041],0
s5,1,0.192241,1.700362,[13 56] ; [14 34],[15.92307692 53.07692308] ; [11.07692308 36.92307692],0
s2,1,0.19495,1.67981,[24 46] ; [23 27],[27.41666667 42.58333333] ; [19.58333333 30.41666667],0
r2,1,0.197605,1.659986,[58 11] ; [46  4],[60.30252101  8.69747899] ; [43.69747899  6.30252101],0
p5,1,0.202527,1.62406,[ 2 68] ; [ 4 46],[ 3.5 66.5] ; [ 2.5 47.5],0
v4,1,0.203068,1.620174,[61  7] ; [48  2],[62.81355932  5.18644068] ; [46.18644068  3.81355932],0
b4,1,0.210631,1.567081,[45 26] ; [26 24],[41.66115702 29.33884298] ; [29.33884298 20.66115702],0
a8,1,0.225262,1.470533,[ 7 57] ; [ 2 43],[ 5.28440367 58.71559633] ; [ 3.71559633 41.28440367],0
d4,1,0.243034,1.36291,[51 19] ; [41  9],[53.66666667 16.33333333] ; [38.33333333 11.66666667],0
s6,1,0.250373,1.321219,[38 33] ; [32 18],[41.07438017 29.92561983] ; [28.92561983 21.07438017],0
a4,1,0.254549,1.298164,[20 51] ; [19 31],[22.88429752 48.11570248] ; [16.11570248 33.88429752],0
v1,1,0.265491,1.239897,[29 39] ; [26 23],[31.96581197 36.03418803] ; [23.03418803 25.96581197],0
a6,1,0.31596,1.005595,[48 23] ; [38 12],[50.46280992 20.53719008] ; [35.53719008 14.46280992],0
a1,1,0.366662,0.814947,[ 1 70] ; [ 2 48],[ 1.76033058 69.23966942] ; [ 1.23966942 48.76033058],0
v2,1,0.454465,0.559492,[29 37] ; [24 23],[30.95575221 35.04424779] ; [22.04424779 24.95575221],0
p10,1,0.522106,0.409732,[43 26] ; [34 16],[44.64705882 24.35294118] ; [32.35294118 17.64705882],0
