Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.010397,6.565657,[1 2] ; [32  4],[2.53846154 0.46153846] ; [30.46153846  5.53846154],0
n4,1,0.015887,5.815385,[1 2] ; [34  5],[2.5 0.5] ; [32.5  6.5],0
r3,1,0.067564,3.341223,[2 1] ; [37  2],[2.78571429 0.21428571] ; [36.21428571  2.78571429],0
p8,1,0.076531,3.137068,[1 2] ; [30  8],[2.26829268 0.73170732] ; [28.73170732  9.26829268],0
r1,1,0.097981,2.738101,[1 2] ; [30  9],[2.21428571 0.78571429] ; [28.78571429 10.21428571],0
p3,1,0.129588,2.297436,[1 2] ; [29 10],[2.14285714 0.85714286] ; [27.85714286 11.14285714],0
r4,1,0.144865,2.125506,[2 1] ; [36  3],[2.71428571 0.28571429] ; [35.28571429  3.71428571],0
a7,1,0.164958,1.928178,[1 2] ; [28 11],[2.07142857 0.92857143] ; [26.92857143 12.07142857],0
p6,1,0.217268,1.522324,[1 2] ; [26 12],[1.97560976 1.02439024] ; [25.02439024 12.97560976],0
s7,1,0.232707,1.42424,[1 2] ; [23 11],[1.94594595 1.05405405] ; [22.05405405 11.94594595],0
d3,1,0.245602,1.348148,[2 1] ; [13 26],[1.07142857 1.92857143] ; [13.92857143 25.07142857],0
p10,1,0.256601,1.287001,[2 1] ; [33  4],[2.625 0.375] ; [32.375  4.625],0
a5,1,0.290275,1.118343,[1 2] ; [25 14],[1.85714286 1.14285714] ; [24.14285714 14.85714286],0
s5,1,0.326945,0.960961,[1 2] ; [23 14],[1.8 1.2] ; [22.2 14.8],0
n5,1,0.421491,0.646154,[2 1] ; [33  6],[2.5 0.5] ; [32.5  6.5],0
a3,1,0.439022,0.598838,[1 2] ; [22 17],[1.64285714 1.35714286] ; [21.35714286 17.64285714],0
p11,1,0.513168,0.427602,[2 1] ; [32  7],[2.42857143 0.57142857] ; [31.57142857  7.42857143],0
v3,1,0.519718,0.414453,[1 2] ; [20 18],[1.53658537 1.46341463] ; [19.46341463 18.53658537],0
s8,1,0.519718,0.414453,[1 2] ; [20 18],[1.53658537 1.46341463] ; [19.46341463 18.53658537],0
d5,1,0.549076,0.358974,[2 1] ; [19 20],[1.5 1.5] ; [19.5 19.5],0
p7,1,0.602027,0.27195,[2 1] ; [31  8],[2.35714286 0.64285714] ; [30.64285714  8.35714286],0
p4,1,0.620788,0.244761,[2 1] ; [30  8],[2.34146341 0.65853659] ; [29.65853659  8.34146341],0
s3,1,0.638839,0.220264,[1 2] ; [18 20],[1.3902439 1.6097561] ; [17.6097561 20.3902439],0
v2,1,0.638839,0.220264,[2 1] ; [20 18],[1.6097561 1.3902439] ; [20.3902439 17.6097561],0
a4,1,0.770279,0.08527,[1 2] ; [10 29],[0.78571429 2.21428571] ; [10.21428571 28.78571429],0
b3,1,0.781814,0.076705,[1 2] ; [10 14],[1.22222222 1.77777778] ; [ 9.77777778 14.22222222],0
b2,1,0.781814,0.076705,[1 2] ; [10 14],[1.22222222 1.77777778] ; [ 9.77777778 14.22222222],0
s2,1,0.793657,0.068416,[1 2] ; [16 23],[1.21428571 1.78571429] ; [15.78571429 23.21428571],0
d4,1,0.793657,0.068416,[2 1] ; [23 16],[1.78571429 1.21428571] ; [23.21428571 15.78571429],0
