Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.004127,8.227291,[9 8] ; [25 95],[ 4.2189781 12.7810219] ; [29.7810219 90.2189781],0
s6,1,0.006672,7.359307,[11  6] ; [37 82],[ 6. 11.] ; [42. 77.],0
r3,1,0.019092,5.493044,[9 8] ; [94 25],[12.875  4.125] ; [90.125 28.875],0
s3,1,0.038822,4.268639,[10  7] ; [39 79],[ 6.17037037 10.82962963] ; [42.82962963 75.17037037],0
s7,1,0.042613,4.110687,[7 9] ; [23 88],[ 3.77952756 12.22047244] ; [26.22047244 84.77952756],0
p11,1,0.118651,2.435033,[ 5 12] ; [60 61],[8.00724638 8.99275362] ; [56.99275362 64.00724638],0
a6,1,0.141533,2.161214,[ 7 10] ; [72 48],[9.80291971 7.19708029] ; [69.19708029 50.80291971],0
b5,1,0.142036,2.155766,[13  4] ; [70 51],[10.22463768  6.77536232] ; [72.77536232 48.22463768],0
d1,1,0.159261,1.981226,[ 4 13] ; [50 71],[ 6.65217391 10.34782609] ; [47.34782609 73.65217391],0
a2,1,0.161931,1.956096,[ 1 16] ; [24 97],[ 3.07971014 13.92028986] ; [21.92028986 99.07971014],0
u3,1,0.207623,1.587923,[5 3] ; [19 30],[3.36842105 4.63157895] ; [20.63157895 28.36842105],0
r1,1,0.246628,1.342304,[9 8] ; [80 39],[11.125  5.875] ; [77.875 41.125],0
r4,1,0.2564,1.288089,[9 8] ; [81 40],[11.08695652  5.91304348] ; [78.91304348 42.08695652],0
a5,1,0.271766,1.207811,[ 7 10] ; [67 54],[9.11594203 7.88405797] ; [64.88405797 56.11594203],0
s5,1,0.274049,1.196369,[ 4 12] ; [ 17 101],[ 2.50746269 13.49253731] ; [18.49253731 99.50746269],0
s1,1,0.275456,1.189375,[ 2 15] ; [  6 112],[ 1.00740741 15.99259259] ; [  6.99259259 111.00740741],0
v2,1,0.28573,1.139631,[ 4 13] ; [43 74],[ 5.96268657 11.03731343] ; [41.03731343 75.96268657],0
v1,1,0.29614,1.091495,[ 4 13] ; [43 75],[ 5.91851852 11.08148148] ; [41.08148148 76.91851852],0
d4,1,0.300049,1.073976,[10  7] ; [84 34],[11.83703704  5.16296296] ; [82.16296296 35.83703704],0
r2,1,0.315371,1.008048,[12  4] ; [101  18],[13.39259259  2.60740741] ; [99.60740741 19.39259259],0
p7,1,0.32651,0.962688,[ 4 13] ; [42 76],[ 5.79259259 11.20740741] ; [40.20740741 77.79259259],0
b4,1,0.330341,0.94756,[8 9] ; [72 49],[9.85507246 7.14492754] ; [70.14492754 50.85507246],0
d3,1,0.347808,0.881437,[10  7] ; [56 64],[8.18978102 8.81021898] ; [57.81021898 62.18978102],0
d5,1,0.37021,0.802958,[9 8] ; [77 43],[10.67153285  6.32846715] ; [75.32846715 44.67153285],0
p8,1,0.409821,0.679321,[ 2 15] ; [24 95],[ 3.25 13.75] ; [22.75 96.25],0
a8,1,0.454746,0.558796,[ 1 14] ; [15 96],[ 1.9047619 13.0952381] ; [14.0952381 96.9047619],0
n1,1,0.463719,0.536904,[2 7] ; [17 32],[2.94827586 6.05172414] ; [16.05172414 32.94827586],0
v3,1,0.47437,0.511778,[ 3 14] ; [29 84],[ 4.18461538 12.81538462] ; [27.81538462 85.18461538],0
v4,1,0.486852,0.483476,[12  5] ; [93 26],[13.125  3.875] ; [91.875 27.125],0
n2,1,0.489938,0.476662,[4 5] ; [29 22],[4.95 4.05] ; [28.05 22.95],0
p9,1,0.518341,0.417194,[ 4 12] ; [38 77],[ 5.12977099 10.87022901] ; [36.87022901 78.12977099],0
a3,1,0.525139,0.403789,[9 8] ; [72 46],[10.2  6.8] ; [70.8 47.2],0
u2,1,0.549225,0.358707,[3 5] ; [23 24],[3.78181818 4.21818182] ; [22.21818182 24.78181818],0
u1,1,0.593824,0.284412,[ 1 16] ; [ 12 109],[ 1.60144928 15.39855072] ; [ 11.39855072 109.60144928],0
n3,1,0.640055,0.21867,[6 3] ; [28 20],[5.36842105 3.63157895] ; [28.63157895 19.36842105],0
n6,1,0.645661,0.211415,[9 8] ; [70 49],[9.875 7.125] ; [69.125 49.875],0
s8,1,0.653815,0.201124,[ 2 15] ; [ 19 100],[ 2.625 14.375] ; [ 18.375 100.625],0
a1,1,0.660203,0.193277,[ 1 16] ; [ 11 110],[ 1.47826087 15.52173913] ; [ 10.52173913 110.47826087],0
b3,1,0.673643,0.17737,[3 5] ; [23 53],[2.47619048 5.52380952] ; [23.52380952 52.47619048],0
b2,1,0.673643,0.17737,[3 5] ; [23 53],[2.47619048 5.52380952] ; [23.52380952 52.47619048],0
p6,1,0.695515,0.153179,[ 2 15] ; [18 99],[ 2.53731343 14.46268657] ; [17.46268657 99.53731343],0
b1,1,0.6989,0.149619,[9 8] ; [58 63],[8.25362319 8.74637681] ; [58.74637681 62.25362319],0
d2,1,0.722418,0.126188,[ 7 10] ; [54 64],[7.68148148 9.31851852] ; [53.31851852 64.68148148],0
n4,1,0.737828,0.112045,[10  7] ; [75 44],[10.625  6.375] ; [74.375 44.625],0
a7,1,0.743684,0.106915,[9 8] ; [68 51],[9.625 7.375] ; [67.375 51.625],0
a4,1,0.789645,0.071167,[ 6 11] ; [46 73],[ 6.5 10.5] ; [45.5 73.5],0
p2,1,0.795625,0.067088,[8 9] ; [61 60],[8.5 8.5] ; [60.5 60.5],0
p3,1,0.945337,0.004701,[ 3 14] ; [22 98],[ 3.10218978 13.89781022] ; [21.89781022 98.10218978],0
n5,1,0.948177,0.004225,[9 8] ; [64 55],[9.125 7.875] ; [63.875 55.125],0
p1,1,1.0,0.0,[ 1 16] ; [  7 112],[ 1. 16.] ; [  7. 112.],0
