Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1e-06,23.523318,[16 78] ; [33 28],[29.71612903 64.28387097] ; [19.28387097 41.71612903],1
v1,1,0.000303,13.053089,[32 63] ; [38 22],[42.90322581 52.09677419] ; [27.09677419 32.90322581],1
d5,1,0.000491,12.151006,[36 61] ; [40 21],[46.65822785 50.34177215] ; [29.34177215 31.65822785],1
p8,1,0.001349,10.274635,[27 70] ; [32 28],[36.4522293 60.5477707] ; [22.5477707 37.4522293],0
s2,1,0.001516,10.059434,[28 69] ; [33 28],[37.44936709 59.55063291] ; [23.55063291 37.44936709],0
p10,1,0.001527,10.045725,[51 45] ; [47 13],[60.30769231 35.69230769] ; [37.69230769 22.30769231],0
r3,1,0.001582,9.98017,[71 26] ; [57  4],[78.58227848 18.41772152] ; [49.41772152 11.58227848],0
p7,1,0.012493,6.23948,[46 50] ; [41 19],[53.53846154 42.46153846] ; [33.46153846 26.53846154],0
r4,1,0.014529,5.972735,[60 37] ; [49 12],[66.91772152 30.08227848] ; [42.08227848 18.91772152],0
r1,1,0.01453,5.972526,[51 46] ; [44 17],[58.32278481 38.67721519] ; [36.67721519 24.32278481],0
s8,1,0.01806,5.590296,[25 71] ; [27 34],[31.79617834 64.20382166] ; [20.20382166 40.79617834],0
d4,1,0.020064,5.406342,[42 55] ; [38 23],[49.11392405 47.88607595] ; [30.88607595 30.11392405],0
r2,1,0.022428,5.212262,[73 24] ; [54  6],[78.46496815 18.53503185] ; [48.53503185 11.46496815],0
s7,1,0.062079,3.480958,[33 62] ; [29 29],[38.49673203 56.50326797] ; [23.50326797 34.49673203],0
p6,1,0.062421,3.471854,[19 76] ; [20 40],[23.90322581 71.09677419] ; [15.09677419 44.90322581],0
p3,1,0.064466,3.418583,[31 66] ; [28 32],[36.4522293 60.5477707] ; [22.5477707 37.4522293],0
p9,1,0.065095,3.402566,[60 36] ; [46 14],[65.23076923 30.76923077] ; [40.76923077 19.23076923],0
a3,1,0.066109,3.377077,[47 49] ; [39 22],[52.58598726 43.41401274] ; [33.41401274 27.58598726],0
a4,1,0.068559,3.317197,[28 68] ; [10 51],[23.23566879 72.76433121] ; [14.76433121 46.23566879],0
p2,1,0.071721,3.243184,[61 36] ; [46 14],[66.10828025 30.89171975] ; [40.89171975 19.10828025],0
p4,1,0.082028,3.02425,[36 60] ; [31 29],[41.23076923 54.76923077] ; [25.76923077 34.23076923],0
d2,1,0.124589,2.358661,[24 72] ; [ 9 52],[20.17834395 75.82165605] ; [12.82165605 48.17834395],0
n3,1,0.14018,2.175987,[23 15] ; [13  3],[25.33333333 12.66666667] ; [10.66666667  5.33333333],0
v4,1,0.140581,2.171591,[78 18] ; [54  6],[81.23076923 14.76923077] ; [50.76923077  9.23076923],0
b3,1,0.140967,2.167372,[22 43] ; [18 19],[25.49019608 39.50980392] ; [14.50980392 22.49019608],0
b2,1,0.140967,2.167372,[22 43] ; [18 19],[25.49019608 39.50980392] ; [14.50980392 22.49019608],0
s5,1,0.153672,2.035418,[21 71] ; [20 40],[24.81578947 67.18421053] ; [16.18421053 43.81578947],0
s6,1,0.156963,2.003241,[44 50] ; [34 24],[48.23684211 45.76315789] ; [29.76315789 28.23684211],0
a5,1,0.162513,1.950686,[43 54] ; [34 27],[47.2721519 49.7278481] ; [29.7278481 31.2721519],0
u3,1,0.199543,1.645714,[17 33] ; [11 11],[19.44444444 30.55555556] ; [ 8.55555556 13.44444444],0
p11,1,0.20953,1.574672,[64 33] ; [46 15],[67.53164557 29.46835443] ; [42.46835443 18.53164557],0
n2,1,0.229723,1.442576,[29 11] ; [14  2],[30.71428571  9.28571429] ; [12.28571429  3.71428571],0
n4,1,0.230836,1.435704,[61 36] ; [44 17],[64.46202532 32.53797468] ; [40.53797468 20.46202532],0
a2,1,0.260379,1.26674,[ 5 92] ; [ 1 60],[ 3.6835443 93.3164557] ; [ 2.3164557 58.6835443],0
b5,1,0.284734,1.144355,[53 44] ; [28 33],[49.7278481 47.2721519] ; [31.2721519 29.7278481],0
n6,1,0.285067,1.142776,[66 30] ; [46 14],[68.92307692 27.07692308] ; [43.07692308 16.92307692],0
u1,1,0.313519,1.015794,[ 1 96] ; [ 2 59],[ 1.84177215 95.15822785] ; [ 1.15822785 59.84177215],0
p1,1,0.313822,1.014521,[ 9 88] ; [ 3 58],[ 7.36708861 89.63291139] ; [ 4.63291139 56.36708861],0
b1,1,0.384547,0.756116,[45 52] ; [24 37],[42.36075949 54.63924051] ; [26.63924051 34.36075949],0
u2,1,0.429886,0.623131,[20 30] ; [11 11],[21.52777778 28.47222222] ; [ 9.47222222 12.52777778],0
s4,1,0.459516,0.547072,[17 80] ; [ 8 53],[15.34810127 81.65189873] ; [ 9.65189873 51.34810127],0
a8,1,0.522284,0.40938,[12 77] ; [ 6 54],[10.75167785 78.24832215] ; [ 7.24832215 52.75167785],0
a6,1,0.536994,0.381139,[43 54] ; [24 37],[41.13291139 55.86708861] ; [25.86708861 35.13291139],0
p5,1,0.551551,0.354545,[ 7 89] ; [ 6 54],[ 8. 88.] ; [ 5. 55.],0
d3,1,0.581825,0.303293,[21 76] ; [11 50],[19.64556962 77.35443038] ; [12.35443038 48.64556962],0
n5,1,0.634771,0.225646,[67 29] ; [44 16],[68.30769231 27.69230769] ; [42.69230769 17.30769231],0
s3,1,0.715907,0.132448,[47 48] ; [32 29],[48.10897436 46.89102564] ; [30.89102564 30.10897436],0
s1,1,0.726385,0.122457,[ 6 90] ; [ 3 58],[ 5.50318471 90.49681529] ; [ 3.49681529 57.50318471],0
n1,1,0.774812,0.081845,[15 25] ; [ 5 10],[14.54545455 25.45454545] ; [5.45454545 9.54545455],0
a1,1,0.874075,0.025117,[ 7 90] ; [ 4 57],[ 6.75316456 90.24683544] ; [ 4.24683544 56.75316456],0
p12,1,0.965849,0.001833,[ 5 92] ; [ 3 57],[ 4.94267516 92.05732484] ; [ 3.05732484 56.94267516],0
b4,1,0.988433,0.00021,[51 46] ; [32 29],[50.9556962 46.0443038] ; [32.0443038 28.9556962],0
