Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,43.454738,[68 15] ; [ 4 25],[53.35714286 29.64285714] ; [18.64285714 10.35714286],1
p8,1,0.45745,0.552127,[23 60] ; [ 6 23],[21.49107143 61.50892857] ; [ 7.50892857 21.49107143],0
a8,1,0.47392,0.512821,[ 6 72] ; [ 1 26],[ 5.2 72.8] ; [ 1.8 25.2],0
a3,1,0.547488,0.361837,[48 35] ; [18 10],[49.35135135 33.64864865] ; [16.64864865 11.35135135],0
v1,1,0.573937,0.316139,[21 60] ; [ 6 23],[19.88181818 61.11818182] ; [ 7.11818182 21.88181818],0
p5,1,0.595893,0.281234,[ 5 78] ; [ 1 28],[ 4.44642857 78.55357143] ; [ 1.55357143 27.44642857],0
d1,1,0.6016,0.27259,[39 44] ; [12 17],[37.79464286 45.20535714] ; [13.20535714 15.79464286],0
n4,1,0.615007,0.252948,[50 33] ; [19 10],[51.13392857 31.86607143] ; [17.86607143 11.13392857],0
a6,1,0.632923,0.228118,[50 33] ; [16 13],[48.91071429 34.08928571] ; [17.08928571 11.91071429],0
v3,1,0.699232,0.149273,[28 52] ; [ 9 20],[27.1559633 52.8440367] ; [ 9.8440367 19.1559633],0
p12,1,0.758267,0.094714,[ 4 79] ; [ 1 28],[ 3.70535714 79.29464286] ; [ 1.29464286 27.70535714],0
b4,1,0.764981,0.089369,[46 37] ; [17 12],[46.6875 36.3125] ; [16.3125 12.6875],0
a4,1,0.788745,0.071792,[32 51] ; [10 18],[31.40540541 51.59459459] ; [10.59459459 17.40540541],0
a2,1,0.919887,0.010115,[15 68] ; [ 5 24],[14.82142857 68.17857143] ; [ 5.17857143 23.82142857],0
