Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,77.788818,[ 29 146] ; [96 53],[ 67.5154321 107.4845679] ; [57.4845679 91.5154321],1
s2,1,0.0,49.166114,[ 50 124] ; [101  48],[81.34365325 92.65634675] ; [69.65634675 79.34365325],1
s3,1,0.0,46.10227,[ 61 113] ; [108  40],[91.32298137 82.67701863] ; [77.67701863 70.32298137],1
s6,1,0.0,33.388919,[86 84] ; [120  27],[110.47318612  59.52681388] ; [95.52681388 51.47318612],1
a3,1,2e-06,23.115616,[93 81] ; [117  31],[113.47826087  60.52173913] ; [96.52173913 51.47826087],1
p4,1,3.5e-05,17.111348,[81 94] ; [103  46],[99.38271605 75.61728395] ; [84.61728395 64.38271605],1
p3,1,0.000354,12.760378,[ 60 115] ; [80 68],[75.85139319 99.14860681] ; [64.14860681 83.85139319],1
p6,1,0.000365,12.7059,[ 46 129] ; [67 81],[ 61.22291022 113.77708978] ; [51.77708978 96.22291022],1
n4,1,0.000557,11.913292,[121  55] ; [126  22],[134.17283951  41.82716049] ; [112.82716049  35.17283951],1
p5,1,0.000937,10.948107,[ 12 162] ; [ 28 118],[ 21.75 152.25] ; [ 18.25 127.75],1
s5,1,0.001069,10.704284,[ 41 129] ; [60 85],[ 54.50793651 115.49206349] ; [46.49206349 98.50793651],0
r1,1,0.001134,10.594401,[112  63] ; [119  29],[125.15479876  49.84520124] ; [105.84520124  42.15479876],0
a4,1,0.002254,9.330124,[ 58 115] ; [75 74],[ 71.45652174 101.54347826] ; [61.54347826 87.45652174],0
v3,1,0.00339,8.584808,[ 23 152] ; [ 38 108],[ 33.25545171 141.74454829] ; [ 27.74454829 118.25545171],0
s4,1,0.004019,8.275357,[ 25 146] ; [ 41 107],[ 35.37931034 135.62068966] ; [ 30.62068966 117.37931034],0
s1,1,0.00413,8.225729,[  2 172] ; [ 11 136],[  7.04672897 166.95327103] ; [  5.95327103 141.04672897],0
u1,1,0.004772,7.963813,[ 17 159] ; [ 31 118],[ 25.99384615 150.00615385] ; [ 22.00615385 126.99384615],0
p10,1,0.005992,7.552826,[121  50] ; [124  24],[131.3322884  39.6677116] ; [113.6677116  34.3322884],0
a6,1,0.009923,6.648623,[118  58] ; [79 70],[106.68307692  69.31692308] ; [90.31692308 58.68307692],0
n5,1,0.01066,6.521202,[126  49] ; [125  24],[135.57098765  39.42901235] ; [115.42901235  33.57098765],0
n1,1,0.011884,6.328117,[15 32] ; [23 16],[20.76744186 26.23255814] ; [17.23255814 21.76744186],0
a2,1,0.015111,5.903518,[ 25 151] ; [ 37 112],[ 33.57538462 142.42461538] ; [ 28.42461538 120.57538462],0
d1,1,0.015249,5.887502,[79 97] ; [87 62],[89.89538462 86.10461538] ; [76.10461538 72.89538462],0
p9,1,0.021763,5.264633,[130  42] ; [127  21],[138.1375  33.8625] ; [118.8625  29.1375],0
d3,1,0.02624,4.940141,[100  75] ; [103  46],[109.64506173  65.35493827] ; [93.35493827 55.64506173],0
p7,1,0.031553,4.62262,[90 83] ; [94 53],[99.475 73.525] ; [84.525 62.475],0
d2,1,0.033896,4.499936,[ 66 108] ; [74 75],[75.41795666 98.58204334] ; [64.58204334 84.41795666],0
a5,1,0.041204,4.167612,[110  66] ; [109  40],[118.59692308  57.40307692] ; [100.40307692  48.59692308],0
p12,1,0.067745,3.336842,[  6 169] ; [ 12 136],[  9.75232198 165.24767802] ; [  8.24767802 139.75232198],0
r2,1,0.072715,3.220643,[154  19] ; [140   8],[158.44859813  14.55140187] ; [135.55140187  12.44859813],0
b5,1,0.09265,2.827721,[113  63] ; [82 67],[105.6  70.4] ; [89.4 59.6],0
