Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.00024,13.487627,[11 18] ; [21  3],[17.50943396 11.49056604] ; [14.49056604  9.50943396],1
n6,1,0.000622,11.7077,[ 7 21] ; [18  7],[13.20754717 14.79245283] ; [11.79245283 13.20754717],1
v2,1,0.001369,10.247147,[ 4 24] ; [14 11],[ 9.50943396 18.49056604] ; [ 8.49056604 16.50943396],0
p9,1,0.003907,8.326513,[ 7 21] ; [15  8],[12.07843137 15.92156863] ; [ 9.92156863 13.07843137],0
b4,1,0.006124,7.51335,[14 15] ; [21  4],[18.7962963 10.2037037] ; [16.2037037  8.7962963],0
s8,1,0.01133,6.412804,[ 1 28] ; [ 7 18],[ 4.2962963 24.7037037] ; [ 3.7037037 21.2962963],0
p2,1,0.011415,6.399499,[ 6 23] ; [13 11],[10.39622642 18.60377358] ; [ 8.60377358 15.39622642],0
p10,1,0.014524,5.973266,[ 6 22] ; [13 11],[10.23076923 17.76923077] ; [ 8.76923077 15.23076923],0
d5,1,0.020093,5.403809,[13 16] ; [19  6],[17.18518519 11.81481481] ; [14.81481481 10.18518519],0
s6,1,0.028435,4.801478,[ 4 25] ; [10 15],[ 7.51851852 21.48148148] ; [ 6.48148148 18.51851852],0
d1,1,0.034507,4.469404,[ 7 22] ; [13 12],[10.74074074 18.25925926] ; [ 9.25925926 15.74074074],0
s7,1,0.044025,4.055606,[ 3 24] ; [ 8 15],[ 5.94 21.06] ; [ 5.06 17.94],0
d4,1,0.053631,3.724138,[16 13] ; [20  5],[19.33333333  9.66666667] ; [16.66666667  8.33333333],0
p8,1,0.075206,3.165584,[ 2 26] ; [ 6 18],[ 4.30769231 23.69230769] ; [ 3.69230769 20.30769231],0
r4,1,0.116774,2.460059,[ 5 24] ; [ 9 16],[ 7.51851852 21.48148148] ; [ 6.48148148 18.51851852],0
d3,1,0.117946,2.444389,[ 9 20] ; [13 12],[11.81481481 17.18518519] ; [10.18518519 14.81481481],0
b1,1,0.172386,1.862069,[17 12] ; [10 15],[14.5 14.5] ; [12.5 12.5],0
a3,1,0.18431,1.762522,[14 14] ; [17  8],[16.37735849 11.62264151] ; [14.62264151 10.37735849],0
s3,1,0.202222,1.626255,[ 6 22] ; [ 9 15],[ 8.07692308 19.92307692] ; [ 6.92307692 17.07692308],0
n5,1,0.202251,1.626046,[20  9] ; [13 12],[17.72222222 11.27777778] ; [15.27777778  9.72222222],0
a4,1,0.242315,1.367077,[ 8 20] ; [11 14],[10.03773585 17.96226415] ; [ 8.96226415 16.03773585],0
a8,1,0.258035,1.279269,[ 3 26] ; [ 5 18],[ 4.46153846 24.53846154] ; [ 3.53846154 19.46153846],0
a5,1,0.283639,1.149572,[12 17] ; [14 11],[13.96296296 15.03703704] ; [12.03703704 12.96296296],0
b5,1,0.283639,1.149572,[12 17] ; [14 11],[13.96296296 15.03703704] ; [12.03703704 12.96296296],0
n4,1,0.334594,0.931034,[21  8] ; [15 10],[19.33333333  9.66666667] ; [16.66666667  8.33333333],0
p4,1,0.335651,0.926972,[ 4 25] ; [ 6 19],[ 5.37037037 23.62962963] ; [ 4.62962963 20.37037037],0
d2,1,0.33935,0.912886,[12 16] ; [14 11],[13.73584906 14.26415094] ; [12.26415094 12.73584906],0
n2,1,0.484118,0.489574,[ 7 10] ; [5 4],[7.84615385 9.15384615] ; [4.15384615 4.84615385],0
p5,1,0.486132,0.485076,[ 1 27] ; [ 2 23],[ 1.58490566 26.41509434] ; [ 1.41509434 23.58490566],0
r2,1,0.488161,0.480577,[15 12] ; [11 13],[13.76470588 13.23529412] ; [12.23529412 11.76470588],0
s5,1,0.498634,0.457843,[ 3 26] ; [ 4 20],[ 3.83018868 25.16981132] ; [ 3.16981132 20.83018868],0
p1,1,0.499402,0.456207,[ 4 25] ; [ 2 23],[ 3.22222222 25.77777778] ; [ 2.77777778 22.22222222],0
p6,1,0.513589,0.426748,[ 2 26] ; [ 3 21],[ 2.69230769 25.30769231] ; [ 2.30769231 21.69230769],0
p7,1,0.538631,0.378083,[ 5 24] ; [ 6 19],[ 5.90740741 23.09259259] ; [ 5.09259259 19.90740741],0
b2,1,0.563341,0.333952,[ 9 12] ; [ 5 10],[ 8.16666667 12.83333333] ; [5.83333333 9.16666667],0
b3,1,0.563341,0.333952,[ 9 12] ; [ 5 10],[ 8.16666667 12.83333333] ; [5.83333333 9.16666667],0
a7,1,0.753361,0.098728,[15 14] ; [14 11],[15.57407407 13.42592593] ; [13.42592593 11.57407407],0
s4,1,0.766917,0.087859,[ 3 26] ; [ 2 23],[ 2.68518519 26.31481481] ; [ 2.31481481 22.68518519],0
s2,1,0.771144,0.08461,[ 4 25] ; [ 4 20],[ 4.37735849 24.62264151] ; [ 3.62264151 20.37735849],0
u2,1,0.781867,0.076667,[ 3 12] ; [2 6],[ 3.26086957 11.73913043] ; [1.73913043 6.26086957],0
v3,1,0.794698,0.067712,[ 5 24] ; [ 5 20],[ 5.37037037 23.62962963] ; [ 4.62962963 20.37037037],0
r1,1,0.846024,0.037711,[12 17] ; [11 14],[12.35185185 16.64814815] ; [10.64814815 14.35185185],0
a2,1,0.846974,0.037241,[ 3 26] ; [ 3 22],[ 3.22222222 25.77777778] ; [ 2.77777778 22.22222222],0
n1,1,0.872518,0.025748,[ 7 10] ; [4 5],[7.19230769 9.80769231] ; [3.80769231 5.19230769],0
p12,1,0.914752,0.011459,[ 1 28] ; [ 1 24],[ 1.07407407 27.92592593] ; [ 0.92592593 24.07407407],0
a6,1,0.918075,0.01058,[12 17] ; [10 15],[11.81481481 17.18518519] ; [10.18518519 14.81481481],0
v1,1,0.942118,0.005272,[ 7 22] ; [ 6 18],[ 7.11320755 21.88679245] ; [ 5.88679245 18.11320755],0
u3,1,0.954928,0.003194,[ 2 13] ; [1 7],[ 1.95652174 13.04347826] ; [1.04347826 6.95652174],0
