Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.8e-05,18.340928,[26 29] ; [ 4 43],[16.17647059 38.82352941] ; [13.82352941 33.17647059],1
p2,1,0.000527,12.017818,[45 11] ; [23 25],[36.61538462 19.38461538] ; [31.38461538 16.61538462],1
v4,1,0.000996,10.835772,[50  4] ; [32 16],[43.41176471 10.58823529] ; [38.58823529  9.41176471],1
s3,1,0.001009,10.810922,[36 19] ; [15 31],[27.77227723 27.22772277] ; [23.22772277 22.77227723],0
v1,1,0.001283,10.367505,[31 24] ; [12 36],[22.96116505 32.03883495] ; [20.03883495 27.96116505],0
s7,1,0.002444,9.182224,[24 28] ; [ 8 38],[16.97959184 35.02040816] ; [15.02040816 30.97959184],0
p4,1,0.004187,8.200757,[32 24] ; [14 34],[24.76923077 31.23076923] ; [21.23076923 26.76923077],0
p8,1,0.004454,8.088889,[28 28] ; [11 37],[21. 35.] ; [18. 30.],0
s2,1,0.004536,8.055605,[27 29] ; [10 37],[20.11650485 35.88349515] ; [16.88349515 30.11650485],0
b3,1,0.005446,7.725204,[ 5 35] ; [10 13],[ 9.52380952 30.47619048] ; [ 5.47619048 17.52380952],0
b2,1,0.005446,7.725204,[ 5 35] ; [10 13],[ 9.52380952 30.47619048] ; [ 5.47619048 17.52380952],0
r3,1,0.01071,6.512793,[49  7] ; [32 16],[43.61538462 12.38461538] ; [37.38461538 10.61538462],0
p5,1,0.014613,5.962564,[ 9 46] ; [ 1 47],[ 5.33980583 49.66019417] ; [ 4.66019417 43.33980583],0
s8,1,0.018182,5.578544,[21 35] ; [ 8 40],[15.61538462 40.38461538] ; [13.38461538 34.61538462],0
s5,1,0.02031,5.385053,[19 36] ; [ 6 37],[14.03061224 40.96938776] ; [10.96938776 32.03061224],0
r4,1,0.025686,4.977064,[41 15] ; [25 23],[35.53846154 20.46153846] ; [30.46153846 17.53846154],0
s6,1,0.033024,4.544543,[31 23] ; [17 30],[25.66336634 28.33663366] ; [22.33663366 24.66336634],0
p10,1,0.059305,3.556718,[36 20] ; [21 25],[31.29411765 24.70588235] ; [25.70588235 20.29411765],0
p11,1,0.066513,3.367039,[39 17] ; [25 23],[34.46153846 21.53846154] ; [29.53846154 18.46153846],0
s4,1,0.070421,3.273174,[15 41] ; [ 6 42],[11.30769231 44.69230769] ; [ 9.69230769 38.30769231],0
p3,1,0.08191,3.026584,[19 37] ; [ 9 39],[15.07692308 40.92307692] ; [12.92307692 35.07692308],0
v3,1,0.121063,2.403511,[16 40] ; [ 7 38],[12.75247525 43.24752475] ; [10.24752475 34.75247525],0
d3,1,0.134966,2.234438,[23 33] ; [13 35],[19.38461538 36.61538462] ; [16.61538462 31.38461538],0
d2,1,0.154914,2.023189,[20 36] ; [11 37],[16.69230769 39.30769231] ; [14.30769231 33.69230769],0
v2,1,0.156796,2.004862,[23 31] ; [12 30],[19.6875 34.3125] ; [15.3125 26.6875],0
b5,1,0.200713,1.637181,[28 28] ; [30 18],[31.23076923 24.76923077] ; [26.76923077 21.23076923],0
u2,1,0.20454,1.60966,[18 15] ; [12 19],[15.46875 17.53125] ; [14.53125 16.46875],0
n2,1,0.228101,1.452664,[15  5] ; [12  9],[13.17073171  6.82926829] ; [13.82926829  7.17073171],0
d5,1,0.271586,1.208717,[27 29] ; [18 30],[24.23076923 31.76923077] ; [20.76923077 27.23076923],0
s1,1,0.286423,1.136358,[ 2 54] ; [ 4 43],[ 3.26213592 52.73786408] ; [ 2.73786408 44.26213592],0
p12,1,0.286423,1.136358,[ 2 54] ; [ 4 43],[ 3.26213592 52.73786408] ; [ 2.73786408 44.26213592],0
u3,1,0.292571,1.107751,[16 17] ; [11 20],[13.921875 19.078125] ; [13.078125 17.921875],0
r1,1,0.448993,0.573192,[31 25] ; [23 25],[29.07692308 26.92307692] ; [24.92307692 23.07692308],0
b4,1,0.482427,0.493373,[30 26] ; [29 19],[31.76923077 24.23076923] ; [27.23076923 20.76923077],0
a3,1,0.506069,0.442187,[23 32] ; [17 31],[21.3592233 33.6407767] ; [18.6407767 29.3592233],0
d1,1,0.530983,0.392511,[ 9 47] ; [10 38],[10.23076923 45.76923077] ; [ 8.76923077 39.23076923],0
n4,1,0.566998,0.327731,[38 18] ; [30 18],[36.61538462 19.38461538] ; [31.38461538 16.61538462],0
n1,1,0.606185,0.265768,[ 7 13] ; [ 9 12],[ 7.80487805 12.19512195] ; [ 8.19512195 12.80487805],0
d4,1,0.60714,0.264361,[28 27] ; [22 26],[26.69902913 28.30097087] ; [23.30097087 24.69902913],0
a6,1,0.616396,0.250965,[15 41] ; [15 33],[16.15384615 39.84615385] ; [13.84615385 34.15384615],0
n3,1,0.63649,0.223362,[11  9] ; [10 11],[10.24390244  9.75609756] ; [10.75609756 10.24390244],0
b1,1,0.694026,0.154762,[29 27] ; [23 25],[28. 28.] ; [24. 24.],0
r2,1,0.70317,0.145196,[43 12] ; [36 12],[42.18446602 12.81553398] ; [36.81553398 11.18446602],0
n5,1,0.745112,0.105685,[39 17] ; [32 16],[38.23076923 17.76923077] ; [32.76923077 15.23076923],0
n6,1,0.771587,0.084274,[37 19] ; [33 15],[37.69230769 18.30769231] ; [32.30769231 15.69230769],0
a1,1,0.777245,0.080038,[ 3 53] ; [ 2 46],[ 2.69230769 53.30769231] ; [ 2.30769231 45.69230769],0
p1,1,0.797469,0.065856,[ 5 51] ; [ 5 43],[ 5.38461538 50.61538462] ; [ 4.61538462 43.38461538],0
p9,1,0.89669,0.016859,[36 20] ; [29 17],[35.68627451 20.31372549] ; [29.31372549 16.68627451],0
a8,1,0.898586,0.016243,[ 5 48] ; [ 4 42],[ 4.81818182 48.18181818] ; [ 4.18181818 41.81818182],0
a4,1,0.940933,0.00549,[12 44] ; [10 38],[11.84615385 44.15384615] ; [10.15384615 37.84615385],0
