Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,58.88906,[199  85] ; [38 90],[163.36893204 120.63106796] ; [73.63106796 54.36893204],1
p8,1,0.0,39.594849,[197  83] ; [47 79],[168.27586207 111.72413793] ; [75.72413793 50.27586207],1
p6,1,0.0,28.941386,[150 130] ; [31 94],[125.13580247 154.86419753] ; [55.86419753 69.13580247],1
d1,1,2.4e-05,17.838635,[198  86] ; [62 67],[178.78934625 105.21065375] ; [81.21065375 47.78934625],1
p5,1,4e-05,16.853149,[ 58 224] ; [  6 122],[ 44.0195122 237.9804878] ; [ 19.9804878 108.0195122],1
p2,1,7.2e-05,15.767666,[259  24] ; [99 29],[246.50608273  36.49391727] ; [111.49391727  16.50608273],1
p7,1,8.3e-05,15.489481,[215  66] ; [69 52],[198.51741294  82.48258706] ; [85.48258706 35.51741294],1
p10,1,0.000322,12.936956,[257  24] ; [100  27],[245.875  35.125] ; [111.125  15.875],1
s7,1,0.000599,11.779758,[159 107] ; [52 74],[143.17857143 122.82142857] ; [67.82142857 58.17857143],1
n5,1,0.001118,10.620995,[256  28] ; [101  28],[245.49152542  38.50847458] ; [111.50847458  17.49152542],0
d3,1,0.001144,10.578919,[218  66] ; [79 50],[204.23244552  79.76755448] ; [92.76755448 36.23244552],0
s8,1,0.003418,8.569786,[158 123] ; [52 76],[144.27872861 136.72127139] ; [65.72127139 62.27872861],0
d2,1,0.003473,8.540898,[158 125] ; [52 77],[144.24757282 138.75242718] ; [65.75242718 63.24757282],0
d5,1,0.003913,8.32371,[247  36] ; [98 31],[236.97815534  46.02184466] ; [108.02184466  20.97815534],0
p9,1,0.007709,7.099936,[260  22] ; [106  21],[252.35207824  29.64792176] ; [113.64792176  13.35207824],0
n4,1,0.010727,6.50994,[249  34] ; [101  28],[240.41262136  42.58737864] ; [109.58737864  19.41262136],0
a7,1,0.01098,6.468591,[220  63] ; [85 44],[209.50242718  73.49757282] ; [95.49757282 33.50242718],0
a5,1,0.017504,5.645133,[232  52] ; [92 37],[222.79903148  61.20096852] ; [101.20096852  27.79903148],0
u1,1,0.023077,5.162699,[ 70 214] ; [ 19 110],[ 61.20096852 222.79903148] ; [ 27.79903148 101.20096852],0
a2,1,0.044687,4.030401,[ 84 200] ; [ 26 103],[ 75.64164649 208.35835351] ; [34.35835351 94.64164649],0
s5,1,0.049736,3.850321,[116 156] ; [40 84],[107.15151515 164.84848485] ; [48.84848485 75.15151515],0
p12,1,0.049849,3.846538,[ 33 250] ; [  7 121],[ 27.54257908 255.45742092] ; [ 12.45742092 115.54257908],0
s2,1,0.059939,3.539069,[163 116] ; [62 66],[154.23832924 124.76167076] ; [70.76167076 57.23832924],0
r4,1,0.089948,2.875297,[270  14] ; [117  12],[266.12106538  17.87893462] ; [120.87893462   8.12106538],0
b5,1,0.114215,2.494903,[173 111] ; [89 40],[180.16464891 103.83535109] ; [81.83535109 47.16464891],0
b3,1,0.118926,2.431411,[ 76 120] ; [36 37],[ 81.60594796 114.39405204] ; [30.39405204 42.60594796],0
b2,1,0.118926,2.431411,[ 76 120] ; [36 37],[ 81.60594796 114.39405204] ; [30.39405204 42.60594796],0
u3,1,0.122679,2.382783,[45 25] ; [17 18],[41.33333333 28.66666667] ; [20.66666667 14.33333333],0
v3,1,0.131806,2.271099,[151 126] ; [58 67],[144.01243781 132.98756219] ; [64.98756219 60.01243781],0
d4,1,0.14567,2.117014,[244  39] ; [104  25],[239.03883495  43.96116505] ; [108.96116505  20.03883495],0
s6,1,0.15208,2.051265,[208  69] ; [86 40],[202.07940447  74.92059553] ; [91.92059553 34.07940447],0
r2,1,0.167719,1.903215,[270  12] ; [125   2],[272.34718826   9.65281174] ; [122.65281174   4.34718826],0
p11,1,0.172937,1.857296,[242  42] ; [103  26],[237.23970944  46.76029056] ; [107.76029056  21.23970944],0
p1,1,0.243902,1.357899,[ 30 253] ; [  9 120],[ 26.78883495 256.21116505] ; [ 12.21116505 116.78883495],0
s1,1,0.249172,1.327942,[  7 273] ; [  6 123],[  8.8997555 271.1002445] ; [  4.1002445 124.8997555],0
a6,1,0.290771,1.11605,[199  85] ; [83 45],[194.38834951  89.61165049] ; [87.61165049 40.38834951],0
r1,1,0.317528,0.9991,[241  42] ; [104  24],[237.55474453  45.44525547] ; [107.44525547  20.55474453],0
b1,1,0.385272,0.753812,[105 179] ; [42 87],[101.08474576 182.91525424] ; [45.91525424 83.08474576],0
a4,1,0.386368,0.750343,[143 139] ; [59 69],[138.93658537 143.06341463] ; [63.06341463 64.93658537],0
u4,1,0.420544,0.648795,[ 11 273] ; [  3 126],[  9.62711864 274.37288136] ; [  4.37288136 124.62711864],0
v2,1,0.519647,0.414593,[195  84] ; [82 41],[192.24626866  86.75373134] ; [84.75373134 38.24626866],0
v4,1,0.526956,0.400258,[274  10] ; [125   3],[275.03883495   8.96116505] ; [123.96116505   4.03883495],0
a1,1,0.537392,0.380394,[ 15 269] ; [  5 124],[ 13.75302663 270.24697337] ; [  6.24697337 122.75302663],0
r3,1,0.558307,0.342644,[276   8] ; [123   5],[275.03883495   8.96116505] ; [123.96116505   4.03883495],0
s3,1,0.560139,0.339463,[162 118] ; [69 57],[159.31034483 120.68965517] ; [71.68965517 54.31034483],0
u2,1,0.573288,0.317211,[35 35] ; [19 15],[36.34615385 33.65384615] ; [17.65384615 16.34615385],0
n2,1,0.685461,0.164043,[31  8] ; [25  5],[31.65217391  7.34782609] ; [24.34782609  5.65217391],0
s4,1,0.70799,0.140292,[ 46 234] ; [ 19 108],[ 44.71744472 235.28255528] ; [ 20.28255528 106.71744472],0
a3,1,0.728523,0.120472,[214  69] ; [94 33],[212.59512195  70.40487805] ; [95.40487805 31.59512195],0
n3,1,0.77141,0.084408,[27 11] ; [23  8],[27.53623188 10.46376812] ; [22.46376812  8.53623188],0
