Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,6e-06,20.412806,[ 5 54] ; [39 52],[17.30666667 41.69333333] ; [26.69333333 64.30666667],1
p10,1,7e-06,20.197321,[32 29] ; [78 13],[44.14473684 16.85526316] ; [65.85526316 25.14473684],1
s7,1,1.2e-05,19.222201,[12 46] ; [51 38],[24.85714286 33.14285714] ; [38.14285714 50.85714286],1
s2,1,1.9e-05,18.303403,[15 46] ; [55 37],[27.90849673 33.09150327] ; [42.09150327 49.90849673],1
s3,1,0.000124,14.735352,[25 36] ; [65 25],[36.35761589 24.64238411] ; [53.64238411 36.35761589],1
p9,1,0.001455,10.135378,[40 21] ; [81 12],[47.92857143 13.07142857] ; [73.07142857 19.92857143],0
s8,1,0.002139,9.426252,[12 49] ; [41 53],[20.85806452 40.14193548] ; [32.14193548 61.85806452],0
p5,1,0.004101,8.238547,[ 2 58] ; [18 75],[ 7.84313725 52.15686275] ; [12.15686275 80.84313725],0
p8,1,0.005331,7.763516,[21 39] ; [54 39],[29.41176471 30.58823529] ; [45.58823529 47.41176471],0
a4,1,0.00669,7.354486,[20 41] ; [13 78],[13.24342105 47.75657895] ; [19.75657895 71.24342105],0
p4,1,0.053402,3.731291,[23 37] ; [50 42],[28.81578947 31.18421053] ; [44.18421053 47.81578947],0
n3,1,0.077241,3.12202,[11  1] ; [12  7],[8.90322581 3.09677419] ; [14.09677419  4.90322581],0
n5,1,0.0925,2.830312,[37 23] ; [70 24],[41.68831169 18.31168831] ; [65.31168831 28.68831169],0
p12,1,0.102143,2.671765,[ 3 58] ; [12 81],[ 5.94155844 55.05844156] ; [ 9.05844156 83.94155844],0
s4,1,0.158129,1.992024,[ 6 55] ; [17 77],[ 9.0516129 51.9483871] ; [13.9483871 80.0516129],0
n2,1,0.158147,1.991855,[13  1] ; [14  5],[11.45454545  2.54545455] ; [15.54545455  3.45454545],0
a3,1,0.247067,1.339814,[35 26] ; [44 48],[31.49673203 29.50326797] ; [47.50326797 44.49673203],0
u2,1,0.266886,1.232681,[13 13] ; [31 18],[15.25333333 10.74666667] ; [28.74666667 20.25333333],0
a7,1,0.269052,1.221576,[36 25] ; [63 30],[39.21428571 21.78571429] ; [59.78571429 33.21428571],0
a6,1,0.269052,1.221576,[36 25] ; [63 30],[39.21428571 21.78571429] ; [59.78571429 33.21428571],0
v1,1,0.273531,1.198954,[25 36] ; [46 46],[28.30718954 32.69281046] ; [42.69281046 49.30718954],0
p1,1,0.346162,0.887476,[ 6 55] ; [14 79],[ 7.92207792 53.07792208] ; [12.07792208 80.92207792],0
p2,1,0.348329,0.879535,[41 20] ; [69 24],[43.57142857 17.42857143] ; [66.42857143 26.57142857],0
b5,1,0.389876,0.73933,[38 23] ; [52 42],[35.41935484 25.58064516] ; [54.58064516 39.41935484],0
n4,1,0.413995,0.667298,[39 22] ; [66 28],[41.32258065 19.67741935] ; [63.67741935 30.32258065],0
b4,1,0.420184,0.649801,[33 28] ; [57 37],[35.41935484 25.58064516] ; [54.58064516 39.41935484],0
d4,1,0.431543,0.618668,[29 31] ; [51 42],[31.37254902 28.62745098] ; [48.62745098 44.37254902],0
n6,1,0.503435,0.447688,[48 13] ; [78 16],[49.58709677 11.41290323] ; [76.41290323 17.58709677],0
p6,1,0.51459,0.424723,[19 42] ; [33 58],[20.86842105 40.13157895] ; [31.13157895 59.86842105],0
s1,1,0.522912,0.408147,[ 2 59] ; [ 5 86],[ 2.80921053 58.19078947] ; [ 4.19078947 86.80921053],0
p11,1,0.567795,0.326386,[47 14] ; [76 18],[48.40645161 12.59354839] ; [74.59354839 19.40645161],0
a5,1,0.580326,0.305708,[32 29] ; [53 40],[33.66883117 27.33116883] ; [51.33116883 41.66883117],0
n1,1,0.580912,0.304762,[6 8] ; [ 6 12],[5.25 8.75] ; [ 6.75 11.25],0
a1,1,0.586179,0.296351,[ 3 58] ; [ 3 91],[ 2.36129032 58.63870968] ; [ 3.63870968 90.36129032],0
a8,1,0.632179,0.229117,[ 7 50] ; [13 73],[ 7.97202797 49.02797203] ; [12.02797203 73.97202797],0
u3,1,0.656478,0.19783,[14 12] ; [29 20],[14.90666667 11.09333333] ; [28.09333333 20.90666667],0
d3,1,0.71041,0.137868,[27 34] ; [44 49],[28.12337662 32.87662338] ; [42.87662338 50.12337662],0
u4,1,0.756437,0.096201,[ 1 60] ; [ 1 93],[ 0.78709677 60.21290323] ; [ 1.21290323 92.78709677],0
r3,1,0.758133,0.094823,[59  2] ; [90  4],[58.63870968  2.36129032] ; [90.36129032  3.63870968],0
a2,1,0.770026,0.085464,[ 5 56] ; [ 9 85],[ 5.50967742 55.49032258] ; [ 8.49032258 85.50967742],0
v2,1,0.771418,0.084402,[28 29] ; [42 48],[27.14285714 29.85714286] ; [42.85714286 47.14285714],0
d1,1,0.833135,0.044387,[ 4 57] ; [ 7 87],[ 4.32903226 56.67096774] ; [ 6.67096774 87.32903226],0
u1,1,0.846092,0.037677,[ 3 58] ; [ 4 90],[ 2.75483871 58.24516129] ; [ 4.24516129 89.75483871],0
p7,1,0.848005,0.036735,[34 26] ; [53 38],[34.56953642 25.43046358] ; [52.43046358 38.56953642],0
b2,1,0.862055,0.030192,[16 25] ; [19 32],[15.59782609 25.40217391] ; [19.40217391 31.59782609],0
b3,1,0.862055,0.030192,[16 25] ; [19 32],[15.59782609 25.40217391] ; [19.40217391 31.59782609],0
d2,1,0.865638,0.028629,[15 46] ; [22 72],[14.56129032 46.43870968] ; [22.43870968 71.56129032],0
