Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,165.903818,[314   5] ; [40 46],[278.82962963  40.17037037] ; [75.17037037 10.82962963],1
r2,1,0.0,108.489272,[306  10] ; [46 37],[278.77694236  37.22305764] ; [73.22305764  9.77694236],1
r1,1,0.0,98.918569,[259  58] ; [23 64],[221.27227723  95.72772277] ; [60.72772277 26.27227723],1
v4,1,0.0,84.28391,[305  12] ; [53 34],[280.90594059  36.09405941] ; [77.09405941  9.90594059],1
p11,1,0.0,44.648313,[256  63] ; [39 49],[231.21621622  87.78378378] ; [63.78378378 24.21621622],1
p2,1,0.0,40.896679,[261  57] ; [41 44],[238.30272953  79.69727047] ; [63.69727047 21.30272953],1
a6,1,0.0,29.110006,[238  81] ; [39 49],[217.10810811 101.89189189] ; [59.89189189 28.10810811],1
n6,1,1e-06,25.056918,[258  61] ; [47 39],[240.2345679  78.7654321] ; [64.7654321 21.2345679],1
p9,1,1e-06,24.902494,[250  65] ; [44 40],[232.10526316  82.89473684] ; [61.89473684 22.10526316],1
p7,1,1e-06,23.89008,[189 125] ; [25 58],[169.25944584 144.74055416] ; [44.74055416 38.25944584],1
p10,1,4e-06,21.149481,[231  84] ; [40 45],[213.4125 101.5875] ; [57.5875 27.4125],1
a7,1,6e-06,20.378756,[241  78] ; [44 43],[223.92857143  95.07142857] ; [61.07142857 25.92857143],1
p3,1,2e-05,18.191909,[141 178] ; [16 69],[123.96782178 195.03217822] ; [33.03217822 51.96782178],1
d3,1,3.3e-05,17.243243,[220  99] ; [39 48],[203.5 115.5] ; [55.5 31.5],1
b1,1,3.4e-05,17.196582,[104 215] ; [50 38],[120.7027027 198.2972973] ; [33.2972973 54.7027027],1
s6,1,4.4e-05,16.694736,[137 180] ; [17 71],[120.5382716 196.4617284] ; [33.4617284 54.5382716],1
p8,1,5.3e-05,16.342561,[160 152] ; [23 63],[143.45728643 168.54271357] ; [39.54271357 46.45728643],1
p4,1,9.5e-05,15.230795,[163 153] ; [24 62],[146.99502488 169.00497512] ; [40.00497512 45.99502488],1
v2,1,9.7e-05,15.197429,[164 141] ; [25 59],[148.18766067 156.81233933] ; [40.81233933 43.18766067],1
d5,1,0.000112,14.924834,[250  69] ; [51 37],[235.91891892  83.08108108] ; [65.08108108 22.91891892],1
a1,1,0.000234,13.535936,[  6 313] ; [ 9 79],[ 11.75675676 307.24324324] ; [ 3.24324324 84.75675676],1
d4,1,0.000985,10.856308,[244  74] ; [52 36],[231.84236453  86.15763547] ; [64.15763547 23.84236453],1
d1,1,0.001116,10.624457,[164 155] ; [28 60],[150.48648649 168.51351351] ; [41.51351351 46.48648649],0
u3,1,0.001886,9.657111,[60 50] ; [10 29],[51.67785235 58.32214765] ; [18.32214765 20.67785235],0
