Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,74.25909,[108  24] ; [ 2 35],[85.91715976 46.08284024] ; [24.08284024 12.91715976],1
v4,1,0.0,40.380484,[115  16] ; [14 23],[100.58928571  30.41071429] ; [28.41071429  8.58928571],1
r1,1,1e-06,23.509997,[93 38] ; [10 27],[80.31547619 50.68452381] ; [22.68452381 14.31547619],1
r2,1,3e-06,21.828208,[115  16] ; [19 17],[105.11377246  25.88622754] ; [28.88622754  7.11377246],1
p2,1,4e-06,21.364434,[85 47] ; [ 8 29],[72.63905325 59.36094675] ; [20.36094675 16.63905325],1
a1,1,0.000321,12.944325,[  5 127] ; [ 8 29],[ 10.15384615 121.84615385] ; [ 2.84615385 34.15384615],1
p11,1,0.000561,11.901906,[67 65] ; [ 7 30],[57.79881657 74.20118343] ; [16.20118343 20.79881657],1
n6,1,0.003041,8.782502,[84 48] ; [13 23],[76.21428571 55.78571429] ; [20.78571429 15.21428571],0
n2,1,0.004029,8.270764,[38 15] ; [ 7 13],[32.67123288 20.32876712] ; [12.32876712  7.67123288],0
v2,1,0.004866,7.928577,[53 75] ; [ 6 31],[45.76969697 82.23030303] ; [13.23030303 23.76969697],0
d4,1,0.006712,7.34858,[97 33] ; [19 18],[90.2994012 39.7005988] ; [25.7005988 11.2994012],0
p6,1,0.006726,7.344782,[ 29 100] ; [ 1 35],[ 23.45454545 105.54545455] ; [ 6.54545455 29.45454545],0
n5,1,0.007619,7.12098,[60 72] ; [26 11],[67.17159763 64.82840237] ; [18.82840237 18.17159763],0
p8,1,0.010085,6.619818,[38 92] ; [ 3 33],[32.10843373 97.89156627] ; [ 8.89156627 27.10843373],0
a7,1,0.011717,6.353251,[84 48] ; [15 22],[77.32544379 54.67455621] ; [21.67455621 15.32544379],0
n3,1,0.014456,5.981538,[37 15] ; [ 8 12],[32.5 19.5] ; [12.5  7.5],0
d3,1,0.0152,5.893154,[79 52] ; [14 23],[72.51785714 58.48214286] ; [20.48214286 16.51785714],0
p4,1,0.018818,5.518335,[48 83] ; [ 6 31],[42.10714286 88.89285714] ; [11.89285714 25.10714286],0
p7,1,0.019032,5.498617,[60 71] ; [ 9 28],[53.80357143 77.19642857] ; [15.19642857 21.80357143],0
d5,1,0.050887,3.811972,[90 41] ; [19 18],[84.99404762 46.00595238] ; [24.00595238 12.99404762],0
s6,1,0.054605,3.6941,[55 77] ; [ 9 28],[49.98816568 82.01183432] ; [14.01183432 22.98816568],0
v1,1,0.057625,3.604467,[46 84] ; [ 7 30],[41.25748503 88.74251497] ; [11.74251497 25.25748503],0
b1,1,0.060297,3.529198,[59 73] ; [23 14],[64.04733728 67.95266272] ; [17.95266272 19.04733728],0
u1,1,0.062788,3.462173,[ 18 114] ; [ 1 36],[ 14.84023669 117.15976331] ; [ 4.15976331 32.84023669],0
u3,1,0.071109,3.257223,[24 31] ; [ 3 13],[20.91549296 34.08450704] ; [6.08450704 9.91549296],0
b5,1,0.082747,3.010111,[85 47] ; [18 19],[80.44970414 51.55029586] ; [22.55029586 14.44970414],0
s3,1,0.102606,2.664556,[53 77] ; [ 9 26],[48.84848485 81.15151515] ; [13.15151515 21.84848485],0
s2,1,0.113482,2.505051,[34 97] ; [ 5 32],[ 30.41071429 100.58928571] ; [ 8.58928571 28.41071429],0
p3,1,0.118126,2.441998,[38 93] ; [ 6 31],[34.30952381 96.69047619] ; [ 9.69047619 27.30952381],0
d1,1,0.120151,2.415355,[58 74] ; [11 26],[53.89349112 78.10650888] ; [15.10650888 21.89349112],0
s1,1,0.136505,2.21692,[  8 123] ; [ 5 32],[ 10.13690476 120.86309524] ; [ 2.86309524 34.13690476],0
s4,1,0.154181,2.030393,[ 16 114] ; [ 8 29],[ 18.68263473 111.31736527] ; [ 5.31736527 31.68263473],0
p9,1,0.158832,1.985312,[40 87] ; [ 7 29],[36.6196319 90.3803681] ; [10.3803681 25.6196319],0
a2,1,0.180395,1.79437,[ 27 105] ; [ 4 33],[ 24.21301775 107.78698225] ; [ 6.78698225 30.21301775],0
s7,1,0.222624,1.487378,[27 98] ; [ 4 29],[ 24.52531646 100.47468354] ; [ 6.47468354 26.52531646],0
b2,1,0.229325,1.445046,[21 56] ; [10 15],[23.40196078 53.59803922] ; [ 7.59803922 17.40196078],0
b3,1,0.229325,1.445046,[21 56] ; [10 15],[23.40196078 53.59803922] ; [ 7.59803922 17.40196078],0
p1,1,0.240396,1.378273,[  7 123] ; [ 4 33],[  8.56287425 121.43712575] ; [ 2.43712575 34.56287425],0
b4,1,0.354723,0.856491,[79 53] ; [19 18],[76.5443787 55.4556213] ; [21.4556213 15.5443787],0
s5,1,0.374241,0.789534,[ 22 109] ; [ 4 33],[ 20.27380952 110.72619048] ; [ 5.72619048 31.27380952],0
a5,1,0.423674,0.640103,[74 58] ; [18 19],[71.85798817 60.14201183] ; [20.14201183 16.85798817],0
n4,1,0.42532,0.635568,[76 56] ; [24 13],[78.10650888 53.89349112] ; [21.89349112 15.10650888],0
a8,1,0.482978,0.492132,[ 12 111] ; [ 2 32],[ 10.96815287 112.03184713] ; [ 3.03184713 30.96815287],0
a6,1,0.523202,0.407576,[75 56] ; [19 18],[73.29761905 57.70238095] ; [20.70238095 16.29761905],0
v3,1,0.597369,0.278982,[29 97] ; [ 7 30],[27.82822086 98.17177914] ; [ 8.17177914 28.82822086],0
u2,1,0.636188,0.223762,[20 33] ; [ 5 11],[19.20289855 33.79710145] ; [ 5.79710145 10.20289855],0
d2,1,0.658667,0.195147,[60 71] ; [15 21],[58.83233533 72.16766467] ; [16.16766467 19.83233533],0
n1,1,0.859168,0.031482,[20 33] ; [ 8 12],[20.32876712 32.67123288] ; [ 7.67123288 12.32876712],0
p5,1,0.860146,0.031042,[  3 129] ; [ 1 35],[  3.14285714 128.85714286] ; [ 0.85714286 35.14285714],0
p12,1,0.884413,0.021135,[  3 128] ; [ 1 36],[  3.11904762 127.88095238] ; [ 0.88095238 36.11904762],0
a3,1,0.896148,0.017038,[77 54] ; [21 14],[77.3373494 53.6626506] ; [20.6626506 14.3373494],0
a4,1,0.92247,0.009472,[54 78] ; [14 21],[53.74850299 78.25149701] ; [14.25149701 20.74850299],0
