Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,174.136847,[  7 108] ; [408 159],[69.97800587 45.02199413] ; [345.02199413 221.97800587],1
d4,1,0.0,106.390138,[58 56] ; [511  56],[95.25110132 18.74889868] ; [473.74889868  93.25110132],1
d2,1,0.0,41.213328,[28 87] ; [323 242],[59.36029412 55.63970588] ; [291.63970588 273.36029412],1
d3,1,0.0,40.5213,[50 64] ; [420 147],[78.6784141 35.3215859] ; [391.3215859 175.6784141],1
a3,1,0.0,34.964579,[59 55] ; [443 122],[84.28276878 29.71723122] ; [417.71723122 147.28276878],1
a5,1,0.0,32.188142,[64 50] ; [458 109],[87.38325991 26.61674009] ; [434.61674009 132.38325991],1
a4,1,0.0,31.213768,[27 86] ; [298 268],[54.08689249 58.91310751] ; [270.91310751 295.08689249],1
a2,1,1e-06,23.651286,[  9 106] ; [168 399],[29.84604106 85.15395894] ; [147.15395894 419.84604106],1
u1,1,1e-06,23.483291,[  4 111] ; [132 435],[22.93255132 92.06744868] ; [113.06744868 453.93255132],1
p2,1,3.4e-05,17.200136,[82 31] ; [494  69],[96.28402367 16.71597633] ; [479.71597633  83.28402367],1
p1,1,0.00112,10.617697,[19 94] ; [ 41 523],[ 10.01477105 102.98522895] ; [ 49.98522895 514.01477105],0
p4,1,0.001437,10.157338,[56 56] ; [371 192],[70.85037037 41.14962963] ; [356.14962963 206.85037037],0
s8,1,0.002323,9.274855,[39 75] ; [281 283],[53.80530973 60.19469027] ; [266.19469027 297.80530973],0
p7,1,0.007551,7.136895,[61 51] ; [374 179],[73.26315789 38.73684211] ; [361.73684211 191.26315789],0
a7,1,0.013675,6.079636,[71 43] ; [417 149],[81.81176471 32.18823529] ; [406.18823529 159.81176471],0
r1,1,0.023153,5.157021,[87 28] ; [476  88],[95.35346097 19.64653903] ; [467.64653903  96.35346097],0
p3,1,0.040468,4.198172,[50 63] ; [309 255],[59.92171344 53.07828656] ; [299.07828656 264.92171344],0
r4,1,0.040473,4.197929,[102  13] ; [533  34],[107.07478006   7.92521994] ; [527.92521994  39.07478006],0
s6,1,0.049506,3.858122,[68 44] ; [388 165],[76.8 35.2] ; [379.2 173.8],0
r2,1,0.06608,3.377818,[105   9] ; [537  22],[108.74888559   5.25111441] ; [533.25111441  25.74888559],0
s1,1,0.068703,3.313729,[  7 104] ; [ 16 543],[  3.81044776 107.18955224] ; [ 19.18955224 539.81044776],0
p9,1,0.085701,2.953333,[91 22] ; [484  74],[96.83308495 16.16691505] ; [478.16691505  79.83308495],0
v2,1,0.090657,2.862667,[57 53] ; [331 216],[64.96194825 45.03805175] ; [323.03805175 223.96194825],0
v1,1,0.100041,2.704887,[56 56] ; [322 229],[63.85520362 48.14479638] ; [314.14479638 236.85520362],0
p10,1,0.114917,2.485268,[87 24] ; [473  87],[92.63785395 18.36214605] ; [467.36214605  92.63785395],0
s5,1,0.128625,2.309025,[29 78] ; [188 354],[35.77657935 71.22342065] ; [181.22342065 360.77657935],0
a6,1,0.134436,2.240513,[71 43] ; [393 173],[77.78823529 36.21176471] ; [386.21176471 179.78823529],0
n6,1,0.167337,1.906641,[97 17] ; [506  59],[101.24005891  12.75994109] ; [501.75994109  63.24005891],0
s2,1,0.17256,1.860559,[51 60] ; [298 264],[57.56166419 53.43833581] ; [291.43833581 270.56166419],0
u4,1,0.220778,1.499304,[  1 114] ; [ 16 551],[  2.86656891 112.13343109] ; [ 14.13343109 552.86656891],0
a1,1,0.221611,1.49391,[  3 112] ; [ 30 537],[  5.56451613 109.43548387] ; [ 27.43548387 539.56451613],0
n5,1,0.24385,1.358196,[94 21] ; [484  79],[98.03834808 16.96165192] ; [479.96165192  83.03834808],0
p11,1,0.267334,1.230376,[91 24] ; [473  94],[95.1026393 19.8973607] ; [468.8973607  98.1026393],0
s7,1,0.268014,1.226884,[52 55] ; [294 246],[57.22102009 49.77897991] ; [288.77897991 251.22102009],0
a8,1,0.307709,1.040485,[14 92] ; [ 88 422],[17.55194805 88.44805195] ; [ 84.44805195 425.55194805],0
b1,1,0.313903,1.014182,[50 65] ; [218 349],[45.19061584 69.80938416] ; [222.80938416 344.19061584],0
v3,1,0.399431,0.710038,[45 68] ; [241 305],[49.04097117 63.95902883] ; [236.95902883 309.04097117],0
s4,1,0.429675,0.623703,[19 95] ; [ 77 480],[16.3099851 97.6900149] ; [ 79.6900149 477.3099851],0
b4,1,0.589363,0.291339,[64 51] ; [331 236],[66.60557185 48.39442815] ; [328.39442815 238.60557185],0
u2,1,0.603707,0.26944,[29 26] ; [70 53],[30.58988764 24.41011236] ; [68.41011236 54.58988764],0
p5,1,0.633918,0.226785,[16 96] ; [ 71 491],[14.45697329 97.54302671] ; [ 72.54302671 489.45697329],0
n2,1,0.650886,0.204785,[17  4] ; [81 25],[16.20472441  4.79527559] ; [81.79527559 24.20472441],0
b5,1,0.65567,0.198826,[67 48] ; [343 224],[69.13489736 45.86510264] ; [340.86510264 226.13489736],0
p6,1,0.678933,0.171329,[43 70] ; [222 331],[44.96246246 68.03753754] ; [220.03753754 332.96246246],0
p12,1,0.716609,0.131765,[ 11 101] ; [ 49 511],[ 10. 102.] ; [ 50. 510.],0
s3,1,0.73097,0.118223,[66 46] ; [319 239],[64.35820896 47.64179104] ; [320.64179104 237.35820896],0
n3,1,0.760904,0.092595,[15  5] ; [82 23],[15.52  4.48] ; [81.48 23.52],0
p8,1,0.802413,0.062613,[59 53] ; [299 255],[60.2042042 51.7957958] ; [297.7957958 256.2042042],0
b2,1,0.814422,0.055096,[30 45] ; [138 220],[29.09930716 45.90069284] ; [138.90069284 219.09930716],0
b3,1,0.814422,0.055096,[30 45] ; [138 220],[29.09930716 45.90069284] ; [138.90069284 219.09930716],0
n1,1,0.823617,0.049682,[ 9 11] ; [44 60],[ 8.5483871 11.4516129] ; [44.4516129 59.5483871],0
u3,1,0.941901,0.005312,[32 24] ; [71 52],[32.22346369 23.77653631] ; [70.77653631 52.22346369],0
v4,1,0.985323,0.000338,[109   5] ; [540  25],[108.96318115   5.03681885] ; [540.03681885  24.96318115],0
