Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,46.016047,[122  14] ; [12 21],[107.83431953  28.16568047] ; [26.16568047  6.83431953],1
p2,1,8.3e-05,15.490908,[112  22] ; [17 16],[103.50898204  30.49101796] ; [25.49101796  7.50898204],1
s7,1,8.6e-05,15.416573,[95 38] ; [11 21],[85.44242424 47.55757576] ; [20.55757576 11.44242424],1
r1,1,0.000705,11.476279,[109  27] ; [17 16],[101.3964497  34.6035503] ; [24.6035503  8.3964497],1
n6,1,0.001813,9.729544,[118  18] ; [21 12],[111.85798817  24.14201183] ; [27.14201183  5.85798817],0
v3,1,0.004012,8.278268,[63 69] ; [ 6 25],[55.87730061 76.12269939] ; [13.12269939 17.87730061],0
s8,1,0.006068,7.529877,[89 47] ; [13 20],[82.08284024 53.91715976] ; [19.91715976 13.08284024],0
a3,1,0.008012,7.030693,[102  34] ; [17 16],[95.76331361 40.23668639] ; [23.23668639  9.76331361],0
s4,1,0.033154,4.537823,[ 29 106] ; [13 20],[ 33.75 101.25] ; [ 8.25 24.75],0
p5,1,0.04369,4.068501,[ 23 112] ; [ 1 31],[ 19.4011976 115.5988024] ; [ 4.5988024 27.4011976],0
p11,1,0.046063,3.979297,[112  24] ; [22 11],[107.83431953  28.16568047] ; [26.16568047  6.83431953],0
p9,1,0.050645,3.819987,[117  18] ; [24  9],[113.30357143  21.69642857] ; [27.69642857  5.30357143],0
s3,1,0.055139,3.677872,[97 38] ; [18 15],[92.41071429 42.58928571] ; [22.58928571 10.41071429],0
v4,1,0.075402,3.161332,[127   8] ; [28  5],[124.55357143  10.44642857] ; [30.44642857  2.55357143],0
p10,1,0.089524,2.882911,[111  23] ; [23 10],[107.52095808  26.47904192] ; [26.47904192  6.52095808],0
v1,1,0.10026,2.701403,[77 55] ; [14 19],[72.8 59.2] ; [18.2 14.8],0
b2,1,0.12057,2.409904,[41 53] ; [ 4 13],[38.10810811 55.89189189] ; [ 6.89189189 10.10810811],0
b3,1,0.12057,2.409904,[41 53] ; [ 4 13],[38.10810811 55.89189189] ; [ 6.89189189 10.10810811],0
p1,1,0.161967,1.955767,[ 10 125] ; [ 5 28],[ 12.05357143 122.94642857] ; [ 2.94642857 30.05357143],0
d1,1,0.162631,1.949588,[72 64] ; [13 20],[68.40236686 67.59763314] ; [16.59763314 16.40236686],0
p12,1,0.181902,1.782012,[ 14 120] ; [ 1 32],[ 12.03592814 121.96407186] ; [ 2.96407186 30.03592814],0
n2,1,0.206898,1.593004,[21 10] ; [12  2],[22.73333333  8.26666667] ; [10.26666667  3.73333333],0
a1,1,0.210643,1.567,[  8 128] ; [ 4 29],[  9.65680473 126.34319527] ; [ 2.34319527 30.65680473],0
v2,1,0.219236,1.509363,[64 65] ; [12 20],[60.89440994 68.10559006] ; [15.10559006 16.89440994],0
s5,1,0.254744,1.297098,[59 72] ; [18 14],[61.88343558 69.11656442] ; [15.11656442 16.88343558],0
d2,1,0.27393,1.196961,[68 68] ; [13 20],[65.18343195 70.81656805] ; [15.81656805 17.18343195],0
a8,1,0.276861,1.182432,[ 17 112] ; [ 2 30],[ 15.22360248 113.77639752] ; [ 3.77639752 28.22360248],0
r3,1,0.310177,1.029923,[125  11] ; [32  1],[126.34319527   9.65680473] ; [30.65680473  2.34319527],0
b1,1,0.313374,1.0164,[71 65] ; [14 19],[68.40236686 67.59763314] ; [16.59763314 16.40236686],0
u2,1,0.318477,0.995193,[20 14] ; [7 9],[18.36 15.64] ; [8.64 7.36],0
p4,1,0.400783,0.705975,[85 51] ; [18 15],[82.88757396 53.11242604] ; [20.11242604 12.88757396],0
p7,1,0.468007,0.526679,[85 47] ; [19 14],[83.2 48.8] ; [20.8 12.2],0
d5,1,0.537889,0.379465,[105  30] ; [24  9],[103.66071429  31.33928571] ; [25.33928571  7.66071429],0
r4,1,0.541026,0.373641,[117  19] ; [27  6],[115.8816568  20.1183432] ; [28.1183432  4.8816568],0
a4,1,0.548028,0.360862,[61 74] ; [13 20],[59.46428571 75.53571429] ; [14.53571429 18.46428571],0
r2,1,0.579912,0.306378,[122  12] ; [29  4],[121.16167665  12.83832335] ; [29.83832335  3.16167665],0
p6,1,0.58123,0.304251,[57 76] ; [12 20],[55.61818182 77.38181818] ; [13.38181818 18.61818182],0
d3,1,0.586254,0.296232,[69 67] ; [15 18],[67.59763314 68.40236686] ; [16.40236686 16.59763314],0
s1,1,0.591908,0.287374,[  7 126] ; [ 1 32],[  6.40963855 126.59036145] ; [ 1.59036145 31.40963855],0
d4,1,0.602317,0.271515,[104  31] ; [24  9],[102.85714286  32.14285714] ; [25.14285714  7.85714286],0
p8,1,0.612752,0.256187,[66 67] ; [18 15],[67.30120482 65.69879518] ; [16.69879518 16.30120482],0
p3,1,0.620413,0.245288,[76 59] ; [17 16],[74.73214286 60.26785714] ; [18.26785714 14.73214286],0
n3,1,0.785671,0.07395,[18 12] ; [9 5],[18.40909091 11.59090909] ; [8.59090909 5.40909091],0
a2,1,0.836681,0.042494,[ 14 122] ; [ 3 30],[ 13.68047337 122.31952663] ; [ 3.31952663 29.68047337],0
u3,1,0.846032,0.037707,[16 18] ; [8 8],[16.32 17.68] ; [7.68 8.32],0
a5,1,0.853436,0.034127,[97 39] ; [23 10],[96.56804734 39.43195266] ; [23.43195266  9.56804734],0
s2,1,0.867302,0.027918,[88 47] ; [21 12],[87.58928571 47.41071429] ; [21.41071429 11.58928571],0
b4,1,0.889713,0.019229,[76 60] ; [18 15],[75.64497041 60.35502959] ; [18.35502959 14.64497041],0
n1,1,0.920183,0.010041,[15 16] ; [7 7],[15.15555556 15.84444444] ; [6.84444444 7.15555556],0
a6,1,0.973784,0.00108,[54 82] ; [13 20],[53.91715976 82.08284024] ; [13.08284024 19.91715976],0
b5,1,0.996334,2.1e-05,[66 70] ; [16 17],[65.98816568 70.01183432] ; [16.01183432 16.98816568],0
