Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,60.0516,[72  8] ; [ 4 26],[55.27272727 24.72727273] ; [20.72727273  9.27272727],1
p11,1,8e-06,19.997861,[69 11] ; [14 17],[59.81981982 20.18018018] ; [23.18018018  7.81981982],1
s7,1,5.9e-05,16.131818,[45 30] ; [ 5 25],[35.71428571 39.28571429] ; [14.28571429 15.71428571],1
s8,1,0.000505,12.097551,[39 41] ; [ 4 27],[30.99099099 49.00900901] ; [12.00900901 18.99099099],1
s6,1,0.000893,11.037318,[53 26] ; [10 21],[45.24545455 33.75454545] ; [17.75454545 13.24545455],1
s5,1,0.001347,10.276501,[30 49] ; [ 2 28],[23.19266055 55.80733945] ; [ 8.80733945 21.19266055],0
r3,1,0.005417,7.734845,[76  4] ; [24  7],[72.07207207  7.92792793] ; [27.92792793  3.07207207],0
p4,1,0.013498,6.102704,[54 26] ; [13 18],[48.28828829 31.71171171] ; [18.71171171 12.28828829],0
a5,1,0.013996,6.03864,[44 36] ; [ 9 22],[38.1981982 41.8018018] ; [14.8018018 16.1981982],0
r4,1,0.0169,5.706742,[68 12] ; [20 11],[63.42342342 16.57657658] ; [24.57657658  6.42342342],0
a3,1,0.019349,5.469706,[50 29] ; [12 19],[44.52727273 34.47272727] ; [17.47272727 13.52727273],0
n5,1,0.023592,5.124368,[57 23] ; [15 16],[51.89189189 28.10810811] ; [20.10810811 10.89189189],0
n6,1,0.027212,4.877279,[67 13] ; [20 11],[62.7027027 17.2972973] ; [24.2972973  6.7027027],0
p5,1,0.029665,4.728574,[16 63] ; [ 1 29],[12.32110092 66.67889908] ; [ 4.67889908 25.32110092],0
v4,1,0.03432,4.478674,[74  5] ; [24  6],[71.02752294  7.97247706] ; [26.97247706  3.02752294],0
p3,1,0.037337,4.334989,[46 34] ; [11 20],[41.08108108 38.91891892] ; [15.91891892 15.08108108],0
p2,1,0.038017,4.304251,[70 10] ; [22  9],[66.30630631 13.69369369] ; [25.69369369  5.30630631],0
p8,1,0.045177,4.012021,[54 26] ; [14 16],[49.45454545 30.54545455] ; [18.54545455 11.45454545],0
p1,1,0.048428,3.895071,[14 66] ; [ 1 30],[10.81081081 69.18918919] ; [ 4.18918919 26.81081081],0
n4,1,0.056139,3.647918,[52 28] ; [14 17],[47.56756757 32.43243243] ; [18.43243243 12.56756757],0
a6,1,0.074486,3.18128,[51 29] ; [14 17],[46.84684685 33.15315315] ; [18.15315315 12.84684685],0
s1,1,0.092601,2.828571,[ 2 78] ; [ 3 27],[ 3.63636364 76.36363636] ; [ 1.36363636 28.63636364],0
r2,1,0.134297,2.242111,[70  9] ; [24  7],[67.50909091 11.49090909] ; [26.49090909  4.50909091],0
s2,1,0.135325,2.230332,[41 39] ; [11 20],[37.47747748 42.52252252] ; [14.52252252 16.47747748],0
