Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,191.980848,[ 42 202] ; [258  85],[124.70187394 119.29812606] ; [175.29812606 167.70187394],1
d3,1,0.0,175.657053,[ 82 161] ; [300  46],[157.59932088  85.40067912] ; [224.40067912 121.59932088],1
d4,1,0.0,173.051434,[132 112] ; [337   6],[194.95059625  49.04940375] ; [274.04940375  68.95059625],1
d5,1,0.0,160.257022,[136 109] ; [337   8],[196.41525424  48.58474576] ; [276.58474576  68.41525424],1
a4,1,0.0,77.999735,[ 59 183] ; [212 134],[111.53401361 130.46598639] ; [159.46598639 186.53401361],1
a2,1,0.0,71.169895,[ 18 227] ; [132 216],[ 61.97301855 183.02698145] ; [ 88.02698145 259.97301855],1
u1,1,0.0,60.19567,[  9 236] ; [100 248],[ 45.03372681 199.96627319] ; [ 63.96627319 284.03372681],1
a5,1,0.0,49.554095,[146  98] ; [297  51],[182.58783784  61.41216216] ; [260.41216216  87.58783784],1
a3,1,0.0,38.961432,[143  99] ; [285  61],[176.14965986  65.85034014] ; [251.85034014  94.14965986],1
a7,1,7.1e-05,15.777541,[147  96] ; [263  84],[168.86440678  74.13559322] ; [241.13559322 105.86440678],1
s2,1,9.9e-05,15.149452,[ 94 150] ; [188 155],[117.2197615 126.7802385] ; [164.7802385 178.2197615],1
r1,1,0.000107,15.001508,[174  69] ; [294  53],[192.75254237  50.24745763] ; [275.24745763  71.75254237],1
n4,1,0.000145,14.439408,[204  40] ; [325  23],[218.03378378  25.96621622] ; [310.96621622  37.03378378],1
s8,1,0.000194,13.884973,[ 87 157] ; [176 168],[109.13605442 134.86394558] ; [153.86394558 190.13605442],1
r2,1,0.000252,13.394402,[218  26] ; [332  11],[228.62010221  15.37989779] ; [321.37989779  21.62010221],1
p4,1,0.000475,12.212403,[127 116] ; [229 115],[147.37308348  95.62691652] ; [208.62691652 135.37308348],1
a6,1,0.000484,12.174964,[148  96] ; [256  89],[167.36162988  76.63837012] ; [236.63837012 108.36162988],1
r3,1,0.001867,9.675421,[215  29] ; [329  17],[224.97627119  19.02372881] ; [319.02372881  26.97627119],0
v2,1,0.001898,9.645335,[116 116] ; [212 124],[133.97183099  98.02816901] ; [194.02816901 141.97183099],0
n6,1,0.002789,8.940627,[203  41] ; [316  30],[214.63728814  29.36271186] ; [304.36271186  41.63728814],0
s7,1,0.002844,8.905092,[ 97 130] ; [184 147],[114.31362007 112.68637993] ; [166.68637993 164.31362007],0
s5,1,0.003184,8.698944,[ 57 183] ; [119 219],[ 73.07958478 166.92041522] ; [102.92041522 235.07958478],0
v4,1,0.005018,7.872869,[218  26] ; [330  16],[226.63050847  17.36949153] ; [321.36949153  24.63050847],0
p3,1,0.012041,6.304804,[107 137] ; [187 157],[122. 122.] ; [172. 172.],0
u4,1,0.01205,6.303459,[  2 243] ; [ 15 333],[  7.02360877 237.97639123] ; [  9.97639123 338.02360877],0
r4,1,0.012502,6.23828,[205  40] ; [315  33],[214.83979764  30.16020236] ; [305.16020236  42.83979764],0
