Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,6.4e-05,15.987578,[49  7] ; [80 59],[37.04615385 18.95384615] ; [91.95384615 47.04615385],1
s2,1,0.000113,14.89873,[38 20] ; [49 89],[25.74489796 32.25510204] ; [61.25510204 76.74489796],1
p5,1,0.000169,14.147771,[18 40] ; [ 13 124],[ 9.22051282 48.77948718] ; [ 21.77948718 115.22051282],1
s7,1,0.000629,11.687167,[37 16] ; [55 76],[26.5 26.5] ; [65.5 65.5],1
p6,1,0.002796,8.935851,[34 24] ; [49 89],[24.56122449 33.43877551] ; [58.43877551 79.56122449],0
b5,1,0.059337,3.555817,[27 31] ; [85 54],[32.97461929 25.02538071] ; [79.02538071 59.97461929],0
s4,1,0.061129,3.50649,[12 45] ; [ 15 123],[ 7.89230769 49.10769231] ; [ 19.10769231 118.89230769],0
v3,1,0.062367,3.473288,[26 32] ; [42 94],[20.32989691 37.67010309] ; [47.67010309 88.32989691],0
b4,1,0.063191,3.451598,[38 20] ; [71 68],[32.09137056 25.90862944] ; [76.90862944 62.09137056],0
n3,1,0.075193,3.165848,[9 6] ; [26  5],[11.41304348  3.58695652] ; [23.58695652  7.41304348],0
p12,1,0.082555,3.013878,[ 7 51] ; [  7 131],[ 4.14285714 53.85714286] ; [  9.85714286 128.14285714],0
r4,1,0.095435,2.780223,[53  5] ; [114  25],[49.16751269  8.83248731] ; [117.83248731  21.16751269],0
n4,1,0.097712,2.742497,[46 11] ; [96 43],[41.29591837 15.70408163] ; [100.70408163  38.29591837],0
a1,1,0.101551,2.681011,[ 4 54] ; [  3 136],[ 2.06091371 55.93908629] ; [  4.93908629 134.06091371],0
s3,1,0.120019,2.417073,[35 23] ; [66 71],[30.04102564 27.95897436] ; [70.95897436 66.04102564],0
s8,1,0.13754,2.205267,[27 31] ; [49 90],[22.37563452 35.62436548] ; [53.62436548 85.37563452],0
p2,1,0.138649,2.192888,[54  4] ; [118  20],[50.89795918  7.10204082] ; [121.10204082  16.89795918],0
