Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000295,13.103179,[26  3] ; [12 15],[19.67857143  9.32142857] ; [18.32142857  8.67857143],1
n4,1,0.004121,8.229608,[26  4] ; [14 13],[21.05263158  8.94736842] ; [18.94736842  8.05263158],0
r2,1,0.030048,4.706571,[29  1] ; [21  6],[26.31578947  3.68421053] ; [23.68421053  3.31578947],0
a7,1,0.051152,3.80329,[22  8] ; [13 14],[18.42105263 11.57894737] ; [16.57894737 10.42105263],0
p11,1,0.077397,3.118734,[17 13] ; [ 9 18],[13.68421053 16.31578947] ; [12.31578947 14.68421053],0
s8,1,0.089428,2.884632,[10 19] ; [ 4 23],[ 7.25 21.75] ; [ 6.75 20.25],0
b3,1,0.136641,2.215385,[ 7 11] ; [ 3 15],[ 5. 13.] ; [ 5. 13.],0
b2,1,0.136641,2.215385,[ 7 11] ; [ 3 15],[ 5. 13.] ; [ 5. 13.],0
p2,1,0.169136,1.890586,[17 13] ; [20  7],[19.47368421 10.52631579] ; [17.52631579  9.47368421],0
b1,1,0.169136,1.890586,[17 13] ; [20  7],[19.47368421 10.52631579] ; [17.52631579  9.47368421],0
d4,1,0.172481,1.861247,[21  9] ; [23  4],[23.15789474  6.84210526] ; [20.84210526  6.15789474],0
p10,1,0.172481,1.861247,[ 9 21] ; [ 4 23],[ 6.84210526 23.15789474] ; [ 6.15789474 20.84210526],0
v4,1,0.17344,1.852952,[28  2] ; [22  5],[26.31578947  3.68421053] ; [23.68421053  3.31578947],0
r4,1,0.229025,1.446904,[26  4] ; [20  7],[24.21052632  5.78947368] ; [21.78947368  5.21052632],0
r1,1,0.253692,1.302857,[24  6] ; [18  9],[22.10526316  7.89473684] ; [19.89473684  7.10526316],0
n1,1,0.280425,1.165029,[5 4] ; [2 5],[3.9375 5.0625] ; [3.0625 3.9375],0
u2,1,0.315594,1.007119,[ 4 10] ; [7 8],[5.31034483 8.68965517] ; [5.68965517 9.31034483],0
a1,1,0.352799,0.863365,[ 3 27] ; [ 1 26],[ 2.10526316 27.89473684] ; [ 1.89473684 25.10526316],0
s6,1,0.432337,0.616537,[17 12] ; [13 14],[15.53571429 13.46428571] ; [14.46428571 12.53571429],0
s4,1,0.440109,0.595998,[ 6 23] ; [ 8 19],[ 7.25 21.75] ; [ 6.75 20.25],0
d1,1,0.462196,0.540572,[14 16] ; [10 17],[12.63157895 17.36842105] ; [11.36842105 15.63157895],0
d2,1,0.462196,0.540572,[14 16] ; [10 17],[12.63157895 17.36842105] ; [11.36842105 15.63157895],0
v1,1,0.462196,0.540572,[14 16] ; [10 17],[12.63157895 17.36842105] ; [11.36842105 15.63157895],0
u3,1,0.464214,0.535714,[7 8] ; [9 6],[8. 7.] ; [8. 7.],0
u1,1,0.466671,0.529847,[ 4 26] ; [ 2 25],[ 3.15789474 26.84210526] ; [ 2.84210526 24.15789474],0
s5,1,0.468874,0.524627,[ 5 23] ; [ 7 20],[ 6.10909091 21.89090909] ; [ 5.89090909 21.10909091],0
