Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,41.159067,[ 6 26] ; [97 26],[21.26451613 10.73548387] ; [81.73548387 41.26451613],1
r3,1,0.0,31.203472,[14 18] ; [109  14],[25.39354839  6.60645161] ; [97.60645161 25.39354839],1
p2,1,4e-06,21.467597,[ 8 24] ; [86 37],[19.40645161 12.59354839] ; [74.59354839 48.40645161],1
r2,1,3.5e-05,17.111109,[16 14] ; [106  16],[24.07894737  5.92105263] ; [97.92105263 24.07894737],1
n6,1,0.000126,14.700469,[10 21] ; [85 37],[19.24836601 11.75163399] ; [75.75163399 46.24836601],1
u3,1,0.002128,9.435974,[ 1 13] ; [29 26],[6.08695652 7.91304348] ; [23.91304348 31.08695652],0
s6,1,0.002918,8.858149,[ 6 26] ; [58 63],[13.38562092 18.61437908] ; [50.61437908 70.38562092],0
p7,1,0.007834,7.071044,[ 7 25] ; [59 64],[13.62580645 18.37419355] ; [52.37419355 70.62580645],0
p3,1,0.010418,6.562049,[ 4 28] ; [44 78],[ 9.97402597 22.02597403] ; [38.02597403 83.97402597],0
r1,1,0.014765,5.944326,[14 18] ; [82 40],[19.94805195 12.05194805] ; [76.05194805 45.94805195],0
p9,1,0.014895,5.928813,[ 5 26] ; [47 72],[10.74666667 20.25333333] ; [41.25333333 77.74666667],0
s8,1,0.015387,5.871661,[ 1 31] ; [26 95],[ 5.64705882 26.35294118] ; [21.35294118 99.64705882],0
p4,1,0.017611,5.634439,[ 6 26] ; [51 72],[11.76774194 20.23225806] ; [45.23225806 77.76774194],0
s2,1,0.019452,5.460423,[ 4 28] ; [41 81],[ 9.35064935 22.64935065] ; [35.64935065 86.35064935],0
n3,1,0.028389,4.804266,[ 7 12] ; [33 17],[11.01449275  7.98550725] ; [28.98550725 21.01449275],0
n2,1,0.028389,4.804266,[ 7 12] ; [33 17],[11.01449275  7.98550725] ; [28.98550725 21.01449275],0
p6,1,0.032971,4.547294,[ 3 28] ; [34 87],[ 7.54605263 23.45394737] ; [29.45394737 91.54605263],0
u2,1,0.038521,4.281877,[ 2 12] ; [24 30],[5.35294118 8.64705882] ; [20.64705882 33.35294118],0
p11,1,0.06262,3.466608,[11 21] ; [65 58],[15.69032258 16.30967742] ; [60.30967742 62.69032258],0
u1,1,0.076987,3.127379,[ 1 31] ; [ 18 105],[ 3.92258065 28.07741935] ; [ 15.07741935 107.92258065],0
s7,1,0.079216,3.080905,[ 4 26] ; [34 83],[ 7.75510204 22.24489796] ; [30.24489796 86.75510204],0
v1,1,0.081913,3.026526,[ 5 26] ; [39 83],[ 8.91503268 22.08496732] ; [35.08496732 86.91503268],0
p8,1,0.096688,2.759341,[ 5 26] ; [38 84],[ 8.7124183 22.2875817] ; [34.2875817 87.7124183],0
v2,1,0.150514,2.067039,[ 7 25] ; [43 79],[10.38961039 21.61038961] ; [39.61038961 82.38961039],0
s3,1,0.167577,1.904489,[ 9 22] ; [52 70],[12.35947712 18.64052288] ; [48.64052288 73.35947712],0
d5,1,0.170049,1.882509,[18 14] ; [85 38],[21.26451613 10.73548387] ; [81.73548387 41.26451613],0
a1,1,0.18146,1.785628,[ 4 28] ; [  7 116],[ 2.27096774 29.72903226] ; [  8.72903226 114.27096774],0
b5,1,0.183444,1.769502,[17 15] ; [81 42],[20.23225806 11.76774194] ; [77.76774194 45.23225806],0
s1,1,0.186154,1.747793,[ 4 28] ; [  7 115],[ 2.28571429 29.71428571] ; [  8.71428571 113.28571429],0
d3,1,0.212184,1.556462,[14 18] ; [69 54],[17.13548387 14.86451613] ; [65.86451613 57.13548387],0
a7,1,0.226486,1.462797,[16 16] ; [76 47],[18.99354839 13.00645161] ; [73.00645161 49.99354839],0
a5,1,0.236321,1.402406,[15 17] ; [72 51],[17.96129032 14.03870968] ; [69.03870968 53.96129032],0
d4,1,0.276873,1.182376,[20 12] ; [89 34],[22.50322581  9.49677419] ; [86.49677419 36.50322581],0
a2,1,0.283559,1.149951,[ 3 29] ; [ 21 102],[ 4.95483871 27.04516129] ; [ 19.04516129 103.95483871],0
d1,1,0.414907,0.664695,[12 20] ; [56 67],[14.03870968 17.96129032] ; [53.96129032 69.03870968],0
s5,1,0.415435,0.663193,[ 4 28] ; [22 96],[ 5.54666667 26.45333333] ; [20.45333333 97.54666667],0
n1,1,0.463198,0.538156,[ 6 13] ; [21 30],[ 7.32857143 11.67142857] ; [19.67142857 31.32857143],0
b2,1,0.499917,0.455112,[ 7 16] ; [29 47],[ 8.36363636 14.63636364] ; [27.63636364 48.36363636],0
