Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2.8e-05,17.529506,[ 4 23] ; [25 12],[12.234375 14.765625] ; [16.765625 20.234375],1
p3,1,0.000226,13.600936,[ 6 22] ; [25 12],[13.35384615 14.64615385] ; [17.64615385 19.35384615],1
p6,1,0.000898,11.026103,[ 3 25] ; [18 18],[ 9.1875 18.8125] ; [11.8125 24.1875],1
p4,1,0.004632,8.017614,[ 9 19] ; [25 12],[14.64615385 13.35384615] ; [19.35384615 17.64615385],0
p2,1,0.017461,5.649388,[16 12] ; [31  6],[20.24615385  7.75384615] ; [26.75384615 10.24615385],0
p11,1,0.034197,4.48485,[15 13] ; [29  8],[18.95384615  9.04615385] ; [25.04615385 11.95384615],0
b4,1,0.062189,3.478031,[15 13] ; [28  9],[18.52307692  9.47692308] ; [24.47692308 12.52307692],0
a5,1,0.062189,3.478031,[15 13] ; [28  9],[18.52307692  9.47692308] ; [24.47692308 12.52307692],0
v4,1,0.088794,2.896099,[24  4] ; [35  1],[25.8125  2.1875] ; [33.1875  2.8125],0
s6,1,0.12363,2.370725,[22  6] ; [34  3],[24.12307692  3.87692308] ; [31.87692308  5.12307692],0
n3,1,0.125695,2.344877,[5 7] ; [10  4],[6.92307692 5.07692308] ; [8.07692308 5.92307692],0
r4,1,0.130845,2.282453,[21  7] ; [33  4],[23.26153846  4.73846154] ; [30.73846154  6.26153846],0
s8,1,0.141912,2.157106,[10 18] ; [20 17],[12.92307692 15.07692308] ; [17.07692308 19.92307692],0
p1,1,0.160211,1.97223,[ 2 26] ; [ 7 29],[ 3.9375 24.0625] ; [ 5.0625 30.9375],0
s3,1,0.207673,1.587576,[16 12] ; [26 10],[18.375  9.625] ; [23.625 12.375],0
p9,1,0.208962,1.578604,[20  7] ; [32  5],[21.9375  5.0625] ; [30.0625  6.9375],0
s7,1,0.215674,1.532925,[10 17] ; [18 16],[12.39344262 14.60655738] ; [15.60655738 18.39344262],0
p10,1,0.230186,1.439711,[20  8] ; [31  6],[21.96923077  6.03076923] ; [29.03076923  7.96923077],0
v2,1,0.23453,1.413178,[12 15] ; [22 15],[14.34375 12.65625] ; [19.65625 17.34375],0
v3,1,0.234563,1.412978,[ 6 21] ; [13 23],[ 8.14285714 18.85714286] ; [10.85714286 25.14285714],0
r1,1,0.248524,1.331582,[16 11] ; [27 10],[18.140625  8.859375] ; [24.859375 12.140625],0
n5,1,0.271187,1.210731,[ 5 23] ; [11 26],[ 6.89230769 21.10769231] ; [ 9.10769231 27.89230769],0
n6,1,0.3727,0.794644,[19  9] ; [28  8],[20.5625  7.4375] ; [26.4375  9.5625],0
d5,1,0.384902,0.754987,[23  5] ; [27 10],[21.53846154  6.46153846] ; [28.46153846  8.53846154],0
d4,1,0.411954,0.673156,[26  2] ; [32  5],[24.98461538  3.01538462] ; [33.01538462  3.98461538],0
u3,1,0.420345,0.649351,[8 3] ; [8 6],[7.04 3.96] ; [8.96 5.04],0
d2,1,0.447423,0.577172,[14 14] ; [15 22],[12.49230769 15.50769231] ; [16.50769231 20.49230769],0
a6,1,0.452071,0.565453,[17 11] ; [19 18],[15.50769231 12.49230769] ; [20.49230769 16.50769231],0
u1,1,0.524796,0.404457,[ 3 25] ; [ 6 31],[ 3.87692308 24.12307692] ; [ 5.12307692 31.87692308],0
b5,1,0.542567,0.370804,[15 13] ; [17 20],[13.78461538 14.21538462] ; [18.21538462 18.78461538],0
b3,1,0.563293,0.334035,[7 8] ; [ 7 12],[6.17647059 8.82352941] ; [ 7.82352941 11.17647059],0
b2,1,0.563293,0.334035,[7 8] ; [ 7 12],[6.17647059 8.82352941] ; [ 7.82352941 11.17647059],0
n1,1,0.581206,0.304289,[6 7] ; [5 9],[5.2962963 7.7037037] ; [5.7037037 8.2962963],0
d1,1,0.591292,0.288331,[17 11] ; [20 17],[15.93846154 12.06153846] ; [21.06153846 15.93846154],0
d3,1,0.609424,0.261015,[18 10] ; [26 11],[18.95384615  9.04615385] ; [25.04615385 11.95384615],0
a1,1,0.612932,0.255928,[ 2 26] ; [ 4 33],[ 2.58461538 25.41538462] ; [ 3.41538462 33.58461538],0
a2,1,0.62179,0.24336,[ 4 24] ; [ 7 30],[ 4.73846154 23.26153846] ; [ 6.26153846 30.73846154],0
s4,1,0.69207,0.156853,[10 18] ; [15 22],[10.76923077 17.23076923] ; [14.23076923 22.76923077],0
b1,1,0.738398,0.11154,[ 8 20] ; [12 25],[ 8.61538462 19.38461538] ; [11.38461538 25.61538462],0
a4,1,0.7485,0.102795,[11 17] ; [16 21],[11.63076923 16.36923077] ; [15.36923077 21.63076923],0
r2,1,0.794679,0.067725,[26  2] ; [34  2],[26.25  1.75] ; [33.75  2.25],0
a3,1,0.794679,0.067725,[17 11] ; [23 13],[17.5 10.5] ; [22.5 13.5],0
u2,1,0.821348,0.050991,[5 6] ; [7 7],[5.28 5.72] ; [6.72 7.28],0
s1,1,0.84083,0.040334,[ 1 27] ; [ 1 36],[ 0.86153846 27.13846154] ; [ 1.13846154 35.86153846],0
p5,1,0.885014,0.020914,[ 2 26] ; [ 3 34],[ 2.15384615 25.84615385] ; [ 2.84615385 34.15384615],0
p12,1,0.885014,0.020914,[ 2 26] ; [ 3 34],[ 2.15384615 25.84615385] ; [ 2.84615385 34.15384615],0
n2,1,0.900552,0.015616,[9 4] ; [10  4],[9.14814815 3.85185185] ; [9.85185185 4.14814815],0
v1,1,0.949673,0.003984,[13 15] ; [17 19],[13.125 14.875] ; [16.875 19.125],0
s2,1,0.961433,0.002338,[18 10] ; [24 13],[18.09230769  9.90769231] ; [23.90769231 13.09230769],0
a7,1,0.980278,0.000611,[19  9] ; [25 12],[18.95384615  9.04615385] ; [25.04615385 11.95384615],0
