Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,9.4e-05,15.259516,[38 13] ; [13 26],[28.9 22.1] ; [22.1 16.9],1
v1,1,0.001637,9.917339,[40 11] ; [17 20],[33.03409091 17.96590909] ; [23.96590909 13.03409091],0
r4,1,0.017412,5.654368,[48  3] ; [30  9],[44.2  6.8] ; [33.8  5.2],0
r1,1,0.02661,4.915966,[44  7] ; [26 13],[39.66666667 11.33333333] ; [30.33333333  8.66666667],0
s5,1,0.034725,4.458667,[36 14] ; [19 19],[31.25 18.75] ; [23.75 14.25],0
p8,1,0.042038,4.133679,[44  7] ; [26 12],[40.11235955 10.88764045] ; [29.88764045  8.11235955],0
v4,1,0.043386,4.080289,[49  1] ; [34  5],[46.62921348  3.37078652] ; [36.37078652  2.62921348],0
s8,1,0.055038,3.680929,[32 17] ; [17 21],[27.59770115 21.40229885] ; [21.40229885 16.59770115],0
p4,1,0.055742,3.659754,[44  5] ; [29 10],[40.64772727  8.35227273] ; [32.35227273  6.64772727],0
s2,1,0.083834,2.988954,[31 19] ; [17 22],[26.96629213 23.03370787] ; [21.03370787 17.96629213],0
n6,1,0.115808,2.473116,[48  2] ; [33  5],[46.02272727  3.97727273] ; [34.97727273  3.02272727],0
a4,1,0.135433,2.229102,[25 26] ; [13 26],[21.53333333 29.46666667] ; [16.46666667 22.53333333],0
r3,1,0.145114,2.122878,[47  3] ; [33  6],[44.94382022  5.05617978] ; [35.05617978  3.94382022],0
d5,1,0.163254,1.943827,[42  8] ; [28 11],[39.3258427 10.6741573] ; [30.6741573  8.3258427],0
n2,1,0.189717,1.71981,[8 1] ; [9 5],[6.65217391 2.34782609] ; [10.34782609  3.65217391],0
p7,1,0.198608,1.652579,[41  9] ; [26 11],[38.50574713 11.49425287] ; [28.49425287  8.50574713],0
s7,1,0.205709,1.601369,[36 11] ; [23 13],[33.40963855 13.59036145] ; [25.59036145 10.40963855],0
u2,1,0.205903,1.6,[9 3] ; [6 6],[7.5 4.5] ; [7.5 4.5],0
a5,1,0.222112,1.490672,[41 10] ; [27 12],[38.53333333 12.46666667] ; [29.46666667  9.53333333],0
p12,1,0.234475,1.413507,[15 36] ; [ 7 31],[12.60674157 38.39325843] ; [ 9.39325843 28.60674157],0
p6,1,0.236303,1.402512,[32 18] ; [19 18],[29.31034483 20.68965517] ; [21.68965517 15.31034483],0
p10,1,0.254096,1.300642,[46  4] ; [32  6],[44.31818182  5.68181818] ; [33.68181818  4.31818182],0
n4,1,0.259275,1.272624,[47  4] ; [33  6],[45.33333333  5.66666667] ; [34.66666667  4.33333333],0
a6,1,0.337311,0.920625,[27 23] ; [25 14],[29.21348315 20.78651685] ; [22.78651685 16.21348315],0
b5,1,0.340126,0.909955,[21 30] ; [20 19],[23.23333333 27.76666667] ; [17.76666667 21.23333333],0
d1,1,0.367342,0.812637,[31 20] ; [20 19],[28.9 22.1] ; [22.1 16.9],0
n1,1,0.375399,0.785714,[3 5] ; [8 6],[4. 4.] ; [7. 7.],0
p1,1,0.383926,0.758093,[16 35] ; [ 9 30],[14.16666667 36.83333333] ; [10.83333333 28.16666667],0
a2,1,0.391902,0.733032,[ 7 44] ; [ 8 31],[ 8.5 42.5] ; [ 6.5 32.5],0
p11,1,0.408252,0.683886,[45  6] ; [32  7],[43.63333333  7.36666667] ; [33.36666667  5.63333333],0
p9,1,0.431207,0.619569,[46  5] ; [36  2],[46.98876404  4.01123596] ; [35.01123596  2.98876404],0
a3,1,0.441512,0.592349,[39 12] ; [27 12],[37.4 13.6] ; [28.6 10.4],0
s1,1,0.44262,0.589481,[ 3 48] ; [ 4 35],[ 3.96666667 47.03333333] ; [ 3.03333333 35.96666667],0
p2,1,0.480817,0.497009,[43  8] ; [34  4],[44.12359551  6.87640449] ; [32.87640449  5.12359551],0
b4,1,0.487222,0.482655,[29 22] ; [25 14],[30.6 20.4] ; [23.4 15.6],0
p3,1,0.500751,0.453345,[39 11] ; [28 11],[37.64044944 12.35955056] ; [29.35955056  9.64044944],0
s3,1,0.513953,0.426011,[31 18] ; [22 17],[29.51136364 19.48863636] ; [23.48863636 15.51136364],0
d4,1,0.582253,0.302606,[42  8] ; [31  8],[41.01123596  8.98876404] ; [31.98876404  7.01123596],0
a8,1,0.616513,0.250799,[ 6 41] ; [ 6 30],[ 6.79518072 40.20481928] ; [ 5.20481928 30.79518072],0
r2,1,0.620187,0.245604,[46  5] ; [33  5],[45.26966292  5.73033708] ; [33.73033708  4.26966292],0
n5,1,0.651815,0.20362,[46  5] ; [34  5],[45.33333333  5.66666667] ; [34.66666667  4.33333333],0
u3,1,0.67329,0.177778,[8 4] ; [7 5],[7.5 4.5] ; [7.5 4.5],0
n3,1,0.675447,0.175296,[5 4] ; [9 5],[5.47826087 3.52173913] ; [8.52173913 5.47826087],0
b1,1,0.699244,0.14926,[23 28] ; [16 23],[22.1 28.9] ; [16.9 22.1],0
u4,1,0.72221,0.126385,[ 2 49] ; [ 1 38],[ 1.7 49.3] ; [ 1.3 37.7],0
d3,1,0.793328,0.068639,[32 18] ; [26 13],[32.58426966 17.41573034] ; [25.41573034 13.58426966],0
b2,1,0.802312,0.062678,[19 20] ; [14 13],[19.5 19.5] ; [13.5 13.5],0
b3,1,0.802312,0.062678,[19 20] ; [14 13],[19.5 19.5] ; [13.5 13.5],0
a1,1,0.821496,0.050905,[ 6 45] ; [ 4 35],[ 5.66666667 45.33333333] ; [ 4.33333333 34.66666667],0
