Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,34.273835,[26 33] ; [103  17],[42.51955307 16.48044693] ; [86.48044693 33.51955307],1
p10,1,1.9e-05,18.273117,[32 27] ; [100  19],[43.75280899 15.24719101] ; [88.24719101 30.75280899],1
a5,1,0.000357,12.742376,[29 30] ; [91 29],[39.55307263 19.44692737] ; [80.44692737 39.55307263],1
d5,1,0.000442,12.345712,[33 25] ; [98 22],[42.68539326 15.31460674] ; [88.31460674 31.68539326],1
v1,1,0.000488,12.161063,[18 39] ; [71 48],[28.82386364 28.17613636] ; [60.17613636 58.82386364],1
v3,1,0.00071,11.463751,[12 44] ; [57 61],[22.20689655 33.79310345] ; [46.79310345 71.20689655],1
p9,1,0.001471,10.114868,[37 22] ; [100  19],[45.41011236 13.58988764] ; [91.58988764 27.41011236],0
a4,1,0.011419,6.398887,[15 44] ; [54 66],[22.74301676 36.25698324] ; [46.25698324 73.74301676],0
n6,1,0.016167,5.784658,[41 18] ; [101  18],[47.06741573 11.93258427] ; [94.93258427 24.06741573],0
p3,1,0.022213,5.229029,[25 34] ; [72 47],[32.15168539 26.84831461] ; [64.84831461 54.15168539],0
d2,1,0.033122,4.53947,[21 38] ; [63 57],[27.68715084 31.31284916] ; [56.31284916 63.68715084],0
p5,1,0.041609,4.151032,[ 1 58] ; [ 12 106],[ 4.33333333 54.66666667] ; [  8.66666667 109.33333333],0
p8,1,0.051947,3.777459,[29 29] ; [77 41],[34.93181818 23.06818182] ; [71.06818182 46.93181818],0
d1,1,0.056666,3.632366,[26 33] ; [71 49],[31.97206704 27.02793296] ; [65.02793296 54.97206704],0
b2,1,0.058617,3.576088,[ 8 24] ; [35 44],[12.3963964 19.6036036] ; [30.6036036 48.3963964],0
b3,1,0.058617,3.576088,[ 8 24] ; [35 44],[12.3963964 19.6036036] ; [30.6036036 48.3963964],0
a2,1,0.059144,3.56124,[ 6 53] ; [26 94],[10.54748603 48.45251397] ; [21.45251397 98.54748603],0
a6,1,0.060331,3.528249,[34 25] ; [86 34],[39.55307263 19.44692737] ; [80.44692737 39.55307263],0
s8,1,0.06916,3.302844,[ 9 50] ; [33 87],[13.84357542 45.15642458] ; [28.15642458 91.84357542],0
u1,1,0.092149,2.836429,[ 3 56] ; [ 16 104],[ 6.26256983 52.73743017] ; [ 12.73743017 107.26256983],0
p11,1,0.124135,2.364353,[44 15] ; [101  19],[47.79329609 11.20670391] ; [97.20670391 22.79329609],0
v2,1,0.129796,2.29494,[29 28] ; [73 43],[33.60693642 23.39306358] ; [68.39306358 47.60693642],0
p4,1,0.150835,2.063791,[30 28] ; [75 44],[34.40677966 23.59322034] ; [70.59322034 48.40677966],0
s5,1,0.246182,1.34484,[ 6 53] ; [ 20 100],[ 8.5698324 50.4301676] ; [ 17.4301676 102.5698324],0
n1,1,0.249325,1.327083,[ 3 12] ; [ 9 15],[ 4.61538462 10.38461538] ; [ 7.38461538 16.61538462],0
s2,1,0.259869,1.269454,[10 49] ; [29 90],[12.92696629 46.07303371] ; [26.07303371 92.92696629],0
u3,1,0.300806,1.070616,[ 6 13] ; [17 20],[ 7.80357143 11.19642857] ; [15.19642857 21.80357143],0
s7,1,0.323852,0.973327,[13 44] ; [33 77],[15.7005988 41.2994012] ; [30.2994012 79.7005988],0
b5,1,0.326472,0.96284,[37 22] ; [66 54],[33.94972067 25.05027933] ; [69.05027933 50.94972067],0
p6,1,0.327412,0.959106,[18 38] ; [47 71],[20.91954023 35.08045977] ; [44.08045977 73.91954023],0
r1,1,0.372574,0.795061,[42 17] ; [92 27],[44.41573034 14.58426966] ; [89.58426966 29.41573034],0
s1,1,0.37827,0.776316,[ 3 56] ; [  3 115],[ 2. 57.] ; [  4. 114.],0
p12,1,0.383026,0.760968,[ 1 58] ; [  5 114],[ 1.98876404 57.01123596] ; [  4.01123596 114.98876404],0
r4,1,0.419542,0.651599,[49 10] ; [105  15],[50.75977654  8.24022346] ; [103.24022346  16.75977654],0
s4,1,0.431136,0.619761,[ 3 56] ; [ 10 110],[ 4.2849162 54.7150838] ; [  8.7150838 111.2849162],0
a8,1,0.507553,0.439109,[ 6 50] ; [15 89],[ 7.35 48.65] ; [13.65 90.35],0
v4,1,0.516152,0.421575,[54  5] ; [112   7],[55.02247191  3.97752809] ; [110.97752809   8.02247191],0
d4,1,0.523781,0.406442,[42 17] ; [90 29],[43.75280899 15.24719101] ; [88.24719101 30.75280899],0
n2,1,0.663911,0.188808,[10  5] ; [19  7],[10.6097561  4.3902439] ; [18.3902439  7.6097561],0
r3,1,0.685653,0.163832,[53  6] ; [110  10],[53.72625698  5.27374302] ; [109.27374302  10.72625698],0
u2,1,0.702767,0.145609,[ 9 10] ; [19 17],[9.67272727 9.32727273] ; [18.32727273 17.67272727],0
a1,1,0.734144,0.11534,[ 2 57] ; [  3 117],[ 1.64804469 57.35195531] ; [  3.35195531 116.64804469],0
