Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,64.000105,[147 129] ; [ 18 123],[109.20863309 166.79136691] ; [55.79136691 85.20863309],1
a3,1,0.0,51.916811,[215  61] ; [60 81],[182.01438849  93.98561151] ; [92.98561151 48.01438849],1
d2,1,0.0,45.38243,[154 120] ; [ 30 110],[121.77777778 152.22222222] ; [62.22222222 77.77777778],1
d1,1,0.0,44.997218,[176 100] ; [ 41 100],[143.62589928 132.37410072] ; [73.37410072 67.62589928],1
a6,1,0.0,33.706065,[212  63] ; [69 72],[185.75721154  89.24278846] ; [95.24278846 45.75721154],1
n4,1,0.0,27.462898,[215  61] ; [74 66],[191.74038462  84.25961538] ; [97.25961538 42.74038462],1
d5,1,1e-06,25.188211,[230  45] ; [86 54],[209.39759036  65.60240964] ; [106.60240964  33.39759036],1
d4,1,1e-06,24.309412,[232  43] ; [88 52],[212.04819277  62.95180723] ; [107.95180723  32.04819277],1
u1,1,2e-06,22.441233,[ 55 221] ; [  4 137],[ 39.05035971 236.94964029] ; [ 19.94964029 121.05035971],1
r1,1,6.2e-05,16.053505,[223  52] ; [89 52],[206.25  68.75] ; [105.75  35.25],1
r2,1,8.2e-05,15.502131,[263  10] ; [120  20],[253.16949153  19.83050847] ; [129.83050847  10.16949153],1
r4,1,0.000174,14.092061,[253  23] ; [111  30],[240.92086331  35.07913669] ; [123.07913669  17.92086331],1
d3,1,0.000234,13.53826,[200  75] ; [76 63],[183.33333333  91.66666667] ; [92.66666667 46.33333333],1
p10,1,0.000322,12.936036,[216  57] ; [87 52],[200.77427184  72.22572816] ; [102.22572816  36.77427184],1
p9,1,0.00067,11.57174,[221  50] ; [91 46],[207.23529412  63.76470588] ; [104.76470588  32.23529412],1
s7,1,0.001719,9.827527,[127 135] ; [44 93],[112.28571429 149.71428571] ; [58.71428571 78.28571429],0
v2,1,0.003093,8.752009,[121 145] ; [40 93],[107.33333333 158.66666667] ; [53.66666667 79.33333333],0
p3,1,0.005095,7.845533,[125 150] ; [44 97],[111.71875 163.28125] ; [57.28125 83.71875],0
s6,1,0.007862,7.064662,[174  98] ; [70 69],[161.47931873 110.52068127] ; [82.52068127 56.47931873],0
p4,1,0.008164,6.997051,[151 123] ; [57 81],[138.33009709 135.66990291] ; [69.66990291 68.33009709],0
b2,1,0.008543,6.916008,[ 54 103] ; [13 61],[ 45.53679654 111.46320346] ; [21.46320346 52.53679654],0
