Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,49.610578,[36 32] ; [147  11],[55.0619469 12.9380531] ; [127.9380531  30.0619469],1
r2,1,1e-06,25.135264,[50 18] ; [149   6],[60.68161435  7.31838565] ; [138.31838565  16.68161435],1
p10,1,0.000702,11.482818,[42 26] ; [129  27],[51.91071429 16.08928571] ; [119.08928571  36.91071429],1
d5,1,0.00079,11.264862,[40 28] ; [126  31],[50.16888889 17.83111111] ; [115.83111111  41.16888889],1
v4,1,0.000844,11.140974,[55 13] ; [150   8],[61.68141593  6.31858407] ; [143.31858407  14.68141593],1
a5,1,0.000889,11.046414,[36 32] ; [119  39],[46.63716814 21.36283186] ; [108.36283186  49.63716814],1
s8,1,0.000981,10.862482,[21 47] ; [86 71],[32.33777778 35.66222222] ; [74.66222222 82.33777778],1
v1,1,0.001086,10.675473,[21 45] ; [86 68],[32.1 33.9] ; [74.9 79.1],0
s6,1,0.002487,9.149995,[32 34] ; [107  46],[41.89041096 24.10958904] ; [97.10958904 55.89041096],0
d4,1,0.003406,8.575987,[42 26] ; [126  31],[50.77333333 17.22666667] ; [117.22666667  39.77333333],0
s7,1,0.004754,7.970813,[24 41] ; [89 65],[33.53881279 31.46118721] ; [79.46118721 74.53881279],0
s5,1,0.005603,7.673684,[15 49] ; [66 86],[24. 40.] ; [57. 95.],0
b2,1,0.005705,7.641262,[11 33] ; [52 53],[18.60402685 25.39597315] ; [44.39597315 60.60402685],0
b3,1,0.005705,7.641262,[11 33] ; [52 53],[18.60402685 25.39597315] ; [44.39597315 60.60402685],0
r3,1,0.00652,7.400587,[55 13] ; [147  11],[60.77876106  7.22123894] ; [141.22123894  16.77876106],0
p7,1,0.009125,6.798147,[33 34] ; [105  50],[41.64864865 25.35135135] ; [96.35135135 58.64864865],0
n4,1,0.013269,6.132889,[48 20] ; [134  24],[54.76106195 13.23893805] ; [127.23893805  30.76106195],0
a3,1,0.013865,6.055291,[39 28] ; [118  40],[46.75111111 20.24888889] ; [110.24888889  47.75111111],0
v3,1,0.017891,5.606828,[19 49] ; [69 85],[26.95495495 41.04504505] ; [61.04504505 92.95495495],0
p11,1,0.020053,5.407264,[47 21] ; [131  27],[53.55752212 14.44247788] ; [124.44247788  33.55752212],0
p3,1,0.026417,4.928515,[25 43] ; [83 74],[32.64 35.36] ; [75.36 81.64],0
d1,1,0.029528,4.736565,[25 43] ; [83 75],[32.49557522 35.50442478] ; [75.50442478 82.49557522],0
