Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,55.172727,[90  9] ; [ 6 21],[75.42857143 23.57142857] ; [20.57142857  6.42857143],1
s6,1,0.337752,0.918947,[67 30] ; [16 11],[64.92741935 32.07258065] ; [18.07258065  8.92741935],0
v2,1,0.363709,0.825047,[45 51] ; [10 17],[42.92682927 53.07317073] ; [12.07317073 14.92682927],0
p6,1,0.387656,0.746283,[47 51] ; [10 16],[45.0483871 52.9516129] ; [11.9516129 14.0483871],0
n6,1,0.394709,0.724385,[83 15] ; [21  6],[81.536 16.464] ; [22.464  4.536],0
d5,1,0.410004,0.678788,[69 30] ; [21  6],[70.71428571 28.28571429] ; [19.28571429  7.71428571],0
u3,1,0.42872,0.626289,[29 19] ; [10 10],[27.52941176 20.47058824] ; [11.47058824  8.52941176],0
n2,1,0.430412,0.621711,[14  7] ; [5 1],[14.77777778  6.22222222] ; [4.22222222 1.77777778],0
p5,1,0.433683,0.612939,[21 76] ; [ 4 23],[19.55645161 77.44354839] ; [ 5.44354839 21.55645161],0
s3,1,0.44001,0.596256,[52 46] ; [16 10],[53.74193548 44.25806452] ; [14.25806452 11.74193548],0
s2,1,0.456767,0.553805,[50 49] ; [11 15],[48.312 50.688] ; [12.688 13.312],0
b5,1,0.504106,0.446281,[62 37] ; [15 12],[60.5 38.5] ; [16.5 10.5],0
a1,1,0.611025,0.258684,[ 2 97] ; [ 1 26],[ 2.35714286 96.64285714] ; [ 0.64285714 26.35714286],0
u1,1,0.611025,0.258684,[ 2 97] ; [ 1 26],[ 2.35714286 96.64285714] ; [ 0.64285714 26.35714286],0
s7,1,0.618441,0.248065,[44 48] ; [11 15],[42.88135593 49.11864407] ; [12.11864407 13.88135593],0
p7,1,0.643788,0.213822,[68 29] ; [17  9],[67.03252033 29.96747967] ; [17.96747967  8.03252033],0
d1,1,0.699103,0.149407,[37 62] ; [ 9 18],[36.14285714 62.85714286] ; [ 9.85714286 17.14285714],0
a7,1,0.703565,0.14479,[62 36] ; [16 11],[61.152 36.848] ; [16.848 10.152],0
d3,1,0.749465,0.101981,[62 37] ; [16 11],[61.28571429 37.71428571] ; [16.71428571 10.28571429],0
s8,1,0.751256,0.100478,[40 59] ; [10 17],[39.28571429 59.71428571] ; [10.71428571 16.28571429],0
s1,1,0.755991,0.096565,[ 5 92] ; [ 1 26],[ 4.69354839 92.30645161] ; [ 1.30645161 25.69354839],0
r3,1,0.763443,0.090579,[93  5] ; [26  1],[93.296  4.704] ; [25.704  1.296],0
b4,1,0.802046,0.062851,[56 43] ; [16 11],[56.57142857 42.42857143] ; [15.42857143 11.57142857],0
n3,1,0.815276,0.054581,[14  7] ; [5 2],[14.25  6.75] ; [4.75 2.25],0
p2,1,0.82045,0.051514,[86 13] ; [23  4],[85.64285714 13.35714286] ; [23.35714286  3.64285714],0
p3,1,0.823784,0.049587,[61 38] ; [16 11],[60.5 38.5] ; [16.5 10.5],0
s5,1,0.83331,0.044293,[27 66] ; [ 7 19],[26.57142857 66.42857143] ; [ 7.42857143 18.57142857],0
a8,1,0.875531,0.024535,[12 79] ; [ 3 22],[11.76724138 79.23275862] ; [ 3.23275862 21.76724138],0
v3,1,0.954988,0.003186,[35 58] ; [10 17],[34.875 58.125] ; [10.125 16.875],0
p1,1,1.0,0.0,[11 88] ; [ 3 24],[11. 88.] ; [ 3. 24.],0
n1,1,1.0,0.0,[ 9 12] ; [3 4],[ 9. 12.] ; [3. 4.],0
