Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000181,14.020421,[79 70] ; [ 56 117],[62.4689441 86.5310559] ; [ 72.5310559 100.4689441],1
a8,1,0.479202,0.500678,[ 23 111] ; [ 24 145],[ 20.78547855 113.21452145] ; [ 26.21452145 142.78547855],0
a7,1,0.479547,0.499893,[109  41] ; [123  55],[106.09756098  43.90243902] ; [125.90243902  52.09756098],0
d2,1,0.50719,0.439861,[70 80] ; [ 77 102],[67.0212766 82.9787234] ; [79.9787234 99.0212766],0
b1,1,0.553804,0.350547,[63 87] ; [81 98],[65.65349544 84.34650456] ; [ 78.34650456 100.65349544],0
s7,1,0.556547,0.345718,[67 75] ; [75 96],[64.42172524 77.57827476] ; [77.57827476 93.42172524],0
s4,1,0.608086,0.262972,[ 32 116] ; [ 34 142],[ 30.14814815 117.85185185] ; [ 35.85185185 140.14814815],0
s2,1,0.635652,0.224474,[76 74] ; [86 93],[73.86018237 76.13981763] ; [88.13981763 90.86018237],0
a6,1,0.651053,0.204575,[97 53] ; [120  59],[98.93617021 51.06382979] ; [118.06382979  60.93617021],0
s3,1,0.652331,0.202974,[80 69] ; [100  78],[82.01834862 66.98165138] ; [97.98165138 80.01834862],0
p2,1,0.688811,0.160375,[132  18] ; [154  24],[130.79268293  19.20731707] ; [155.20731707  22.79268293],0
a1,1,0.735078,0.1145,[  7 143] ; [  7 172],[  6.38297872 143.61702128] ; [  7.61702128 171.38297872],0
p1,1,0.882702,0.02177,[  9 141] ; [ 10 168],[  8.68902439 141.31097561] ; [ 10.31097561 167.68902439],0
p8,1,0.991573,0.000112,[95 55] ; [112  65],[94.95412844 55.04587156] ; [112.04587156  64.95412844],0
s1,1,0.996984,1.4e-05,[  5 143] ; [  6 172],[  4.99386503 143.00613497] ; [  6.00613497 171.99386503],0
