Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000181,14.020421,[79 70] ; [ 56 117],[62.4689441 86.5310559] ; [ 72.5310559 100.4689441],1
a3,1,0.000748,11.367246,[118  32] ; [110  69],[103.95136778  46.04863222] ; [124.04863222  54.95136778],1
n5,1,0.000917,10.988845,[118  30] ; [112  66],[104.41717791  43.58282209] ; [125.58282209  52.41717791],1
s5,1,0.001271,10.384292,[65 82] ; [ 47 127],[51.28971963 95.71028037] ; [ 60.71028037 113.28971963],0
n1,1,0.00199,9.558746,[17 12] ; [11 36],[10.68421053 18.31578947] ; [17.31578947 29.68421053],0
r1,1,0.002278,9.310957,[126  22] ; [127  52],[114.50764526  33.49235474] ; [138.49235474  40.50764526],0
u1,1,0.004809,7.949858,[ 33 117] ; [ 19 160],[ 23.70820669 126.29179331] ; [ 28.29179331 150.70820669],0
p10,1,0.006856,7.310218,[127  20] ; [133  46],[117.2392638  29.7607362] ; [142.7607362  36.2392638],0
s8,1,0.007012,7.269783,[73 76] ; [ 61 117],[61.05810398 87.94189602] ; [ 72.94189602 105.05810398],0
p9,1,0.015664,5.84018,[130  19] ; [136  41],[121.57668712  27.42331288] ; [144.42331288  32.57668712],0
b3,1,0.016485,5.750362,[43 61] ; [24 71],[35.01507538 68.98492462] ; [31.98492462 63.01507538],0
b2,1,0.016485,5.750362,[43 61] ; [24 71],[35.01507538 68.98492462] ; [31.98492462 63.01507538],0
a4,1,0.016841,5.712912,[71 78] ; [ 62 117],[60.41768293 88.58231707] ; [ 72.58231707 106.41768293],0
s6,1,0.021043,5.323258,[110  38] ; [109  66],[100.34674923  47.65325077] ; [118.65325077  56.34674923],0
d4,1,0.022644,5.195599,[126  24] ; [131  47],[117.5304878  32.4695122] ; [139.4695122  38.5304878],0
p3,1,0.024802,5.037675,[89 61] ; [84 95],[78.87537994 71.12462006] ; [94.12462006 84.87537994],0
a5,1,0.035624,4.414992,[114  36] ; [117  62],[105.31914894  44.68085106] ; [125.68085106  53.31914894],0
n2,1,0.038982,4.261644,[25  4] ; [31 17],[21.09090909  7.90909091] ; [34.90909091 13.09090909],0
p6,1,0.047236,3.936961,[79 68] ; [ 76 102],[70.10769231 76.89230769] ; [84.89230769 93.10769231],0
p4,1,0.050302,3.83136,[106  44] ; [108  71],[97.56838906 52.43161094] ; [116.43161094  62.56838906],0
b4,1,0.077706,3.112246,[90 60] ; [90 89],[82.0668693 67.9331307] ; [97.9331307 81.0668693],0
n4,1,0.093916,2.80593,[114  34] ; [123  56],[107.26605505  40.73394495] ; [129.73394495  49.26605505],0
b5,1,0.115283,2.48026,[95 55] ; [98 81],[87.99392097 62.00607903] ; [105.00607903  73.99392097],0
a2,1,0.129847,2.294328,[ 38 112] ; [ 33 146],[ 32.37082067 117.62917933] ; [ 38.62917933 140.37082067],0
u3,1,0.149375,2.07862,[20 12] ; [32 36],[16.64 15.36] ; [35.36 32.64],0
d1,1,0.216177,1.529568,[84 66] ; [88 91],[78.41945289 71.58054711] ; [93.58054711 85.41945289],0
d5,1,0.242735,1.364638,[121  29] ; [134  44],[116.61585366  33.38414634] ; [138.38414634  39.61585366],0
r2,1,0.244653,1.353583,[138   9] ; [159  17],[135.16718266  11.83281734] ; [161.83281734  14.16718266],0
n3,1,0.26908,1.221429,[24  4] ; [36 12],[22.10526316  5.89473684] ; [37.89473684 10.10526316],0
r4,1,0.296241,1.091038,[134  16] ; [153  26],[130.85106383  19.14893617] ; [156.14893617  22.85106383],0
r3,1,0.313937,1.014038,[143   7] ; [164  13],[140.82568807   9.17431193] ; [166.17431193  10.82568807],0
v4,1,0.328619,0.954332,[141   7] ; [164  13],[138.89230769   9.10769231] ; [166.10769231  10.89230769],0
p12,1,0.389468,0.740601,[ 10 140] ; [  8 170],[  8.23170732 141.76829268] ; [  9.76829268 168.23170732],0
u2,1,0.392855,0.730087,[15 17] ; [37 29],[16.97959184 15.02040816] ; [35.02040816 30.97959184],0
n6,1,0.411578,0.674238,[124  25] ; [141  36],[121.1196319  27.8803681] ; [143.8803681  33.1196319],0
d3,1,0.429788,0.623397,[102  48] ; [113  64],[98.62385321 51.37614679] ; [116.37614679  60.62385321],0
p11,1,0.449175,0.572733,[120  30] ; [137  42],[117.17325228  32.82674772] ; [139.82674772  39.17325228],0
p5,1,0.477353,0.504904,[ 16 133] ; [ 15 163],[ 14.12538226 134.87461774] ; [ 16.87461774 161.12538226],0
