Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,57.971756,[230  54] ; [52 69],[197.74814815  86.25185185] ; [84.25185185 36.74814815],1
a6,1,0.0,45.446494,[219  64] ; [52 69],[189.83415842  93.16584158] ; [81.16584158 39.83415842],1
a2,1,6e-06,20.641017,[ 89 196] ; [ 12 109],[ 70.89901478 214.10098522] ; [30.10098522 90.89901478],1
u1,1,6e-05,16.102621,[ 67 218] ; [  8 113],[ 52.64778325 232.35221675] ; [22.35221675 98.64778325],1
d1,1,0.000168,14.164284,[191  94] ; [57 64],[174.08866995 110.91133005] ; [73.91133005 47.08866995],1
b5,1,0.001617,9.939873,[180 105] ; [56 65],[165.66502463 119.33497537] ; [70.33497537 50.66502463],0
v2,1,0.003535,8.508278,[169 103] ; [53 62],[156.03100775 115.96899225] ; [65.96899225 49.03100775],0
d4,1,0.009513,6.723914,[249  35] ; [93 27],[240.41584158  43.58415842] ; [101.58415842  18.41584158],0
r4,1,0.014368,5.992316,[268  17] ; [105  16],[261.83497537  23.16502463] ; [111.16502463   9.83497537],0
r2,1,0.023588,5.124654,[275   6] ; [112   8],[271.18952618   9.81047382] ; [115.81047382   4.18952618],0
n6,1,0.036836,4.35796,[250  32] ; [97 23],[243.41791045  38.58208955] ; [103.58208955  16.41791045],0
v4,1,0.040166,4.210849,[276   7] ; [111   8],[272.44029851  10.55970149] ; [114.55970149   4.44029851],0
p4,1,0.044249,4.047044,[187  96] ; [66 53],[178.10696517 104.89303483] ; [74.89303483 44.10696517],0
u3,1,0.049015,3.874824,[53 23] ; [12 13],[48.91089109 27.08910891] ; [16.08910891  8.91089109],0
s7,1,0.051383,3.795734,[172 105] ; [86 33],[180.46969697  96.53030303] ; [77.53030303 41.46969697],0
b2,1,0.052822,3.74954,[ 63 115] ; [42 46],[ 70.26315789 107.73684211] ; [34.73684211 53.26315789],0
b3,1,0.052822,3.74954,[ 63 115] ; [42 46],[ 70.26315789 107.73684211] ; [34.73684211 53.26315789],0
b4,1,0.053364,3.73248,[180 105] ; [64 57],[171.28078818 113.71921182] ; [72.71921182 48.28078818],0
b1,1,0.062196,3.477833,[ 97 188] ; [53 68],[105.2955665 179.7044335] ; [44.7044335 76.2955665],0
s8,1,0.095597,2.777504,[162 121] ; [80 41],[169.51980198 113.48019802] ; [72.48019802 48.51980198],0
p10,1,0.104928,2.628994,[256  27] ; [101  18],[251.32089552  31.67910448] ; [105.67910448  13.32089552],0
p2,1,0.130252,2.289502,[252  32] ; [99 20],[247.35483871  36.64516129] ; [103.64516129  15.35483871],0
p12,1,0.167182,1.908028,[ 38 246] ; [ 10 108],[ 33.91044776 250.08955224] ; [ 14.08955224 103.91044776],0
u2,1,0.188372,1.730302,[50 25] ; [13 12],[47.25 27.75] ; [15.75  9.25],0
r1,1,0.208049,1.584948,[237  46] ; [95 26],[232.56435644  50.43564356] ; [99.43564356 21.56435644],0
d5,1,0.217574,1.5203,[235  49] ; [93 27],[230.57425743  53.42574257] ; [97.42574257 22.57425743],0
a3,1,0.219559,1.507251,[209  75] ; [96 25],[213.87654321  70.12345679] ; [91.12345679 29.87654321],0
p8,1,0.223949,1.478884,[165 118] ; [61 57],[159.49625935 123.50374065] ; [66.50374065 51.49625935],0
a1,1,0.241571,1.371403,[ 13 272] ; [  9 112],[ 15.44334975 269.55665025] ; [  6.55665025 114.44334975],0
n3,1,0.275754,1.187897,[36 10] ; [18  9],[34.02739726 11.97260274] ; [19.97260274  7.02739726],0
s2,1,0.288145,1.128268,[230  55] ; [92 29],[226.03448276  58.96551724] ; [95.96551724 25.03448276],0
s4,1,0.292649,1.107397,[ 55 227] ; [29 91],[ 58.92537313 223.07462687] ; [25.07462687 94.92537313],0
p9,1,0.305707,1.049132,[256  28] ; [104  16],[253.06930693  30.93069307] ; [106.93069307  13.06930693],0
v1,1,0.389626,0.740109,[148 123] ; [70 48],[151.8714653 119.1285347] ; [66.1285347 51.8714653],0
n1,1,0.41308,0.669919,[18 27] ; [13 13],[19.64788732 25.35211268] ; [11.35211268 14.64788732],0
s6,1,0.417051,0.658609,[241  42] ; [95 21],[238.31578947  44.68421053] ; [97.68421053 18.31578947],0
s5,1,0.428788,0.626105,[112 162] ; [52 63],[115.51670951 158.48329049] ; [48.48329049 66.51670951],0
d2,1,0.45318,0.562686,[143 141] ; [56 65],[139.54567901 144.45432099] ; [59.45432099 61.54567901],0
n2,1,0.468174,0.526282,[36 10] ; [23  4],[37.17808219  8.82191781] ; [21.82191781  5.17808219],0
r3,1,0.478816,0.501559,[278   6] ; [117   4],[276.98765432   7.01234568] ; [118.01234568   2.98765432],0
a8,1,0.490301,0.475865,[ 42 224] ; [ 15 100],[ 39.79527559 226.20472441] ; [17.20472441 97.79527559],0
n4,1,0.563712,0.333317,[231  54] ; [101  20],[233.05418719  51.94581281] ; [98.94581281 22.05418719],0
p6,1,0.576366,0.312146,[111 172] ; [49 67],[113.48370927 169.51629073] ; [46.51629073 69.48370927],0
p3,1,0.628726,0.233793,[156 127] ; [63 57],[153.78908189 129.21091811] ; [65.21091811 54.78908189],0
a4,1,0.633094,0.227888,[128 157] ; [57 63],[130.18518519 154.81481481] ; [54.81481481 65.18518519],0
n5,1,0.645489,0.211635,[230  54] ; [94 25],[228.32754342  55.67245658] ; [95.67245658 23.32754342],0
p7,1,0.683979,0.165681,[189  83] ; [83 33],[190.68041237  81.31958763] ; [81.31958763 34.68041237],0
a5,1,0.727809,0.121133,[212  73] ; [88 33],[210.591133  74.408867] ; [89.408867 31.591133],0
s1,1,0.794845,0.067612,[ 11 271] ; [  4 115],[ 10.54862843 271.45137157] ; [  4.45137157 114.54862843],0
p1,1,0.831363,0.04535,[ 23 260] ; [  9 111],[ 22.47146402 260.52853598] ; [  9.52853598 110.47146402],0
v3,1,0.884826,0.020983,[116 155] ; [50 69],[115.34871795 155.65128205] ; [50.65128205 68.34871795],0
p5,1,0.901861,0.015206,[ 37 244] ; [ 15 103],[ 36.62155388 244.37844612] ; [ 15.37844612 102.62155388],0
u4,1,0.93829,0.005994,[  9 276] ; [  4 117],[  9.12561576 275.87438424] ; [  3.87438424 117.12561576],0
