Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,96.758054,[47 67] ; [299  45],[86.12227074 27.87772926] ; [259.87772926  84.12227074],1
v1,1,0.000251,13.404077,[31 79] ; [163 176],[47.52783964 62.47216036] ; [146.47216036 192.52783964],1
a5,1,0.000881,11.062953,[67 47] ; [259  86],[80.96732026 33.03267974] ; [245.03267974  99.96732026],1
p8,1,0.0017,9.848494,[42 72] ; [183 157],[56.49779736 57.50220264] ; [168.50220264 171.49779736],0
p10,1,0.00187,9.673043,[77 35] ; [283  60],[88.61538462 23.38461538] ; [271.38461538  71.61538462],0
p4,1,0.00277,8.952813,[51 63] ; [209 135],[64.71615721 49.28384279] ; [195.28384279 148.71615721],0
s7,1,0.005118,7.837278,[36 77] ; [155 175],[48.72009029 64.27990971] ; [142.27990971 187.72009029],0
p3,1,0.005465,7.718749,[38 76] ; [166 178],[50.77729258 63.22270742] ; [153.22270742 190.77729258],0
p9,1,0.009735,6.682832,[84 28] ; [291  49],[92.92035398 19.07964602] ; [282.07964602  57.92035398],0
a3,1,0.012238,6.276118,[64 49] ; [239 105],[74.92122538 38.07877462] ; [228.07877462 115.92122538],0
s8,1,0.018445,5.553378,[32 81] ; [140 204],[42.52954048 70.47045952] ; [129.47045952 214.52954048],0
s6,1,0.021997,5.245989,[63 49] ; [231 108],[73.01108647 38.98891353] ; [220.98891353 118.01108647],0
p5,1,0.022203,5.22977,[  4 110] ; [ 36 307],[  9.97811816 104.02188184] ; [ 30.02188184 312.97811816],0
d2,1,0.024016,5.093482,[41 73] ; [165 178],[51.38730853 62.61269147] ; [154.61269147 188.38730853],0
a2,1,0.034152,4.487075,[15 99] ; [ 77 268],[22.8496732 91.1503268] ; [ 69.1503268 275.8496732],0
a6,1,0.036677,4.365338,[64 50] ; [231 114],[73.26797386 40.73202614] ; [221.73202614 123.26797386],0
d1,1,0.037653,4.320625,[51 63] ; [193 152],[60.60130719 53.39869281] ; [183.39869281 161.60130719],0
n1,1,0.047919,3.912812,[10 28] ; [35 42],[14.86956522 23.13043478] ; [30.13043478 46.86956522],0
r4,1,0.084403,2.978008,[94 20] ; [306  39],[99.34640523 14.65359477] ; [300.65359477  44.34640523],0
p6,1,0.090455,2.866259,[33 80] ; [130 212],[40.48131868 72.51868132] ; [122.51868132 219.48131868],0
r1,1,0.09087,2.858897,[79 35] ; [264  78],[85.75 28.25] ; [257.25  84.75],0
p11,1,0.096511,2.762276,[82 32] ; [274  71],[88.41830065 25.58169935] ; [267.58169935  77.41830065],0
a8,1,0.099688,2.710531,[ 9 97] ; [ 47 272],[13.96705882 92.03294118] ; [ 42.03294118 276.96705882],0
u1,1,0.100121,2.703616,[ 13 101] ; [ 62 283],[18.62745098 95.37254902] ; [ 56.37254902 288.62745098],0
a4,1,0.100889,2.69143,[41 73] ; [153 189],[48.5 65.5] ; [145.5 196.5],0
d5,1,0.128553,2.309887,[82 31] ; [274  71],[87.83406114 25.16593886] ; [268.16593886  76.83406114],0
p12,1,0.146233,2.111111,[  3 111] ; [ 21 321],[  6. 108.] ; [ 18. 324.],0
s3,1,0.159695,1.977109,[52 60] ; [186 158],[58.45614035 53.54385965] ; [179.54385965 164.45614035],0
p2,1,0.19577,1.673655,[89 25] ; [287  57],[93.58951965 20.41048035] ; [282.41048035  61.58951965],0
s2,1,0.208672,1.580617,[47 66] ; [166 177],[52.78289474 60.21710526] ; [160.21710526 182.78289474],0
v2,1,0.228539,1.44993,[50 62] ; [128 207],[44.59955257 67.40044743] ; [133.40044743 201.59955257],0
b2,1,0.230563,1.437385,[18 42] ; [ 80 128],[21.94029851 38.05970149] ; [ 76.05970149 131.94029851],0
b3,1,0.230563,1.437385,[18 42] ; [ 80 128],[21.94029851 38.05970149] ; [ 76.05970149 131.94029851],0
r2,1,0.253821,1.302149,[99 11] ; [320  23],[101.74392936   8.25607064] ; [317.25607064  25.74392936],0
r3,1,0.278309,1.17533,[109   5] ; [318  25],[106.51641138   7.48358862] ; [320.48358862  22.51641138],0
n2,1,0.303914,1.056942,[25 12] ; [59 18],[27.26315789  9.73684211] ; [56.73684211 20.26315789],0
p1,1,0.351222,0.869036,[  6 108] ; [ 27 316],[  8.23194748 105.76805252] ; [ 24.76805252 318.23194748],0
n3,1,0.40792,0.684854,[29  8] ; [54 22],[27.17699115  9.82300885] ; [55.82300885 20.17699115],0
b4,1,0.486367,0.484553,[69 45] ; [196 149],[65.81699346 48.18300654] ; [199.18300654 145.81699346],0
b1,1,0.508306,0.437553,[40 74] ; [133 212],[42.96732026 71.03267974] ; [130.03267974 214.96732026],0
s4,1,0.51057,0.432898,[21 93] ; [ 72 266],[23.45575221 90.54424779] ; [ 69.54424779 268.45575221],0
p7,1,0.552383,0.353065,[65 49] ; [204 135],[67.69536424 46.30463576] ; [201.30463576 137.69536424],0
s1,1,0.560443,0.338938,[  5 109] ; [ 11 330],[  4.00879121 109.99120879] ; [ 11.99120879 329.00879121],0
s5,1,0.606176,0.265781,[33 76] ; [110 224],[35.18510158 73.81489842] ; [107.81489842 226.18510158],0
b5,1,0.612052,0.257197,[66 48] ; [209 136],[68.30065359 45.69934641] ; [206.69934641 138.30065359],0
