Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000421,12.438781,[ 63 177] ; [27 26],[ 73.72013652 166.27986348] ; [16.27986348 36.72013652],1
n4,1,0.001385,10.226051,[158  86] ; [47  7],[167.85234899  76.14765101] ; [37.14765101 16.85234899],0
p3,1,0.02643,4.927665,[ 80 163] ; [26 27],[ 87.02027027 155.97972973] ; [18.97972973 34.02027027],0
u3,1,0.039939,4.220456,[47 51] ; [14  5],[51.09401709 46.90598291] ; [9.90598291 9.09401709],0
u1,1,0.041269,4.164949,[ 22 222] ; [10 44],[ 26.20134228 217.79865772] ; [ 5.79865772 48.20134228],0
s6,1,0.062627,3.466424,[110 133] ; [32 22],[116.18181818 126.81818182] ; [25.81818182 28.18181818],0
s7,1,0.105833,2.615372,[ 75 159] ; [22 28],[ 79.92253521 154.07746479] ; [17.07746479 32.92253521],0
b1,1,0.138292,2.196862,[104 140] ; [29 25],[108.89932886 135.10067114] ; [24.10067114 29.89932886],0
s8,1,0.142721,2.148375,[ 66 178] ; [20 34],[ 70.41610738 173.58389262] ; [15.58389262 38.41610738],0
r1,1,0.147057,2.102513,[150  93] ; [39 15],[154.63636364  88.36363636] ; [34.36363636 19.63636364],0
a7,1,0.158155,1.99178,[164  79] ; [31 23],[159.54545455  83.45454545] ; [35.45454545 18.54545455],0
n3,1,0.184927,1.757579,[49 35] ; [8 2],[50.93617021 33.06382979] ; [6.06382979 3.93617021],0
p2,1,0.186457,1.745396,[182  61] ; [35 18],[178.14527027  64.85472973] ; [38.85472973 14.14527027],0
p6,1,0.249788,1.324489,[ 55 187] ; [16 37],[ 58.2440678 183.7559322] ; [12.7559322 40.2440678],0
u2,1,0.274994,1.191667,[49 50] ; [12  7],[51.1779661 47.8220339] ; [9.8220339 9.1779661],0
a1,1,0.2984,1.081333,[ 10 234] ; [ 4 50],[ 11.46308725 232.53691275] ; [ 2.53691275 51.46308725],0
p5,1,0.331163,0.944344,[ 14 227] ; [ 5 48],[ 15.57482993 225.42517007] ; [ 3.42517007 49.57482993],0
r2,1,0.336772,0.922681,[206  34] ; [49  5],[208.16326531  31.83673469] ; [46.83673469  7.16326531],0
n2,1,0.337936,0.918245,[49 36] ; [8 3],[50.46875 34.53125] ; [6.53125 4.46875],0
s2,1,0.338352,0.916667,[ 78 165] ; [21 33],[ 81. 162.] ; [18. 36.],0
a5,1,0.351582,0.867737,[146  98] ; [36 18],[149.02013423  94.97986577] ; [32.97986577 21.02013423],0
r4,1,0.369324,0.805937,[180  64] ; [43 11],[182.59060403  61.40939597] ; [40.40939597 13.59060403],0
a3,1,0.377793,0.777871,[144  98] ; [35 18],[146.84067797  95.15932203] ; [32.15932203 20.84067797],0
b5,1,0.40101,0.705297,[155  89] ; [31 23],[152.29530201  91.70469799] ; [33.70469799 20.29530201],0
n1,1,0.404165,0.695898,[31 54] ; [5 5],[32.21052632 52.78947368] ; [3.78947368 6.21052632],0
n5,1,0.428707,0.626324,[166  76] ; [40 14],[168.41891892  73.58108108] ; [37.58108108 16.41891892],0
d2,1,0.43387,0.612442,[ 94 149] ; [24 30],[ 96.54545455 146.45454545] ; [21.45454545 32.54545455],0
b4,1,0.460593,0.544452,[131 113] ; [26 28],[128.55033557 115.44966443] ; [28.44966443 25.55033557],0
s1,1,0.471811,0.517731,[ 12 230] ; [ 4 50],[ 13.08108108 228.91891892] ; [ 2.91891892 51.08108108],0
p7,1,0.501365,0.452046,[121 118] ; [29 23],[123.19587629 115.80412371] ; [26.80412371 25.19587629],0
n6,1,0.560458,0.338913,[179  63] ; [42 12],[180.68243243  61.31756757] ; [40.31756757 13.68243243],0
