Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000421,12.438781,[ 63 177] ; [27 26],[ 73.72013652 166.27986348] ; [16.27986348 36.72013652],1
p1,1,0.565659,0.33,[ 17 226] ; [ 5 49],[ 18. 225.] ; [ 4. 50.],0
d5,1,0.592177,0.286957,[171  72] ; [36 18],[169.36363636  73.63636364] ; [37.63636364 16.36363636],0
p11,1,0.605702,0.266481,[167  77] ; [35 19],[165.39597315  78.60402685] ; [36.60402685 17.39597315],0
d1,1,0.636798,0.222954,[108 136] ; [22 32],[106.44295302 137.55704698] ; [23.55704698 30.44295302],0
s4,1,0.655918,0.198521,[ 37 204] ; [ 7 47],[ 35.94576271 205.05423729] ; [ 8.05423729 45.94576271],0
p12,1,0.669801,0.181835,[  7 235] ; [ 1 53],[  6.54054054 235.45945946] ; [ 1.45945946 52.54054054],0
d3,1,0.715551,0.132795,[141 101] ; [30 24],[139.80405405 102.19594595] ; [31.19594595 22.80405405],0
p8,1,0.722256,0.126341,[105 137] ; [22 32],[103.83108108 138.16891892] ; [23.16891892 30.83108108],0
b2,1,0.734231,0.115262,[45 95] ; [14 26],[45.88888889 94.11111111] ; [13.11111111 26.88888889],0
b3,1,0.734231,0.115262,[45 95] ; [14 26],[45.88888889 94.11111111] ; [13.11111111 26.88888889],0
p10,1,0.743756,0.106853,[155  86] ; [36 18],[156.03728814  84.96271186] ; [34.96271186 19.03728814],0
a6,1,0.795505,0.067168,[149  95] ; [34 20],[149.83892617  94.16107383] ; [33.16107383 20.83892617],0
a8,1,0.816505,0.053844,[ 26 203] ; [ 5 44],[ 25.53597122 203.46402878] ; [ 5.46402878 43.53597122],0
d4,1,0.820868,0.05127,[171  73] ; [37 17],[170.30872483  73.69127517] ; [37.69127517 16.30872483],0
a2,1,0.831146,0.045468,[ 39 205] ; [ 8 46],[ 38.48322148 205.51677852] ; [ 8.51677852 45.48322148],0
v4,1,0.842854,0.039301,[209  34] ; [47  7],[209.45454545  33.54545455] ; [46.54545455  7.45454545],0
r3,1,0.851373,0.035106,[205  38] ; [45  9],[204.54545455  38.45454545] ; [45.45454545  8.54545455],0
a4,1,0.851494,0.035048,[ 86 155] ; [20 34],[ 86.59661017 154.40338983] ; [19.40338983 34.59661017],0
p9,1,0.878086,0.02353,[167  73] ; [37 17],[166.53061224  73.46938776] ; [37.46938776 16.53061224],0
s3,1,0.90663,0.013757,[105 136] ; [24 30],[105.38644068 135.61355932] ; [23.61355932 30.38644068],0
p4,1,0.978112,0.000753,[112 131] ; [25 29],[112.09090909 130.90909091] ; [24.90909091 29.09090909],0
