Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.001594,9.966886,[23  6] ; [16 23],[16.63235294 12.36764706] ; [22.36764706 16.63235294],0
b5,1,0.005535,7.695844,[21  8] ; [15 24],[15.35294118 13.64705882] ; [20.64705882 18.35294118],0
p2,1,0.019728,5.435788,[15 13] ; [10 29],[10.44776119 17.55223881] ; [14.55223881 24.44776119],0
p4,1,0.026605,4.916291,[10 18] ; [ 5 34],[ 6.26865672 21.73134328] ; [ 8.73134328 30.26865672],0
p8,1,0.064504,3.417625,[ 7 22] ; [ 3 35],[ 4.32835821 24.67164179] ; [ 5.67164179 32.32835821],0
u2,1,0.081497,3.034782,[ 1 10] ; [ 7 11],[3.03448276 7.96551724] ; [ 4.96551724 13.03448276],0
d3,1,0.090981,2.856932,[19 10] ; [17 21],[15.58208955 13.41791045] ; [20.41791045 17.58208955],0
s7,1,0.107793,2.586285,[ 7 19] ; [ 4 32],[ 4.61290323 21.38709677] ; [ 6.38709677 29.61290323],0
a1,1,0.116895,2.458441,[ 2 27] ; [ 8 31],[ 4.26470588 24.73529412] ; [ 5.73529412 33.26470588],0
n5,1,0.16764,1.90392,[19 10] ; [19 20],[16.20588235 12.79411765] ; [21.79411765 17.20588235],0
p1,1,0.177791,1.815997,[ 1 28] ; [ 5 34],[ 2.55882353 26.44117647] ; [ 3.44117647 35.55882353],0
s6,1,0.208347,1.582874,[ 9 20] ; [ 7 32],[ 6.82352941 22.17647059] ; [ 9.17647059 29.82352941],0
p3,1,0.209342,1.575973,[ 8 20] ; [ 6 32],[ 5.93939394 22.06060606] ; [ 8.06060606 29.93939394],0
s8,1,0.212807,1.552228,[ 4 25] ; [ 2 37],[ 2.55882353 26.44117647] ; [ 3.44117647 35.55882353],0
a7,1,0.220196,1.503095,[12 17] ; [22 17],[14.5 14.5] ; [19.5 19.5],0
s4,1,0.229592,1.443385,[ 6 23] ; [ 4 35],[ 4.26470588 24.73529412] ; [ 5.73529412 33.26470588],0
r3,1,0.234403,1.413944,[13 16] ; [12 27],[10.66176471 18.33823529] ; [14.33823529 24.66176471],0
a4,1,0.247172,1.339219,[ 7 21] ; [15 24],[ 9.19402985 18.80597015] ; [12.80597015 26.19402985],0
d4,1,0.251413,1.315436,[21  8] ; [23 16],[18.76470588 10.23529412] ; [25.23529412 13.76470588],0
v1,1,0.286296,1.136957,[ 6 22] ; [13 26],[ 7.94029851 20.05970149] ; [11.05970149 27.94029851],0
v2,1,0.308552,1.036863,[ 9 19] ; [ 8 30],[ 7.21212121 20.78787879] ; [ 9.78787879 28.21212121],0
a6,1,0.309008,1.03491,[12 17] ; [21 18],[14.07352941 14.92647059] ; [18.92647059 20.07352941],0
d1,1,0.334736,0.930487,[13 16] ; [13 26],[11.08823529 17.91176471] ; [14.91176471 24.08823529],0
v3,1,0.343176,0.898529,[ 8 21] ; [ 7 32],[ 6.39705882 22.60294118] ; [ 8.60294118 30.39705882],0
s2,1,0.343176,0.898529,[ 8 21] ; [ 7 32],[ 6.39705882 22.60294118] ; [ 8.60294118 30.39705882],0
n4,1,0.375621,0.784985,[18 11] ; [20 19],[16.20588235 12.79411765] ; [21.79411765 17.20588235],0
s1,1,0.426596,0.632074,[ 2 27] ; [ 5 34],[ 2.98529412 26.01470588] ; [ 4.01470588 34.98529412],0
n2,1,0.45655,0.55434,[8 7] ; [ 9 13],[6.89189189 8.10810811] ; [10.10810811 11.89189189],0
b4,1,0.461971,0.541114,[16 13] ; [18 21],[14.5 14.5] ; [19.5 19.5],0
b3,1,0.538213,0.378862,[ 6 10] ; [10 11],[6.91891892 9.08108108] ; [ 9.08108108 11.91891892],0
b2,1,0.538213,0.378862,[ 6 10] ; [10 11],[6.91891892 9.08108108] ; [ 9.08108108 11.91891892],0
s3,1,0.562497,0.335399,[ 8 21] ; [13 25],[ 9.08955224 19.91044776] ; [11.91044776 26.08955224],0
p6,1,0.64373,0.213897,[ 4 24] ; [ 4 34],[ 3.39393939 24.60606061] ; [ 4.60606061 33.39393939],0
a2,1,0.654388,0.200413,[ 4 25] ; [ 4 35],[ 3.41176471 25.58823529] ; [ 4.58823529 34.41176471],0
a3,1,0.657873,0.196118,[17 11] ; [21 17],[16.12121212 11.87878788] ; [21.87878788 16.12121212],0
u3,1,0.709388,0.138889,[ 2 10] ; [ 4 14],[2.4 9.6] ; [ 3.6 14.4],0
d2,1,0.724613,0.124115,[11 17] ; [17 22],[11.70149254 16.29850746] ; [16.29850746 22.70149254],0
n1,1,0.736421,0.113297,[ 4 11] ; [ 7 15],[ 4.45945946 10.54054054] ; [ 6.54054054 15.45945946],0
r1,1,0.746143,0.104801,[10 19] ; [12 27],[ 9.38235294 19.61764706] ; [12.61764706 26.38235294],0
s5,1,0.763706,0.090371,[ 3 25] ; [ 5 33],[ 3.39393939 24.60606061] ; [ 4.60606061 33.39393939],0
p10,1,0.80199,0.062887,[10 19] ; [12 26],[ 9.52238806 19.47761194] ; [12.47761194 25.52238806],0
a8,1,0.809294,0.058244,[ 1 25] ; [ 2 37],[ 1.2 24.8] ; [ 1.8 37.2],0
p9,1,0.814324,0.055155,[10 17] ; [13 25],[ 9.55384615 17.44615385] ; [13.44615385 24.55384615],0
p7,1,0.838029,0.041785,[ 7 20] ; [11 28],[ 7.36363636 19.63636364] ; [10.63636364 28.36363636],0
a5,1,0.86235,0.030062,[14 15] ; [18 21],[13.64705882 15.35294118] ; [18.35294118 20.64705882],0
b1,1,0.863432,0.029586,[18 11] ; [25 14],[18.33823529 10.66176471] ; [24.66176471 14.33823529],0
r2,1,0.918157,0.010559,[16 11] ; [23 15],[16.2 10.8] ; [22.8 15.2],0
n3,1,0.955901,0.003058,[6 9] ; [ 9 13],[6.08108108 8.91891892] ; [ 8.91891892 13.08108108],0
d5,1,0.97662,0.000859,[17 12] ; [23 16],[17.05882353 11.94117647] ; [22.94117647 16.05882353],0
