Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,6.3e-05,15.995305,[9 4] ; [ 6 38],[3.42105263 9.57894737] ; [11.57894737 32.42105263],1
u2,1,0.621705,0.243478,[3 2] ; [11 12],[2.5 2.5] ; [11.5 11.5],0
r4,1,0.648372,0.207959,[ 3 10] ; [13 31],[3.64912281 9.35087719] ; [12.35087719 31.64912281],0
b1,1,0.655286,0.199301,[8 5] ; [24 20],[7.29824561 5.70175439] ; [24.70175439 19.29824561],0
n5,1,0.655286,0.199301,[8 5] ; [24 20],[7.29824561 5.70175439] ; [24.70175439 19.29824561],0
u1,1,0.655286,0.199301,[ 1 12] ; [ 2 42],[ 0.68421053 12.31578947] ; [ 2.31578947 41.68421053],0
s2,1,0.678117,0.172253,[4 9] ; [11 33],[3.42105263 9.57894737] ; [11.57894737 32.42105263],0
v2,1,0.693629,0.155185,[5 8] ; [14 29],[4.41071429 8.58928571] ; [14.58928571 28.41071429],0
b5,1,0.736486,0.113239,[7 6] ; [26 18],[7.52631579 5.47368421] ; [25.47368421 18.52631579],0
n1,1,0.750824,0.10084,[2 6] ; [ 5 11],[2.33333333 5.66666667] ; [ 4.66666667 11.33333333],0
d1,1,0.762772,0.091109,[ 3 10] ; [12 32],[3.42105263 9.57894737] ; [11.57894737 32.42105263],0
a7,1,0.807451,0.059397,[7 6] ; [22 22],[6.61403509 6.38596491] ; [22.38596491 21.61403509],0
r3,1,0.841341,0.040072,[9 4] ; [31 12],[9.28571429 3.71428571] ; [30.71428571 12.28571429],0
p7,1,0.849518,0.035999,[6 7] ; [19 25],[5.70175439 7.29824561] ; [19.29824561 24.70175439],0
p1,1,0.875546,0.024529,[ 1 12] ; [ 4 40],[ 1.14035088 11.85964912] ; [ 3.85964912 40.14035088],0
a1,1,0.875546,0.024529,[ 1 12] ; [ 4 40],[ 1.14035088 11.85964912] ; [ 3.85964912 40.14035088],0
s1,1,0.913676,0.011751,[ 1 12] ; [ 3 41],[ 0.9122807 12.0877193] ; [ 3.0877193 40.9122807],0
a6,1,0.920483,0.009965,[6 7] ; [21 23],[6.15789474 6.84210526] ; [20.84210526 23.15789474],0
d2,1,0.943011,0.00511,[4 9] ; [14 30],[4.10526316 8.89473684] ; [13.89473684 30.10526316],0
b4,1,0.990923,0.000129,[8 5] ; [27 17],[7.98245614 5.01754386] ; [27.01754386 16.98245614],0
