Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,6.3e-05,15.995305,[9 4] ; [ 6 38],[3.42105263 9.57894737] ; [11.57894737 32.42105263],1
v3,1,0.000423,12.427491,[8 5] ; [ 6 38],[3.19298246 9.80701754] ; [10.80701754 33.19298246],1
u3,1,0.001726,9.82029,[4 1] ; [ 3 20],[1.25 3.75] ; [ 5.75 17.25],0
b3,1,0.005741,7.629831,[6 2] ; [ 6 21],[2.74285714 5.25714286] ; [ 9.25714286 17.74285714],0
b2,1,0.005741,7.629831,[6 2] ; [ 6 21],[2.74285714 5.25714286] ; [ 9.25714286 17.74285714],0
r1,1,0.005861,7.592408,[9 4] ; [12 32],[4.78947368 8.21052632] ; [16.21052632 27.78947368],0
p10,1,0.022359,5.217651,[11  2] ; [21 22],[7.42857143 5.57142857] ; [24.57142857 18.42857143],0
d4,1,0.025605,4.982517,[12  1] ; [26 18],[8.66666667 4.33333333] ; [29.33333333 14.66666667],0
p2,1,0.050384,3.828644,[11  2] ; [24 20],[7.98245614 5.01754386] ; [27.01754386 16.98245614],0
p9,1,0.06016,3.532976,[11  2] ; [24 19],[8.125 4.875] ; [26.875 16.125],0
a2,1,0.062867,3.460082,[ 2 11] ; [ 1 43],[ 0.68421053 12.31578947] ; [ 2.31578947 41.68421053],0
v1,1,0.074144,3.188811,[7 6] ; [12 32],[4.33333333 8.66666667] ; [14.66666667 29.33333333],0
s5,1,0.091824,2.842111,[4 9] ; [ 5 39],[ 2.05263158 10.94736842] ; [ 6.94736842 37.05263158],0
s6,1,0.106257,2.609027,[8 5] ; [16 28],[5.47368421 7.52631579] ; [18.52631579 25.47368421],0
n3,1,0.143235,2.142857,[3 5] ; [11  5],[4.66666667 3.33333333] ; [9.33333333 6.66666667],0
d5,1,0.172481,1.861247,[9 4] ; [21 23],[6.84210526 6.15789474] ; [23.15789474 20.84210526],0
a5,1,0.172481,1.861247,[9 4] ; [21 23],[6.84210526 6.15789474] ; [23.15789474 20.84210526],0
a8,1,0.261811,1.259158,[ 1 12] ; [ 9 33],[ 2.36363636 10.63636364] ; [ 7.63636364 34.36363636],0
a4,1,0.381637,0.765421,[ 2 11] ; [12 32],[3.19298246 9.80701754] ; [10.80701754 33.19298246],0
n6,1,0.382193,0.763636,[9 3] ; [27 17],[7.71428571 4.28571429] ; [28.28571429 15.71428571],0
a3,1,0.421921,0.644958,[8 5] ; [21 22],[6.73214286 6.26785714] ; [22.26785714 20.73214286],0
p5,1,0.43254,0.615994,[ 3 10] ; [ 6 37],[ 2.08928571 10.91071429] ; [ 6.91071429 36.08928571],0
p4,1,0.497601,0.460048,[7 6] ; [19 25],[5.92982456 7.07017544] ; [20.07017544 23.92982456],0
p11,1,0.509373,0.435356,[9 4] ; [26 18],[7.98245614 5.01754386] ; [27.01754386 16.98245614],0
p12,1,0.515917,0.422049,[ 2 11] ; [ 4 40],[ 1.36842105 11.63157895] ; [ 4.63157895 39.36842105],0
n4,1,0.55565,0.347293,[8 5] ; [23 21],[7.07017544 5.92982456] ; [23.92982456 20.07017544],0
v4,1,0.55565,0.347293,[8 5] ; [23 21],[7.07017544 5.92982456] ; [23.92982456 20.07017544],0
n2,1,0.558185,0.342857,[4 4] ; [10  6],[4.66666667 3.33333333] ; [9.33333333 6.66666667],0
p8,1,0.577735,0.30991,[5 8] ; [13 30],[4.17857143 8.82142857] ; [13.82142857 29.17857143],0
p3,1,0.583546,0.300537,[4 9] ; [10 33],[3.25 9.75] ; [10.75 32.25],0
d3,1,0.594449,0.28345,[7 6] ; [20 24],[6.15789474 6.84210526] ; [20.84210526 23.15789474],0
p6,1,0.600517,0.274217,[ 3 10] ; [ 7 35],[ 2.36363636 10.63636364] ; [ 7.63636364 34.36363636],0
s3,1,0.61676,0.250447,[ 3 10] ; [13 30],[3.71428571 9.28571429] ; [12.28571429 30.71428571],0
