Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.00273,8.97935,[27 49] ; [11  3],[32.08888889 43.91111111] ; [5.91111111 8.08888889],0
s2,1,0.007597,7.126084,[17 59] ; [8 6],[21.11111111 54.88888889] ; [ 3.88888889 10.11111111],0
s3,1,0.009346,6.755532,[21 53] ; [9 5],[25.22727273 48.77272727] ; [4.77272727 9.22727273],0
p4,1,0.010253,6.590389,[14 62] ; [7 7],[17.73333333 58.26666667] ; [ 3.26666667 10.73333333],0
p3,1,0.032396,4.577398,[13 62] ; [6 8],[16.01123596 58.98876404] ; [ 2.98876404 11.01123596],0
s7,1,0.039646,4.23299,[14 57] ; [6 7],[16.9047619 54.0952381] ; [3.0952381 9.9047619],0
p5,1,0.054069,3.710577,[ 2 73] ; [ 2 12],[ 3.37078652 71.62921348] ; [ 0.62921348 13.37078652],0
s4,1,0.071763,3.242235,[ 8 67] ; [ 4 10],[10.11235955 64.88764045] ; [ 1.88764045 12.11235955],0
r4,1,0.071881,3.239547,[40 36] ; [11  3],[43.06666667 32.93333333] ; [7.93333333 6.06666667],0
r3,1,0.093999,2.804518,[47 28] ; [12  2],[49.71910112 25.28089888] ; [9.28089888 4.71910112],0
s8,1,0.101784,2.67736,[ 9 67] ; [ 4 10],[10.97777778 65.02222222] ; [ 2.02222222 11.97777778],0
a5,1,0.103359,2.652935,[42 34] ; [11  3],[44.75555556 31.24444444] ; [8.24444444 5.75555556],0
u2,1,0.115895,2.471932,[16 15] ; [1 5],[14.24324324 16.75675676] ; [2.75675676 3.24324324],0
d4,1,0.180896,1.790246,[51 24] ; [12  2],[53.08988764 21.91011236] ; [9.91011236 4.08988764],0
n2,1,0.187681,1.735725,[18 19] ; [4 1],[19.38095238 17.61904762] ; [2.61904762 2.38095238],0
b1,1,0.193373,1.691729,[40 36] ; [10  4],[42.22222222 33.77777778] ; [7.77777778 6.22222222],0
r2,1,0.201554,1.63108,[57 16] ; [13  1],[58.73563218 14.26436782] ; [11.26436782  2.73563218],0
p1,1,0.21362,1.546724,[ 4 72] ; [ 2 12],[ 5.06666667 70.93333333] ; [ 0.93333333 13.06666667],0
a7,1,0.226114,1.465139,[40 35] ; [5 9],[37.92134831 37.07865169] ; [7.07865169 6.92134831],0
d5,1,0.251536,1.314752,[47 28] ; [11  3],[48.87640449 26.12359551] ; [9.12359551 4.87640449],0
p7,1,0.256626,1.28687,[16 58] ; [5 9],[17.65909091 56.34090909] ; [ 3.34090909 10.65909091],0
a2,1,0.298093,1.082707,[14 62] ; [ 1 13],[12.66666667 63.33333333] ; [ 2.33333333 11.66666667],0
s1,1,0.343028,0.899082,[ 9 66] ; [ 3 11],[10.11235955 64.88764045] ; [ 1.88764045 12.11235955],0
v2,1,0.350719,0.870853,[22 51] ; [6 8],[23.49425287 49.50574713] ; [4.50574713 9.49425287],0
n4,1,0.373102,0.793309,[47 28] ; [7 7],[45.50561798 29.49438202] ; [8.49438202 5.50561798],0
p11,1,0.410728,0.676692,[24 52] ; [6 8],[25.33333333 50.66666667] ; [4.66666667 9.33333333],0
a3,1,0.450583,0.569185,[45 29] ; [7 7],[43.72727273 30.27272727] ; [8.27272727 5.72727273],0
v3,1,0.503248,0.448081,[21 51] ; [5 8],[22.02352941 49.97647059] ; [3.97647059 9.02352941],0
a4,1,0.510854,0.432318,[30 44] ; [7 7],[31.11363636 42.88636364] ; [5.88636364 8.11363636],0
u1,1,0.527764,0.398695,[10 66] ; [ 1 13],[ 9.28888889 66.71111111] ; [ 1.71111111 12.28888889],0
v4,1,0.530557,0.393325,[47 28] ; [10  4],[48.03370787 26.96629213] ; [8.96629213 5.03370787],0
n6,1,0.538464,0.378395,[41 33] ; [9 5],[42.04545455 31.95454545] ; [7.95454545 6.04545455],0
n5,1,0.547296,0.362184,[44 31] ; [7 7],[42.97752809 32.02247191] ; [8.02247191 5.97752809],0
v1,1,0.56011,0.339513,[21 54] ; [5 9],[21.91011236 53.08988764] ; [4.08988764 9.91011236],0
r1,1,0.565045,0.331044,[42 33] ; [9 5],[42.97752809 32.02247191] ; [8.02247191 5.97752809],0
u3,1,0.56635,0.328827,[17 14] ; [3 4],[16.31578947 14.68421053] ; [3.68421053 3.31578947],0
d2,1,0.623929,0.240384,[37 37] ; [8 6],[37.84090909 36.15909091] ; [7.15909091 6.84090909],0
n3,1,0.676166,0.174474,[17 17] ; [2 3],[16.56410256 17.43589744] ; [2.43589744 2.56410256],0
a1,1,0.680848,0.169173,[ 8 68] ; [ 2 12],[ 8.44444444 67.55555556] ; [ 1.55555556 12.44444444],0
d1,1,0.716329,0.132037,[34 42] ; [7 7],[34.62222222 41.37777778] ; [6.37777778 7.62222222],0
n1,1,0.80203,0.062861,[17 20] ; [2 3],[16.73809524 20.26190476] ; [2.26190476 2.73809524],0
p9,1,0.817784,0.053082,[15 59] ; [ 3 10],[15.31034483 58.68965517] ; [ 2.68965517 10.31034483],0
p6,1,0.825626,0.048538,[ 9 65] ; [ 2 12],[ 9.25 64.75] ; [ 1.75 12.25],0
b5,1,0.856254,0.032813,[40 36] ; [7 7],[39.68888889 36.31111111] ; [7.31111111 6.68888889],0
p8,1,0.871522,0.026155,[12 63] ; [ 2 12],[11.79775281 63.20224719] ; [ 2.20224719 11.79775281],0
a8,1,0.881513,0.022216,[ 6 66] ; [ 1 13],[ 5.86046512 66.13953488] ; [ 1.13953488 12.86046512],0
b3,1,0.881804,0.022106,[19 30] ; [4 7],[18.78333333 30.21666667] ; [4.21666667 6.78333333],0
b2,1,0.881804,0.022106,[19 30] ; [4 7],[18.78333333 30.21666667] ; [4.21666667 6.78333333],0
b4,1,0.896514,0.016917,[42 34] ; [8 6],[42.22222222 33.77777778] ; [7.77777778 6.22222222],0
a6,1,0.96347,0.002098,[38 37] ; [7 7],[37.92134831 37.07865169] ; [7.07865169 6.92134831],0
d3,1,0.96347,0.002098,[37 38] ; [7 7],[37.07865169 37.92134831] ; [6.92134831 7.07865169],0
