Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,5.4e-05,16.313205,[2 3] ; [87  6],[4.54081633 0.45918367] ; [84.45918367  8.54081633],1
r4,1,0.000145,14.439137,[2 3] ; [87  7],[4.49494949 0.50505051] ; [84.50505051  9.49494949],1
a7,1,0.010564,6.537154,[1 4] ; [69 25],[3.53535354 1.46464646] ; [66.46464646 27.53535354],0
p8,1,0.02293,5.173837,[2 3] ; [77 17],[3.98989899 1.01010101] ; [75.01010101 18.98989899],0
p3,1,0.047868,3.914624,[2 3] ; [73 20],[3.82653061 1.17346939] ; [71.17346939 21.82653061],0
s2,1,0.10059,2.69617,[1 4] ; [54 40],[2.77777778 2.22222222] ; [52.22222222 41.77777778],0
v3,1,0.103931,2.644167,[1 4] ; [52 39],[2.76041667 2.23958333] ; [50.23958333 40.76041667],0
s7,1,0.128971,2.304849,[2 3] ; [64 25],[3.5106383 1.4893617] ; [62.4893617 26.5106383],0
v1,1,0.136185,2.220543,[2 3] ; [65 26],[3.48958333 1.51041667] ; [63.51041667 27.48958333],0
d3,1,0.180707,1.791797,[2 3] ; [64 29],[3.36734694 1.63265306] ; [62.63265306 30.36734694],0
r3,1,0.247085,1.339712,[4 1] ; [88  6],[4.64646465 0.35353535] ; [87.35353535  6.64646465],0
a6,1,0.267967,1.227125,[2 3] ; [60 33],[3.16326531 1.83673469] ; [58.83673469 34.16326531],0
d1,1,0.283171,1.151808,[2 3] ; [60 34],[3.13131313 1.86868687] ; [58.86868687 35.13131313],0
n6,1,0.321045,0.984683,[4 1] ; [86  7],[4.59183673 0.40816327] ; [85.40816327  7.59183673],0
b4,1,0.339988,0.910475,[4 1] ; [55 39],[2.97979798 2.02020202] ; [56.02020202 37.97979798],0
s8,1,0.343402,0.897691,[2 3] ; [57 36],[3.01020408 1.98979592] ; [55.98979592 37.01020408],0
s3,1,0.343402,0.897691,[2 3] ; [57 36],[3.01020408 1.98979592] ; [55.98979592 37.01020408],0
v2,1,0.393072,0.729419,[2 3] ; [54 37],[2.91666667 2.08333333] ; [53.08333333 37.91666667],0
b5,1,0.502638,0.449362,[3 2] ; [42 52],[2.27272727 2.72727273] ; [42.72727273 51.27272727],0
p11,1,0.579602,0.306878,[4 1] ; [83 11],[4.39393939 0.60606061] ; [82.60606061 11.39393939],0
n5,1,0.579602,0.306878,[4 1] ; [83 11],[4.39393939 0.60606061] ; [82.60606061 11.39393939],0
p6,1,0.618107,0.248537,[2 2] ; [58 35],[2.4742268 1.5257732] ; [57.5257732 35.4742268],0
p4,1,0.648575,0.207701,[4 1] ; [81 12],[4.33673469 0.66326531] ; [80.66326531 12.33673469],0
a8,1,0.651815,0.20362,[1 4] ; [11 74],[0.66666667 4.33333333] ; [11.33333333 73.66666667],0
p12,1,0.663185,0.189677,[1 4] ; [27 66],[1.42857143 3.57142857] ; [26.57142857 66.42857143],0
p1,1,0.707858,0.140426,[1 4] ; [26 68],[1.36363636 3.63636364] ; [25.63636364 68.36363636],0
s5,1,0.815823,0.054252,[3 2] ; [56 30],[3.24175824 1.75824176] ; [55.75824176 30.24175824],0
a3,1,0.860579,0.030849,[4 1] ; [72 22],[3.83838384 1.16161616] ; [72.16161616 21.83838384],0
a5,1,0.902376,0.015046,[4 1] ; [73 21],[3.88888889 1.11111111] ; [73.11111111 20.88888889],0
s6,1,0.908977,0.013071,[4 1] ; [73 16],[4.09574468 0.90425532] ; [72.90425532 16.09574468],0
a4,1,0.910379,0.01267,[2 3] ; [40 54],[2.12121212 2.87878788] ; [39.87878788 54.12121212],0
b1,1,0.947472,0.00434,[2 3] ; [39 55],[2.07070707 2.92929293] ; [38.92929293 55.07070707],0
a2,1,0.962443,0.002217,[1 4] ; [18 76],[0.95959596 4.04040404] ; [18.04040404 75.95959596],0
p7,1,0.971996,0.001232,[4 1] ; [73 19],[3.96907216 1.03092784] ; [73.03092784 18.96907216],0
b2,1,0.976864,0.000841,[2 2] ; [33 34],[1.97183099 2.02816901] ; [33.02816901 33.97183099],0
b3,1,0.976864,0.000841,[2 2] ; [33 34],[1.97183099 2.02816901] ; [33.02816901 33.97183099],0
d5,1,0.981454,0.00054,[4 1] ; [74 19],[3.97959184 1.02040816] ; [74.02040816 18.97959184],0
r1,1,0.990788,0.000133,[4 1] ; [75 19],[3.98989899 1.01010101] ; [75.01010101 18.98989899],0
