Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.333453,[127  10] ; [4 5],[122.92465753  14.07534247] ; [8.07534247 0.92465753],1
r3,1,0.000161,14.2426,[131   5] ; [6 3],[128.49655172   7.50344828] ; [8.50344828 0.49655172],1
n6,1,0.000489,12.158501,[119  17] ; [4 5],[115.36551724  20.63448276] ; [7.63448276 1.36551724],1
r1,1,0.000808,11.2225,[111  26] ; [3 6],[106.97260274  30.02739726] ; [7.02739726 1.97260274],1
n4,1,0.011796,6.341317,[110  27] ; [4 5],[106.97260274  30.02739726] ; [7.02739726 1.97260274],0
p9,1,0.019272,5.476642,[117  20] ; [5 4],[114.47945205  22.52054795] ; [7.52054795 1.47945205],0
b1,1,0.030373,4.688068,[56 81] ; [7 2],[59.11643836 77.88356164] ; [3.88356164 5.11643836],0
a5,1,0.044631,4.032542,[91 46] ; [3 6],[88.20547945 48.79452055] ; [5.79452055 3.20547945],0
d1,1,0.047503,3.927498,[77 60] ; [2 7],[74.13013699 62.86986301] ; [4.86986301 4.13013699],0
d3,1,0.054664,3.692308,[100  35] ; [4 5],[97.5 37.5] ; [6.5 2.5],0
p10,1,0.069287,3.299825,[110  26] ; [5 4],[107.86206897  28.13793103] ; [7.13793103 1.86206897],0
s6,1,0.093454,2.813843,[82 51] ; [3 6],[79.61267606 53.38732394] ; [5.38732394 3.61267606],0
b4,1,0.097515,2.745723,[84 53] ; [3 6],[81.6369863 55.3630137] ; [5.3630137 3.6369863],0
a3,1,0.100618,2.695715,[96 40] ; [4 5],[93.79310345 42.20689655] ; [6.20689655 2.79310345],0
v3,1,0.137015,2.211165,[47 86] ; [1 8],[44.95774648 88.04225352] ; [3.04225352 5.95774648],0
d2,1,0.141299,2.163758,[65 72] ; [2 7],[62.86986301 74.13013699] ; [4.13013699 4.86986301],0
p12,1,0.147555,2.09735,[ 11 126] ; [2 7],[ 12.19863014 124.80136986] ; [0.80136986 8.19863014],0
s3,1,0.184686,1.75951,[61 75] ; [2 7],[59.08965517 76.91034483] ; [3.91034483 5.08965517],0
n2,1,0.190614,1.712869,[27  7] ; [2 2],[25.94736842  8.05263158] ; [3.05263158 0.94736842],0
a8,1,0.205205,1.604938,[ 11 110] ; [2 7],[ 12.1 108.9] ; [0.9 8.1],0
s4,1,0.257995,1.279484,[ 24 109] ; [3 6],[ 25.28873239 107.71126761] ; [1.71126761 7.28873239],0
n3,1,0.273299,1.200112,[25  8] ; [2 2],[24.08108108  8.91891892] ; [2.91891892 1.08108108],0
a2,1,0.274831,1.192475,[38 99] ; [1 8],[ 36.59589041 100.40410959] ; [2.40410959 6.59589041],0
a4,1,0.311912,1.022564,[69 67] ; [3 6],[67.53103448 68.46896552] ; [4.46896552 4.53103448],0
v4,1,0.359865,0.838365,[131   6] ; [8 1],[130.43150685   6.56849315] ; [8.56849315 0.43150685],0
b3,1,0.36106,0.834204,[33 49] ; [2 1],[33.76470588 48.23529412] ; [1.23529412 1.76470588],0
b2,1,0.36106,0.834204,[33 49] ; [2 1],[33.76470588 48.23529412] ; [1.23529412 1.76470588],0
p8,1,0.409037,0.681599,[88 49] ; [7 2],[89.14383562 47.85616438] ; [5.85616438 3.14383562],0
p11,1,0.418507,0.654503,[106  31] ; [8 1],[106.97260274  30.02739726] ; [7.02739726 1.97260274],0
d4,1,0.461687,0.541802,[106  31] ; [6 3],[105.09589041  31.90410959] ; [6.90410959 2.09589041],0
a7,1,0.46984,0.522353,[105  31] ; [6 3],[104.11034483  31.88965517] ; [6.88965517 2.11034483],0
p5,1,0.489076,0.478558,[ 19 118] ; [2 7],[ 19.70547945 117.29452055] ; [1.29452055 7.70547945],0
d5,1,0.505637,0.443086,[104  32] ; [6 3],[103.17241379  32.82758621] ; [6.82758621 2.17241379],0
a1,1,0.524137,0.405745,[  8 129] ; [1 8],[  8.44520548 128.55479452] ; [0.55479452 8.44520548],0
p4,1,0.533036,0.388601,[104  33] ; [6 3],[103.21917808  33.78082192] ; [6.78082192 2.21917808],0
a6,1,0.53593,0.383135,[93 44] ; [7 2],[93.83561644 43.16438356] ; [6.16438356 2.83561644],0
b5,1,0.539302,0.376834,[77 60] ; [6 3],[77.88356164 59.11643836] ; [5.11643836 3.88356164],0
u3,1,0.563789,0.333186,[22 19] ; [2 3],[21.39130435 19.60869565] ; [2.60869565 2.39130435],0
n5,1,0.578643,0.308433,[102  34] ; [6 3],[101.29655172  34.70344828] ; [6.70344828 2.29655172],0
n1,1,0.603713,0.269433,[13 21] ; [1 3],[12.52631579 21.47368421] ; [1.47368421 2.52631579],0
u1,1,0.656211,0.198159,[ 23 114] ; [1 8],[ 22.52054795 114.47945205] ; [1.47945205 7.52054795],0
