Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-05,19.572206,[29 48] ; [ 5 66],[17.68918919 59.31081081] ; [16.31081081 54.68918919],1
p8,1,2.2e-05,18.018029,[42 34] ; [15 56],[29.46938776 46.53061224] ; [27.53061224 43.46938776],1
p3,1,3e-05,17.421016,[42 35] ; [15 56],[29.65540541 47.34459459] ; [27.34459459 43.65540541],1
p4,1,4.5e-05,16.633982,[47 30] ; [20 52],[34.62416107 42.37583893] ; [32.37583893 39.62416107],1
p2,1,0.000849,11.131718,[64 13] ; [42 30],[54.77852349 22.22147651] ; [51.22147651 20.77852349],1
r3,1,0.011618,6.368208,[68  9] ; [51 20],[61.91216216 15.08783784] ; [57.08783784 13.91216216],0
u2,1,0.029245,4.753151,[21 20] ; [10 27],[16.29487179 24.70512821] ; [14.70512821 22.29487179],0
b1,1,0.032507,4.571582,[39 38] ; [24 48],[32.55704698 44.44295302] ; [30.44295302 41.55704698],0
n3,1,0.042522,4.114286,[18  2] ; [18 10],[15.  5.] ; [21.  7.],0
p11,1,0.042641,4.10957,[57 20] ; [42 30],[51.16107383 25.83892617] ; [47.83892617 24.16107383],0
v4,1,0.042991,4.095761,[69  7] ; [56 15],[64.62585034 11.37414966] ; [60.37414966 10.62585034],0
a1,1,0.07981,3.068771,[ 1 76] ; [ 5 67],[ 3.10067114 73.89932886] ; [ 2.89932886 69.10067114],0
a4,1,0.08348,2.995813,[22 54] ; [12 59],[17.57823129 58.42176871] ; [16.42176871 54.57823129],0
v2,1,0.087438,2.920925,[32 42] ; [20 48],[27.09859155 46.90140845] ; [24.90140845 43.09859155],0
d5,1,0.129001,2.304484,[39 37] ; [28 44],[34.40540541 41.59459459] ; [32.59459459 39.40540541],0
a7,1,0.145519,2.11861,[46 30] ; [35 37],[41.59459459 34.40540541] ; [39.40540541 32.59459459],0
b3,1,0.151011,2.062008,[10 43] ; [13 28],[12.96808511 40.03191489] ; [10.03191489 30.96808511],0
b2,1,0.151011,2.062008,[10 43] ; [13 28],[12.96808511 40.03191489] ; [10.03191489 30.96808511],0
s3,1,0.159537,1.978606,[37 39] ; [26 44],[32.79452055 43.20547945] ; [30.20547945 39.79452055],0
r4,1,0.177046,1.822251,[59 18] ; [48 24],[55.29530201 21.70469799] ; [51.70469799 20.29530201],0
s7,1,0.18208,1.780565,[24 49] ; [16 54],[20.41958042 52.58041958] ; [19.58041958 50.41958042],0
p10,1,0.216296,1.52878,[52 24] ; [41 29],[48.4109589 27.5890411] ; [44.5890411 25.4109589],0
s8,1,0.218151,1.516491,[24 53] ; [16 56],[20.67114094 56.32885906] ; [19.32885906 52.67114094],0
d3,1,0.246348,1.343894,[23 52] ; [16 56],[19.89795918 55.10204082] ; [19.10204082 52.89795918],0
a8,1,0.260174,1.267829,[ 5 68] ; [ 8 56],[ 6.9270073 66.0729927] ; [ 6.0729927 57.9270073],0
b4,1,0.377029,0.780367,[34 43] ; [37 35],[36.69127517 40.30872483] ; [34.30872483 37.69127517],0
s2,1,0.417324,0.657838,[23 54] ; [17 54],[20.81081081 56.18918919] ; [19.18918919 51.81081081],0
n6,1,0.42154,0.646018,[57 20] ; [49 23],[54.77852349 22.22147651] ; [51.22147651 20.77852349],0
s6,1,0.425748,0.634394,[36 41] ; [29 43],[33.59060403 43.40939597] ; [31.40939597 40.59060403],0
u3,1,0.429475,0.624242,[18 23] ; [13 24],[16.29487179 24.70512821] ; [14.70512821 22.29487179],0
p5,1,0.443521,0.587156,[ 4 72] ; [ 2 70],[ 3.08108108 72.91891892] ; [ 2.91891892 69.08108108],0
a5,1,0.564244,0.332409,[40 37] ; [34 38],[38.24161074 38.75838926] ; [35.75838926 36.24161074],0
d1,1,0.595046,0.282533,[ 2 75] ; [ 3 69],[ 2.58389262 74.41610738] ; [ 2.41610738 69.58389262],0
a6,1,0.599016,0.276482,[45 32] ; [39 33],[43.40939597 33.59060403] ; [40.59060403 31.40939597],0
n5,1,0.601297,0.273044,[53 23] ; [53 19],[54.43243243 21.56756757] ; [51.56756757 20.43243243],0
b5,1,0.611505,0.25799,[47 30] ; [41 31],[45.47651007 31.52348993] ; [42.52348993 29.47651007],0
p9,1,0.65291,0.202251,[54 23] ; [46 23],[52.73972603 24.26027397] ; [47.26027397 21.73972603],0
s1,1,0.657969,0.196,[ 3 72] ; [ 4 68],[ 3.57142857 71.42857143] ; [ 3.42857143 68.57142857],0
d2,1,0.67416,0.176775,[17 60] ; [18 54],[18.08724832 58.91275168] ; [16.91275168 55.08724832],0
