Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-05,19.572206,[29 48] ; [ 5 66],[17.68918919 59.31081081] ; [16.31081081 54.68918919],1
p1,1,0.685545,0.16395,[ 8 69] ; [ 9 63],[ 8.7852349 68.2147651] ; [ 8.2147651 63.7852349],0
a3,1,0.694003,0.154786,[36 41] ; [35 35],[37.19047619 39.80952381] ; [33.80952381 36.19047619],0
n2,1,0.71041,0.137868,[13  7] ; [21  9],[13.6  6.4] ; [20.4  9.6],0
r2,1,0.713057,0.135243,[64 12] ; [59 13],[63.16216216 12.83783784] ; [59.83783784 12.16216216],0
r1,1,0.774033,0.082428,[44 32] ; [40 32],[43.13513514 32.86486486] ; [40.86486486 31.13513514],0
n4,1,0.823835,0.049557,[50 27] ; [48 24],[50.6442953 26.3557047] ; [47.3557047 24.6442953],0
n1,1,0.825051,0.048864,[ 7 12] ; [12 18],[ 7.36734694 11.63265306] ; [11.63265306 18.36734694],0
v1,1,0.829478,0.046385,[31 43] ; [31 40],[31.64137931 42.35862069] ; [30.35862069 40.64137931],0
a2,1,0.869925,0.026815,[ 7 70] ; [ 6 66],[ 6.71812081 70.28187919] ; [ 6.28187919 65.71812081],0
s4,1,0.918832,0.010385,[11 65] ; [10 62],[10.78378378 65.21621622] ; [10.21621622 61.78378378],0
p12,1,0.933095,0.007048,[ 3 74] ; [ 3 69],[ 3.10067114 73.89932886] ; [ 2.89932886 69.10067114],0
v3,1,0.971343,0.001291,[20 57] ; [18 52],[19.9047619 57.0952381] ; [18.0952381 51.9047619],0
