Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,94.275885,[67 44] ; [360  18],[96.92638037 14.07361963] ; [330.07361963  47.92638037],1
r2,1,0.0,52.349455,[83 26] ; [364  11],[100.66735537   8.33264463] ; [346.33264463  28.66735537],1
v2,1,1e-06,24.970721,[36 74] ; [215 144],[58.86993603 51.13006397] ; [192.13006397 166.86993603],1
d1,1,1e-06,23.413132,[39 72] ; [231 147],[61.28834356 49.71165644] ; [208.71165644 169.28834356],1
v4,1,2e-06,22.897937,[93 17] ; [365  12],[103.44969199   6.55030801] ; [354.55030801  22.44969199],1
a5,1,4e-06,21.364518,[58 53] ; [284  94],[77.63190184 33.36809816] ; [264.36809816 113.63190184],1
s8,1,8e-06,19.838762,[21 90] ; [158 217],[40.88271605 70.11728395] ; [138.11728395 236.88271605],1
d3,1,0.000126,14.698457,[56 55] ; [265 113],[72.86503067 38.13496933] ; [248.13496933 129.86503067],1
v3,1,0.000149,14.387338,[25 84] ; [156 206],[41.88747346 67.11252654] ; [139.11252654 222.88747346],1
a6,1,0.000198,13.852405,[58 53] ; [269 109],[74.22699387 36.77300613] ; [252.77300613 125.22699387],1
s6,1,0.000213,13.716057,[52 57] ; [250 122],[68.43659044 40.56340956] ; [233.56340956 138.43659044],1
a2,1,0.00023,13.572541,[ 10 101] ; [ 96 282],[24.06134969 86.93865031] ; [ 81.93865031 296.06134969],1
s7,1,0.000243,13.464653,[27 78] ; [166 197],[43.30128205 61.69871795] ; [149.69871795 213.30128205],1
a3,1,0.000251,13.403722,[59 51] ; [272 105],[74.76386037 35.23613963] ; [256.23613963 120.76386037],1
d4,1,0.000294,13.106613,[75 36] ; [314  63],[88.48155738 22.51844262] ; [300.51844262  76.48155738],1
d5,1,0.000311,13.002235,[74 37] ; [312  66],[87.6196319 23.3803681] ; [298.3803681  79.6196319],1
u1,1,0.000465,12.250811,[  6 105] ; [ 73 305],[17.93251534 93.06748466] ; [ 61.06748466 316.93251534],1
a7,1,0.000924,10.973181,[64 47] ; [279  98],[78.01844262 32.98155738] ; [264.98155738 112.01844262],1
d2,1,0.002067,9.489151,[37 72] ; [191 186],[51.13580247 57.86419753] ; [176.86419753 200.13580247],0
n4,1,0.002251,9.33311,[71 40] ; [295  82],[83.25 27.75] ; [282.75  94.25],0
a4,1,0.002546,9.107039,[32 78] ; [170 206],[45.72016461 64.27983539] ; [156.27983539 219.72016461],0
r3,1,0.005028,7.869178,[97 13] ; [360  17],[103.2238193   6.7761807] ; [353.7761807  23.2238193],0
u3,1,0.005556,7.688856,[17 35] ; [59 46],[25.17197452 26.82802548] ; [50.82802548 54.17197452],0
p11,1,0.00611,7.517429,[77 34] ; [308  70],[87.39263804 23.60736196] ; [297.60736196  80.39263804],0
p2,1,0.008612,6.901658,[76 34] ; [304  72],[86.00823045 23.99176955] ; [293.99176955  82.00823045],0
p10,1,0.009206,6.782439,[77 32] ; [307  67],[86.65838509 22.34161491] ; [297.34161491  76.65838509],0
v1,1,0.011737,6.350207,[39 68] ; [184 182],[50.44608879 56.55391121] ; [172.55391121 193.44608879],0
s5,1,0.014684,5.953953,[21 86] ; [117 251],[31.08631579 75.91368421] ; [106.91368421 261.08631579],0
s3,1,0.017267,5.669038,[46 64] ; [202 167],[56.9519833 53.0480167] ; [191.0480167 177.9519833],0
n5,1,0.021437,5.290922,[76 35] ; [297  79],[85.0164271 25.9835729] ; [287.9835729  88.0164271],0
p4,1,0.025491,4.990216,[43 68] ; [190 184],[53.3257732 57.6742268] ; [179.6742268 194.3257732],0
p7,1,0.027978,4.829419,[45 65] ; [195 174],[55.11482255 54.88517745] ; [184.88517745 184.11482255],0
p12,1,0.052274,3.766989,[  2 108] ; [ 25 352],[  6.09856263 103.90143737] ; [ 20.90143737 356.09856263],0
p8,1,0.075893,3.150732,[39 72] ; [166 206],[47.11180124 63.88819876] ; [157.88819876 214.11180124],0
s2,1,0.087068,2.927761,[42 69] ; [175 197],[49.86956522 61.13043478] ; [167.13043478 204.86956522],0
a8,1,0.122752,2.381847,[ 9 95] ; [ 49 289],[13.64705882 90.35294118] ; [ 44.35294118 293.64705882],0
b5,1,0.145599,2.117768,[74 37] ; [223 155],[67.41717791 43.58282209] ; [229.58282209 148.41717791],0
s4,1,0.250501,1.320509,[23 88] ; [ 60 314],[18.99587629 92.00412371] ; [ 64.00412371 309.99587629],0
p3,1,0.28069,1.163747,[40 71] ; [157 219],[44.90143737 66.09856263] ; [152.09856263 223.90143737],0
p9,1,0.284031,1.1477,[82 24] ; [305  67],[85.82008368 20.17991632] ; [301.17991632  70.82008368],0
n3,1,0.298968,1.078792,[24 13] ; [63 22],[26.3852459 10.6147541] ; [60.6147541 24.3852459],0
u2,1,0.301113,1.06926,[21 30] ; [52 52],[24.01935484 26.98064516] ; [48.98064516 55.01935484],0
n1,1,0.375716,0.784672,[11 26] ; [32 52],[13.14876033 23.85123967] ; [29.85123967 54.14876033],0
u4,1,0.487439,0.482175,[  1 110] ; [  7 371],[  1.81595092 109.18404908] ; [  6.18404908 371.81595092],0
s1,1,0.506901,0.440458,[  2 109] ; [ 11 360],[  2.99377593 108.00622407] ; [ 10.00622407 360.99377593],0
a1,1,0.70947,0.138807,[  4 107] ; [ 11 367],[  3.40490798 107.59509202] ; [ 11.59509202 366.40490798],0
p5,1,0.716634,0.131741,[  9 100] ; [ 27 347],[  8.1242236 100.8757764] ; [ 27.8757764 346.1242236],0
p1,1,0.841777,0.039849,[  7 103] ; [ 22 354],[  6.56378601 103.43621399] ; [ 22.43621399 353.56378601],0
b2,1,0.855397,0.03321,[21 40] ; [ 74 149],[20.40492958 40.59507042] ; [ 74.59507042 148.40492958],0
b3,1,0.855397,0.03321,[21 40] ; [ 74 149],[20.40492958 40.59507042] ; [ 74.59507042 148.40492958],0
n2,1,0.855815,0.033016,[28  9] ; [63 22],[27.59836066  9.40163934] ; [63.40163934 21.59836066],0
b1,1,0.893789,0.017825,[38 73] ; [132 246],[38.58895706 72.41104294] ; [131.41104294 246.58895706],0
b4,1,0.934558,0.006742,[65 46] ; [223 155],[65.37423313 45.62576687] ; [222.62576687 155.37423313],0
