Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,47.791094,[157  29] ; [31 43],[134.49230769  51.50769231] ; [53.50769231 20.49230769],1
n6,1,0.0,35.614575,[158  27] ; [37 37],[139.28571429  45.71428571] ; [55.71428571 18.28571429],1
p10,1,0.0,27.021328,[141  41] ; [32 41],[123.4745098  58.5254902] ; [49.5254902 23.4745098],1
p9,1,6e-06,20.572038,[146  36] ; [38 35],[131.3254902  50.6745098] ; [52.6745098 20.3254902],1
s7,1,0.000817,11.202707,[92 86] ; [19 49],[80.31707317 97.68292683] ; [30.68292683 37.31707317],1
p2,1,0.002066,9.489798,[140  44] ; [42 32],[129.79844961  54.20155039] ; [52.20155039 21.79844961],0
p11,1,0.006478,7.412356,[142  44] ; [44 30],[133.06153846  52.93846154] ; [52.93846154 21.06153846],0
s8,1,0.006955,7.284617,[ 85 101] ; [20 53],[ 75.40540541 110.59459459] ; [29.59459459 43.40540541],0
v3,1,0.010414,6.562745,[ 69 114] ; [14 54],[ 60.51394422 122.48605578] ; [22.48605578 45.51394422],0
s6,1,0.034423,4.473575,[110  72] ; [33 39],[102.46456693  79.53543307] ; [40.53543307 31.46456693],0
a3,1,0.044327,4.044047,[129  57] ; [41 32],[122.08494208  63.91505792] ; [47.91505792 25.08494208],0
u1,1,0.06916,3.302851,[ 13 173] ; [ 1 73],[ 10.01538462 175.98461538] ; [ 3.98461538 70.01538462],0
a5,1,0.088842,2.89524,[124  62] ; [41 33],[118.03846154  67.96153846] ; [46.96153846 27.03846154],0
p6,1,0.098633,2.727508,[ 60 121] ; [16 55],[ 54.58730159 126.41269841] ; [21.41269841 49.58730159],0
v1,1,0.108255,2.579517,[90 92] ; [28 45],[84.21960784 97.78039216] ; [33.78039216 39.21960784],0
p12,1,0.111115,2.538292,[ 11 171] ; [ 1 72],[  8.56470588 173.43529412] ; [ 3.43529412 69.56470588],0
d5,1,0.119243,2.427238,[131  54] ; [45 29],[125.71428571  59.28571429] ; [50.28571429 23.71428571],0
u2,1,0.131938,2.269554,[23 33] ; [19 14],[26.42696629 29.57303371] ; [15.57303371 17.42696629],0
p8,1,0.132961,2.257592,[ 81 101] ; [25 48],[ 75.65490196 106.34509804] ; [30.34509804 42.65490196],0
b4,1,0.133997,2.245574,[94 92] ; [45 29],[99.43846154 86.56153846] ; [39.56153846 34.43846154],0
u3,1,0.155353,2.01889,[19 38] ; [16 17],[22.16666667 34.83333333] ; [12.83333333 20.16666667],0
a2,1,0.16494,1.92834,[ 17 169] ; [ 3 71],[ 14.30769231 171.69230769] ; [ 5.69230769 68.30769231],0
