Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,142.567204,[245   3] ; [36 44],[212.46341463  35.53658537] ; [68.53658537 11.46341463],1
r2,1,0.0,96.473316,[240   6] ; [43 35],[214.87037037  31.12962963] ; [68.12962963  9.87037037],1
v4,1,0.0,91.081063,[238   8] ; [45 37],[212.25  33.75] ; [70.75 11.25],1
r1,1,0.0,77.372505,[199  48] ; [23 59],[166.66869301  80.33130699] ; [55.33130699 26.66869301],1
p11,1,0.0,52.66008,[198  50] ; [31 52],[171.57703927  76.42296073] ; [57.42296073 25.57703927],1
p2,1,0.0,37.311975,[199  49] ; [37 45],[177.35757576  70.64242424] ; [58.64242424 23.35757576],1
p7,1,0.0,27.159484,[144 102] ; [20 60],[123.75460123 122.24539877] ; [40.24539877 39.75460123],1
a7,1,3e-06,21.924983,[180  67] ; [36 45],[162.65853659  84.34146341] ; [53.34146341 27.65853659],1
a6,1,4e-06,21.248773,[177  71] ; [36 47],[159.58912387  88.41087613] ; [53.41087613 29.58912387],1
p9,1,9e-06,19.741326,[183  63] ; [37 41],[167.03703704  78.96296296] ; [52.96296296 25.03703704],1
v2,1,1.5e-05,18.771949,[129 109] ; [21 59],[112.26415094 125.73584906] ; [37.73584906 42.26415094],1
n6,1,2.6e-05,17.714377,[192  56] ; [43 38],[177.14285714  70.85714286] ; [57.85714286 23.14285714],1
p10,1,3.7e-05,17.027316,[174  73] ; [36 44],[158.62385321  88.37614679] ; [51.37614679 28.62385321],1
d5,1,0.000109,14.978359,[189  58] ; [45 38],[175.14545455  71.85454545] ; [58.85454545 24.14545455],1
d3,1,0.0003,13.068713,[164  83] ; [36 46],[150.15197568  96.84802432] ; [49.84802432 32.15197568],1
a1,1,0.0004,12.533576,[  6 242] ; [10 73],[ 11.98791541 236.01208459] ; [ 4.01208459 78.98791541],1
p8,1,0.000525,12.024912,[113 132] ; [20 62],[ 99.64831804 145.35168196] ; [33.35168196 48.64831804],1
a5,1,0.000555,11.920819,[169  79] ; [39 44],[155.8429003  92.1570997] ; [52.1570997 30.8429003],1
p3,1,0.000568,11.876786,[101 146] ; [16 65],[ 88.10670732 158.89329268] ; [28.89329268 52.10670732],1
n3,1,0.000936,10.950211,[44 11] ; [19 21],[36.47368421 18.52631579] ; [26.52631579 13.47368421],1
p4,1,0.001403,10.201495,[110 136] ; [20 61],[ 97.79816514 148.20183486] ; [32.20183486 48.79816514],0
b1,1,0.002166,9.40321,[ 90 158] ; [46 37],[101.89728097 146.10271903] ; [34.10271903 48.89728097],0
u3,1,0.002316,9.280781,[42 38] ; [ 8 28],[34.48275862 45.51724138] ; [15.51724138 20.48275862],0
d4,1,0.002871,8.887388,[192  55] ; [50 32],[181.68389058  65.31610942] ; [60.31610942 21.68389058],0
v1,1,0.004575,8.040259,[107 138] ; [21 60],[ 96.19631902 148.80368098] ; [31.80368098 49.19631902],0
s1,1,0.006769,7.333259,[  5 240] ; [ 7 75],[  8.99082569 236.00917431] ; [ 3.00917431 78.99082569],0
d1,1,0.008504,6.924223,[131 117] ; [30 53],[120.62839879 127.37160121] ; [40.37160121 42.62839879],0
n4,1,0.009712,6.68696,[180  68] ; [47 35],[170.59393939  77.40606061] ; [56.40606061 25.59393939],0
v3,1,0.010695,6.515355,[ 82 155] ; [16 66],[ 72.80877743 164.19122257] ; [25.19122257 56.80877743],0
p6,1,0.028703,4.78531,[ 66 178] ; [12 68],[ 58.74074074 185.25925926] ; [19.25925926 60.74074074],0
b5,1,0.031529,4.623944,[150  98] ; [39 44],[141.60725076 106.39274924] ; [47.39274924 35.60725076],0
s8,1,0.048491,3.892877,[ 47 201] ; [ 8 75],[ 41.20845921 206.79154079] ; [13.79154079 69.20845921],0
n2,1,0.071823,3.240861,[40 16] ; [22 19],[35.79381443 20.20618557] ; [26.20618557 14.79381443],0
p1,1,0.075099,3.167898,[ 15 232] ; [10 73],[ 18.71212121 228.28787879] ; [ 6.28787879 76.71212121],0
s4,1,0.094505,2.795913,[ 18 230] ; [11 72],[ 21.72809668 226.27190332] ; [ 7.27190332 75.72809668],0
a3,1,0.100569,2.696501,[168  79] ; [47 34],[161.9054878  85.0945122] ; [53.0945122 27.9054878],0
u2,1,0.147401,2.098944,[40 39] ; [13 23],[36.40869565 42.59130435] ; [16.59130435 19.40869565],0
a8,1,0.188418,1.729948,[ 27 199] ; [ 5 71],[ 23.94701987 202.05298013] ; [ 8.05298013 67.94701987],0
a2,1,0.196466,1.668453,[ 45 203] ; [10 73],[ 41.20845921 206.79154079] ; [13.79154079 69.20845921],0
a4,1,0.236003,1.404313,[103 145] ; [28 54],[ 98.44848485 149.55151515] ; [32.55151515 49.44848485],0
s2,1,0.361247,0.833554,[ 47 199] ; [12 70],[ 44.25 201.75] ; [14.75 67.25],0
s5,1,0.363433,0.825994,[ 26 215] ; [ 6 76],[ 23.87616099 217.12383901] ; [ 8.12383901 73.87616099],0
n5,1,0.388725,0.742927,[160  86] ; [49 33],[156.75  89.25] ; [52.25 29.75],0
s3,1,0.401976,0.702406,[ 67 179] ; [18 62],[ 64.14110429 181.85889571] ; [20.85889571 59.14110429],0
u1,1,0.408988,0.68174,[ 29 219] ; [ 7 76],[ 26.97280967 221.02719033] ; [ 9.02719033 73.97280967],0
d2,1,0.465766,0.532004,[109 138] ; [32 49],[106.17987805 140.82012195] ; [34.82012195 46.17987805],0
p12,1,0.636996,0.222693,[  5 242] ; [ 1 81],[  4.50455927 242.49544073] ; [ 1.49544073 80.50455927],0
b2,1,0.645351,0.211812,[55 90] ; [20 28],[56.34715026 88.65284974] ; [18.65284974 29.34715026],0
b3,1,0.645351,0.211812,[55 90] ; [20 28],[56.34715026 88.65284974] ; [18.65284974 29.34715026],0
b4,1,0.77675,0.080405,[136 112] ; [47 36],[137.11178248 110.88821752] ; [45.88821752 37.11178248],0
s7,1,0.861202,0.030571,[ 49 185] ; [15 60],[ 48.46601942 185.53398058] ; [15.53398058 59.46601942],0
n1,1,0.933818,0.006896,[18 36] ; [14 27],[18.18947368 35.81052632] ; [13.81052632 27.18947368],0
