Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1.4e-05,18.872835,[29 22] ; [ 9 46],[18.28301887 32.71698113] ; [19.71698113 35.28301887],1
r1,1,4.7e-05,16.574413,[46  5] ; [30 25],[36.56603774 14.43396226] ; [39.43396226 15.56603774],1
r4,1,0.00226,9.325179,[49  2] ; [42 14],[43.37383178  7.62616822] ; [47.62616822  8.37383178],0
p9,1,0.002879,8.882817,[46  4] ; [37 17],[39.90384615 10.09615385] ; [43.09615385 10.90384615],0
r3,1,0.006216,7.486512,[50  1] ; [45 10],[45.70754717  5.29245283] ; [49.29245283  5.70754717],0
p3,1,0.008664,6.89082,[31 19] ; [20 35],[24.28571429 25.71428571] ; [26.71428571 28.28571429],0
s6,1,0.010807,6.496729,[34 15] ; [24 30],[27.59223301 21.40776699] ; [30.40776699 23.59223301],0
p11,1,0.016348,5.765021,[41 10] ; [33 23],[35.27102804 15.72897196] ; [38.72897196 17.27102804],0
r2,1,0.021782,5.263108,[50  1] ; [48  8],[46.71028037  4.28971963] ; [51.28971963  4.71028037],0
p6,1,0.022408,5.21382,[21 29] ; [12 44],[15.56603774 34.43396226] ; [17.43396226 38.56603774],0
p10,1,0.030101,4.703531,[43  7] ; [36 17],[38.34951456 11.65048544] ; [40.65048544 12.34951456],0
n6,1,0.039937,4.220547,[46  5] ; [42 14],[41.94392523  9.05607477] ; [46.05607477  9.94392523],0
v1,1,0.051692,3.785714,[30 20] ; [23 33],[25. 25.] ; [28. 28.],0
d3,1,0.054765,3.689231,[22 29] ; [14 41],[17.32075472 33.67924528] ; [18.67924528 36.32075472],0
s4,1,0.121896,2.39279,[ 6 44] ; [13 42],[ 9.04761905 40.95238095] ; [ 9.95238095 45.04761905],0
s3,1,0.144975,2.124343,[27 22] ; [22 32],[23.31067961 25.68932039] ; [25.68932039 28.31067961],0
a5,1,0.148935,2.083121,[36 15] ; [32 24],[32.41121495 18.58878505] ; [35.58878505 20.41121495],0
n4,1,0.150397,2.068218,[39 12] ; [35 20],[35.60377358 15.39622642] ; [38.39622642 16.60377358],0
b4,1,0.152533,2.046735,[28 23] ; [23 33],[24.30841121 26.69158879] ; [26.69158879 29.30841121],0
n5,1,0.156906,2.003794,[40 10] ; [38 18],[36.79245283 13.20754717] ; [41.20754717 14.79245283],0
p1,1,0.182465,1.777429,[ 6 44] ; [12 43],[ 8.57142857 41.42857143] ; [ 9.42857143 45.57142857],0
p7,1,0.192462,1.698667,[34 16] ; [30 24],[30.76923077 19.23076923] ; [33.23076923 20.76923077],0
a6,1,0.208119,1.58446,[36 15] ; [33 23],[32.88785047 18.11214953] ; [36.11214953 19.88785047],0
s5,1,0.212184,1.556463,[15 34] ; [11 44],[12.25 36.75] ; [13.75 41.25],0
s8,1,0.239523,1.383399,[20 30] ; [16 39],[17.14285714 32.85714286] ; [18.85714286 36.14285714],0
n1,1,0.249561,1.325758,[3 7] ; [8 7],[4.4 5.6] ; [6.6 8.4],0
v4,1,0.276528,1.184076,[47  4] ; [47  8],[45.22641509  5.77358491] ; [48.77358491  6.22641509],0
n2,1,0.307434,1.041667,[9 1] ; [11  4],[8. 2.] ; [12.  3.],0
p2,1,0.356329,0.850791,[41  9] ; [41 14],[39.04761905 10.95238095] ; [42.95238095 12.04761905],0
s7,1,0.359612,0.839247,[21 25] ; [19 33],[18.7755102 27.2244898] ; [21.2244898 30.7755102],0
a8,1,0.37291,0.793944,[ 3 44] ; [ 6 46],[ 4.27272727 42.72727273] ; [ 4.72727273 47.27272727],0
a4,1,0.374474,0.788764,[11 40] ; [16 39],[12.99056604 38.00943396] ; [14.00943396 40.99056604],0
d2,1,0.380826,0.768032,[10 41] ; [15 41],[11.91588785 39.08411215] ; [13.08411215 42.91588785],0
d5,1,0.391012,0.735794,[24 27] ; [31 25],[26.21495327 24.78504673] ; [28.78504673 27.21495327],0
u2,1,0.391193,0.735229,[ 9 12] ; [ 8 18],[ 7.59574468 13.40425532] ; [ 9.40425532 16.59574468],0
p4,1,0.395425,0.722194,[30 20] ; [29 27],[27.83018868 22.16981132] ; [31.16981132 24.83018868],0
b1,1,0.408634,0.682771,[17 34] ; [23 33],[19.06542056 31.93457944] ; [20.93457944 35.06542056],0
s2,1,0.641283,0.217069,[20 29] ; [20 35],[18.84615385 30.15384615] ; [21.15384615 33.84615385],0
a3,1,0.735213,0.114379,[30 21] ; [30 24],[29.14285714 21.85714286] ; [30.85714286 23.14285714],0
p8,1,0.765238,0.089168,[26 24] ; [26 27],[25.24271845 24.75728155] ; [26.75728155 26.24271845],0
d1,1,0.792265,0.069364,[ 3 48] ; [ 4 52],[ 3.3364486 47.6635514] ; [ 3.6635514 52.3364486],0
n3,1,0.801614,0.063131,[9 1] ; [13  2],[8.8 1.2] ; [13.2  1.8],0
a2,1,0.863452,0.029578,[ 6 45] ; [ 6 50],[ 5.71962617 45.28037383] ; [ 6.28037383 49.71962617],0
u3,1,0.871038,0.026354,[11 10] ; [13 13],[10.72340426 10.27659574] ; [13.27659574 12.72340426],0
b2,1,0.894706,0.017517,[ 7 24] ; [ 7 26],[ 6.78125 24.21875] ; [ 7.21875 25.78125],0
b3,1,0.894706,0.017517,[ 7 24] ; [ 7 26],[ 6.78125 24.21875] ; [ 7.21875 25.78125],0
p5,1,0.898128,0.016391,[ 5 45] ; [ 5 49],[ 4.80769231 45.19230769] ; [ 5.19230769 48.80769231],0
b5,1,0.994089,5.5e-05,[31 20] ; [34 22],[30.98130841 20.01869159] ; [34.01869159 21.98130841],0
