Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,107.565353,[145  26] ; [17 72],[106.54615385  64.45384615] ; [55.45384615 33.54615385],1
p11,1,0.0,39.10058,[139  34] ; [38 52],[116.42965779  56.57034221] ; [60.57034221 29.42965779],1
p2,1,0.0,34.379062,[137  34] ; [40 50],[115.96551724  55.03448276] ; [61.03448276 28.96551724],1
r3,1,0.0,33.5693,[165   8] ; [62 27],[149.88931298  23.11068702] ; [77.11068702 11.88931298],1
r4,1,1e-06,24.655992,[149  24] ; [53 37],[132.87452471  40.12547529] ; [69.12547529 20.87452471],1
d3,1,4.3e-05,16.724395,[122  49] ; [41 49],[106.79310345  64.20689655] ; [56.20689655 33.79310345],1
n6,1,0.000122,14.756442,[138  35] ; [51 38],[124.79770992  48.20229008] ; [64.20229008 24.79770992],1
b1,1,0.000889,11.045664,[ 54 119] ; [47 43],[ 66.43726236 106.56273764] ; [34.56273764 55.43726236],1
v4,1,0.001664,9.887095,[155  17] ; [68 22],[146.39694656  25.60305344] ; [76.60305344 13.39694656],0
a6,1,0.002146,9.420077,[130  43] ; [51 39],[119.0608365  53.9391635] ; [61.9391635 28.0608365],0
s6,1,0.010148,6.608753,[81 89] ; [28 62],[71.26923077 98.73076923] ; [37.73076923 52.26923077],0
n3,1,0.01074,6.507898,[36 11] ; [19 19],[30.41176471 16.58823529] ; [24.58823529 13.41176471],0
n2,1,0.013915,6.048898,[35 12] ; [19 20],[29.51162791 17.48837209] ; [24.48837209 14.51162791],0
a7,1,0.014745,5.946695,[126  46] ; [52 37],[117.30268199  54.69731801] ; [60.69731801 28.30268199],0
p8,1,0.021503,5.285534,[75 96] ; [26 63],[ 66.42692308 104.57307692] ; [34.57307692 54.42692308],0
p7,1,0.021799,5.261749,[88 81] ; [33 56],[79.25968992 89.74031008] ; [41.74031008 47.25968992],0
p6,1,0.036672,4.365574,[ 42 129] ; [12 77],[ 35.51538462 135.48461538] ; [18.48461538 70.51538462],0
s1,1,0.037803,4.313882,[  3 167] ; [ 6 83],[  5.90733591 164.09266409] ; [ 3.09266409 85.90733591],0
b5,1,0.042219,4.126387,[109  64] ; [45 45],[101.30038023  71.69961977] ; [52.69961977 37.30038023],0
d2,1,0.046254,3.972324,[ 62 110] ; [43 45],[ 69.46153846 102.53846154] ; [35.53846154 52.46153846],0
a5,1,0.052559,3.757898,[108  65] ; [45 45],[100.64258555  72.35741445] ; [52.35741445 37.64258555],0
s3,1,0.070582,3.269424,[ 67 103] ; [25 64],[ 60.38610039 109.61389961] ; [31.61389961 57.38610039],0
r2,1,0.073579,3.201306,[151  19] ; [71 17],[146.27906977  23.72093023] ; [75.72093023 12.27906977],0
d4,1,0.079114,3.083,[134  39] ; [60 29],[128.09923664  44.90076336] ; [65.90076336 23.09923664],0
a3,1,0.102498,2.666243,[100  73] ; [42 47],[93.76335878 79.23664122] ; [48.23664122 40.76335878],0
a1,1,0.126084,2.34007,[  6 167] ; [ 7 83],[  8.5513308 164.4486692] ; [ 4.4486692 85.5513308],0
d5,1,0.131762,2.27162,[128  44] ; [59 31],[122.76335878  49.23664122] ; [64.23664122 25.76335878],0
s2,1,0.143173,2.143519,[ 47 125] ; [17 72],[ 42.17624521 129.82375479] ; [21.82375479 67.17624521],0
a2,1,0.171097,1.87331,[ 28 145] ; [ 9 81],[ 24.33840304 148.66159696] ; [12.66159696 77.33840304],0
s8,1,0.221081,1.497338,[ 29 144] ; [10 80],[ 25.6539924 147.3460076] ; [13.3460076 76.6539924],0
a4,1,0.241773,1.370226,[ 61 112] ; [25 64],[ 56.78625954 116.21374046] ; [29.21374046 59.78625954],0
p12,1,0.248596,1.331177,[  9 163] ; [ 2 88],[  7.22137405 164.77862595] ; [ 3.77862595 86.22137405],0
p1,1,0.253883,1.301812,[  9 163] ; [ 8 82],[ 11.16030534 160.83969466] ; [ 5.83969466 84.16030534],0
p3,1,0.254556,1.298127,[ 58 115] ; [24 66],[ 53.9391635 119.0608365] ; [28.0608365 61.9391635],0
d1,1,0.288871,1.124878,[83 90] ; [37 53],[78.93536122 94.06463878] ; [41.06463878 48.93536122],0
a8,1,0.300222,1.073209,[ 18 143] ; [ 6 79],[ 15.70731707 145.29268293] ; [ 8.29268293 76.70731707],0
p4,1,0.326212,0.963876,[ 71 100] ; [31 57],[ 67.34362934 103.65637066] ; [34.65637066 53.34362934],0
b3,1,0.352217,0.865453,[18 62] ; [16 38],[20.29850746 59.70149254] ; [13.70149254 40.29850746],0
b2,1,0.352217,0.865453,[18 62] ; [16 38],[20.29850746 59.70149254] ; [13.70149254 40.29850746],0
s5,1,0.397659,0.715394,[ 29 136] ; [12 77],[ 26.63385827 138.36614173] ; [14.36614173 74.63385827],0
v3,1,0.411985,0.673064,[ 40 128] ; [17 71],[ 37.40625 130.59375] ; [19.59375 68.40625],0
v2,1,0.424182,0.6387,[ 62 101] ; [29 59],[ 59.09561753 103.90438247] ; [31.90438247 56.09561753],0
u3,1,0.431638,0.618411,[27 43] ; [22 26],[29.06779661 40.93220339] ; [19.93220339 28.06779661],0
s4,1,0.457578,0.551813,[ 27 144] ; [11 78],[ 24.99230769 146.00769231] ; [13.00769231 75.99230769],0
r1,1,0.513569,0.426789,[114  58] ; [56 34],[111.60305344  60.39694656] ; [58.39694656 31.60305344],0
u2,1,0.517018,0.419838,[35 37] ; [20 27],[33.27731092 38.72268908] ; [21.72268908 25.27731092],0
n4,1,0.521667,0.410596,[107  66] ; [52 38],[104.58935361  68.41064639] ; [54.41064639 35.58935361],0
n5,1,0.548838,0.359404,[101  69] ; [50 40],[98.73076923 71.26923077] ; [52.26923077 37.73076923],0
p5,1,0.625525,0.238178,[  8 164] ; [ 3 86],[  7.24904215 164.75095785] ; [ 3.75095785 85.24904215],0
u1,1,0.688722,0.160472,[ 16 157] ; [ 7 83],[ 15.12927757 157.87072243] ; [ 7.87072243 82.12927757],0
b4,1,0.735739,0.113907,[102  71] ; [55 35],[103.27376426  69.72623574] ; [53.72623574 36.27376426],0
n1,1,0.882024,0.022024,[14 32] ; [11 27],[13.69047619 32.30952381] ; [11.30952381 26.69047619],0
