Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000116,14.854756,[ 5 20] ; [33 16],[12.83783784 12.16216216] ; [25.16216216 23.83783784],1
p1,1,0.49977,0.455425,[ 1 24] ; [ 4 45],[ 1.68918919 23.31081081] ; [ 3.31081081 45.68918919],0
d2,1,0.518977,0.415925,[10 15] ; [23 25],[11.30136986 13.69863014] ; [21.69863014 26.30136986],0
d3,1,0.531212,0.392072,[15 10] ; [33 16],[16.21621622  8.78378378] ; [31.78378378 17.21621622],0
p8,1,0.54483,0.366661,[11 14] ; [18 31],[ 9.7972973 15.2027027] ; [19.2027027 29.7972973],0
r2,1,0.679816,0.170333,[21  4] ; [42  6],[21.57534247  3.42465753] ; [41.42465753  6.57534247],0
u3,1,0.71714,0.13125,[3 5] ; [ 9 11],[3.42857143 4.57142857] ; [ 8.57142857 11.42857143],0
r3,1,0.739306,0.110738,[23  2] ; [43  5],[22.60273973  2.39726027] ; [43.39726027  4.60273973],0
s4,1,0.739306,0.110738,[ 2 23] ; [ 5 43],[ 2.39726027 22.60273973] ; [ 4.60273973 43.39726027],0
s6,1,0.740537,0.109655,[13 12] ; [23 25],[12.32876712 12.67123288] ; [23.67123288 24.32876712],0
p4,1,0.750224,0.101343,[11 14] ; [23 25],[11.64383562 13.35616438] ; [22.35616438 25.64383562],0
s5,1,0.806253,0.060154,[ 5 19] ; [11 36],[ 5.4084507 18.5915493] ; [10.5915493 36.4084507],0
d1,1,0.810386,0.057565,[14 11] ; [26 23],[13.51351351 11.48648649] ; [26.48648649 22.51351351],0
s2,1,0.847942,0.036766,[ 9 16] ; [18 29],[ 9.375 15.625] ; [17.625 29.375],0
a8,1,0.865165,0.028833,[ 2 21] ; [ 4 36],[ 2.19047619 20.80952381] ; [ 3.80952381 36.19047619],0
d5,1,0.880751,0.022505,[19  6] ; [38 11],[19.25675676  5.74324324] ; [37.74324324 11.25675676],0
s3,1,0.89076,0.018863,[10 15] ; [20 28],[10.2739726 14.7260274] ; [19.7260274 28.2739726],0
b4,1,0.902902,0.014883,[17  8] ; [34 15],[17.22972973  7.77027027] ; [33.77027027 15.22972973],0
a5,1,0.918713,0.010415,[15 10] ; [30 19],[15.2027027  9.7972973] ; [29.7972973 19.2027027],0
d4,1,0.941862,0.005319,[21  4] ; [40  8],[20.89041096  4.10958904] ; [40.10958904  7.89041096],0
a6,1,0.950487,0.003856,[16  9] ; [31 18],[15.87837838  9.12162162] ; [31.12162162 17.87837838],0
b2,1,0.974811,0.000997,[4 9] ; [10 22],[4.04444444 8.95555556] ; [ 9.95555556 22.04444444],0
b3,1,0.974811,0.000997,[4 9] ; [10 22],[4.04444444 8.95555556] ; [ 9.95555556 22.04444444],0
