Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,39.866198,[12 89] ; [68 64],[34.67811159 66.32188841] ; [45.32188841 86.67811159],1
v1,1,0.000194,13.883803,[38 63] ; [85 52],[52.19747899 48.80252101] ; [70.80252101 66.19747899],1
p12,1,0.014171,6.016768,[  1 100] ; [ 11 126],[ 5.09243697 95.90756303] ; [  6.90756303 130.09243697],0
r3,1,0.029048,4.764778,[91 11] ; [132   5],[95.17154812  6.82845188] ; [127.82845188   9.17154812],0
p2,1,0.045631,3.995182,[76 24] ; [118  19],[81.85654008 18.14345992] ; [112.14345992  24.85654008],0
p3,1,0.055499,3.667017,[35 66] ; [64 72],[42.18987342 58.81012658] ; [56.81012658 79.18987342],0
b1,1,0.08458,2.974621,[42 60] ; [42 96],[35.7 66.3] ; [48.3 89.7],0
p10,1,0.085921,2.949187,[73 29] ; [111  26],[78.52719665 23.47280335] ; [105.47280335  31.52719665],0
p9,1,0.086847,2.931863,[74 27] ; [113  24],[79.35714286 21.64285714] ; [107.64285714  29.35714286],0
p4,1,0.09231,2.833615,[50 52] ; [81 54],[56.37974684 45.62025316] ; [74.62025316 60.37974684],0
v4,1,0.09676,2.758155,[91 11] ; [131   7],[94.35  7.65] ; [127.65  10.35],0
p11,1,0.114308,2.493621,[74 28] ; [112  26],[79.05 22.95] ; [106.95  31.05],0
p8,1,0.131958,2.26932,[47 55] ; [75 59],[52.72881356 49.27118644] ; [69.27118644 64.72881356],0
d2,1,0.176926,1.82326,[73 28] ; [87 49],[68.18565401 32.81434599] ; [91.81434599 44.18565401],0
a3,1,0.177412,1.819167,[68 34] ; [103  35],[72.675 29.325] ; [98.325 39.675],0
a8,1,0.197157,1.663306,[ 6 90] ; [ 14 110],[ 8.72727273 87.27272727] ; [ 11.27272727 112.72727273],0
d3,1,0.277579,1.178906,[92 10] ; [118  20],[89.25 12.75] ; [120.75  17.25],0
u2,1,0.328605,0.954386,[21 13] ; [17 17],[19. 15.] ; [19. 15.],0
p7,1,0.377528,0.778737,[55 45] ; [82 53],[58.29787234 41.70212766] ; [78.70212766 56.29787234],0
u4,1,0.475236,0.509775,[  1 101] ; [  3 135],[  1.7 100.3] ; [  2.3 135.7],0
a4,1,0.477652,0.504219,[48 53] ; [72 66],[50.71129707 50.28870293] ; [69.28870293 68.71129707],0
n6,1,0.481183,0.496181,[79 22] ; [113  25],[81.13807531 19.86192469] ; [110.86192469  27.13807531],0
r4,1,0.502192,0.450302,[88 14] ; [123  15],[89.675 12.325] ; [121.325  16.675],0
s2,1,0.564313,0.332291,[27 73] ; [42 96],[28.99159664 71.00840336] ; [40.00840336 97.99159664],0
r1,1,0.59414,0.283925,[79 22] ; [111  26],[80.6302521 20.3697479] ; [109.3697479  27.6302521],0
n1,1,0.594247,0.28376,[ 9 26] ; [ 8 17],[ 9.91666667 25.08333333] ; [ 7.08333333 17.91666667],0
s4,1,0.608907,0.261769,[13 86] ; [ 15 122],[11.74576271 87.25423729] ; [ 16.25423729 120.74576271],0
u1,1,0.66088,0.192456,[20 82] ; [ 24 114],[18.7 83.3] ; [ 25.3 112.7],0
n4,1,0.686197,0.163233,[73 29] ; [102  36],[74.375 27.625] ; [100.625  37.375],0
n3,1,0.692093,0.156828,[21 13] ; [18  9],[21.73770492 12.26229508] ; [17.26229508  9.73770492],0
a7,1,0.705451,0.142864,[81 21] ; [106  31],[79.80753138 22.19246862] ; [107.19246862  29.80753138],0
b2,1,0.708346,0.139935,[21 36] ; [32 48],[22.05109489 34.94890511] ; [30.94890511 49.05109489],0
b3,1,0.708346,0.139935,[21 36] ; [32 48],[22.05109489 34.94890511] ; [30.94890511 49.05109489],0
s6,1,0.760648,0.092799,[48 52] ; [69 69],[49.15966387 50.84033613] ; [67.84033613 70.15966387],0
s1,1,0.761258,0.092312,[ 2 98] ; [  2 133],[ 1.70212766 98.29787234] ; [  2.29787234 132.70212766],0
b5,1,0.76767,0.087275,[64 38] ; [84 54],[62.9 39.1] ; [85.1 52.9],0
a5,1,0.769731,0.085689,[82 20] ; [113  25],[82.875 19.125] ; [112.125  25.875],0
n5,1,0.776268,0.080762,[71 31] ; [93 44],[69.9916318 32.0083682] ; [94.0083682 42.9916318],0
r2,1,0.782983,0.075864,[94  5] ; [128   8],[93.52340426  5.47659574] ; [128.47659574   7.52340426],0
a2,1,0.854291,0.033726,[27 75] ; [ 38 100],[27.625 74.375] ; [ 37.375 100.625],0
u3,1,0.880636,0.022549,[21 13] ; [21 14],[20.69565217 13.30434783] ; [21.30434783 13.69565217],0
p6,1,0.889818,0.019192,[29 72] ; [39 93],[29.47639485 71.52360515] ; [38.52360515 93.47639485],0
n2,1,0.896431,0.016944,[21 15] ; [15 10],[21.24590164 14.75409836] ; [14.75409836 10.24590164],0
d5,1,0.909016,0.01306,[100   2] ; [135   3],[99.875  2.125] ; [135.125   2.875],0
s8,1,0.914982,0.011397,[25 77] ; [ 33 105],[24.65 77.35] ; [ 33.35 104.65],0
p1,1,0.916618,0.010961,[ 7 95] ; [  9 129],[ 6.8 95.2] ; [  9.2 128.8],0
a6,1,0.916844,0.010901,[76 26] ; [102  36],[75.65 26.35] ; [102.35  35.65],0
p5,1,0.925277,0.008796,[ 7 94] ; [ 10 128],[ 7.18410042 93.81589958] ; [  9.81589958 128.18410042],0
s5,1,0.939936,0.005678,[26 74] ; [34 99],[25.75107296 74.24892704] ; [34.24892704 98.75107296],0
s3,1,0.951162,0.003751,[36 65] ; [49 87],[36.22362869 64.77637131] ; [48.77637131 87.22362869],0
a1,1,0.984522,0.000376,[ 3 99] ; [  4 134],[ 2.975 99.025] ; [  4.025 133.975],0
b4,1,0.989328,0.000179,[62 40] ; [84 54],[62.05 39.95] ; [83.95 54.05],0
